1:IF #|1000|#|#|#|#|#|#|#|#|#| THEN  H With Confidence=1.0 and Coverage=1.0
2:IF 000100|#|#|#|#|#|#|#|#|#|#| THEN  B With Confidence=1.0 and Coverage=0.9849624
3:IF 110100|1011|#|#|#|#|#|01|#|#|#| THEN  F With Confidence=1.0 and Coverage=0.051282052
4:IF #|0100|#|#|#|#|#|10|00001111|#|#| THEN  E With Confidence=1.0 and Coverage=0.047058824
5:IF 101001|#|#|#|#|#|#|#|#|#|010| THEN  F With Confidence=1.0 and Coverage=0.025641026
6:IF #|1100|#|#|#|#|#|01|#|#|#| THEN  E With Confidence=1.0 and Coverage=0.011764706
7:IF 010010|0100|#|#|#|#|#|#|00110000|#|#| THEN  C With Confidence=1.0 and Coverage=0.01058201
8:IF #|#|#|#|#|#|#|#|01101101|00100|#| THEN  D With Confidence=1.0 and Coverage=0.0046296297
9:IF 010011|0001|#|#|011|#|#|#|#|#|#| THEN  E With Confidence=0.875 and Coverage=0.08235294
10:IF 110010|0110|#|#|011|#|#|#|10111001|#|#| THEN  D With Confidence=0.875 and Coverage=0.032407407
11:IF #|0010|#|#|011|#|#|#|11110010|#|#| THEN  D With Confidence=0.85714287 and Coverage=0.027777778
12:IF 010001|0010|#|#|#|01|#|#|10010010|#|#| THEN  D With Confidence=0.8181818 and Coverage=0.041666668
13:IF 010000|0110|#|#|#|#|#|#|00110000|#|#| THEN  C With Confidence=0.75 and Coverage=0.015873017
14:IF 110011|0010|#|100|#|#|#|10|10000011|#|#| THEN  D With Confidence=0.7446808 and Coverage=0.16203703
15:IF 110010|0010|#|100|#|#|#|10|10110010|#|#| THEN  D With Confidence=0.73333335 and Coverage=0.2037037
16:IF 110010|0010|#|100|#|#|#|10|11100001|#|#| THEN  D With Confidence=0.73015875 and Coverage=0.21296297
17:IF 110011|0010|#|100|#|#|#|#|10000000|#|#| THEN  D With Confidence=0.7234042 and Coverage=0.1574074
18:IF 011111|0001|#|#|#|#|#|#|10110110|#|#| THEN  E With Confidence=0.7222222 and Coverage=0.15294118
19:IF 110010|0010|#|101|#|#|#|10|11110011|#|#| THEN  D With Confidence=0.71428573 and Coverage=0.25462964
20:IF 110010|0011|#|100|#|#|#|10|11110010|#|#| THEN  D With Confidence=0.7125 and Coverage=0.2638889
21:IF 010010|0100|#|#|#|#|#|10|10110001|#|#| THEN  C With Confidence=0.6981132 and Coverage=0.3915344
22:IF 111010|0010|#|100|#|#|#|10|11110010|#|#| THEN  D With Confidence=0.68367344 and Coverage=0.3101852
23:IF 111010|0011|#|101|#|#|#|10|11110011|#|#| THEN  D With Confidence=0.6666667 and Coverage=0.33333334
24:IF 010011|0101|01|#|#|#|#|#|#|#|#| THEN  E With Confidence=0.6666667 and Coverage=0.1882353
25:IF 011010|0100|#|#|101|#|#|10|10000010|#|#| THEN  C With Confidence=0.6585366 and Coverage=0.71428573
26:IF 011010|0100|#|#|#|#|#|10|10000010|#|#| THEN  C With Confidence=0.6555024 and Coverage=0.7248677
27:IF 011010|0100|#|#|#|#|#|10|10100001|#|#| THEN  C With Confidence=0.65258217 and Coverage=0.73544973
28:IF 011010|0100|#|#|#|#|#|10|10110001|#|#| THEN  C With Confidence=0.646789 and Coverage=0.74603176
29:IF 110010|0010|#|110|#|#|#|10|11010000|#|#| THEN  D With Confidence=0.6422764 and Coverage=0.36574075
30:IF #|0001|#|#|#|#|#|#|10111100|#|#| THEN  E With Confidence=0.64 and Coverage=0.1882353
31:IF 110010|0010|#|110|#|#|#|10|11110000|#|#| THEN  D With Confidence=0.6335878 and Coverage=0.38425925
32:IF 011010|0100|#|#|#|#|#|#|11000000|10000|#| THEN  C With Confidence=0.6311111 and Coverage=0.75132275
33:IF 011000|0100|#|#|#|#|#|10|11000011|#|#| THEN  C With Confidence=0.6304348 and Coverage=0.76719576
34:IF 111010|0100|#|#|101|#|#|10|10000000|10000|#| THEN  C With Confidence=0.62761503 and Coverage=0.7936508
35:IF 111010|0100|#|#|101|#|#|10|10000001|#|#| THEN  C With Confidence=0.6255144 and Coverage=0.8042328
36:IF 111010|0100|#|#|#|#|#|10|10100000|#|#| THEN  C With Confidence=0.61811024 and Coverage=0.8306878
37:IF 111010|0010|#|#|#|#|#|10|11001000|#|#| THEN  D With Confidence=0.6081081 and Coverage=0.41666666
38:IF 111010|0010|#|110|#|#|#|10|11010000|#|#| THEN  D With Confidence=0.6 and Coverage=0.44444445
39:IF 111000|0100|#|#|#|#|#|#|11000001|10000|#| THEN  C With Confidence=0.5919118 and Coverage=0.8518519
40:IF 111010|0011|#|110|#|#|#|10|11010000|#|#| THEN  D With Confidence=0.5906433 and Coverage=0.4675926
41:IF 111010|0010|#|#|#|#|#|10|11111000|#|#| THEN  D With Confidence=0.5895954 and Coverage=0.4722222
42:IF #|0010|#|#|#|#|#|01|#|#|#| THEN  F With Confidence=0.5714286 and Coverage=0.102564104
43:IF 111011|0110|#|100|#|#|#|#|#|#|#| THEN  D With Confidence=0.50769234 and Coverage=0.6111111
44:IF 110011|0111|#|110|#|#|#|10|11010000|#|#| THEN  D With Confidence=0.48355263 and Coverage=0.6805556

1:IF #|1000|#|#|#|#|#|#|#|#|#| THEN  H With Confidence=1.0 and Coverage=1.0
2:IF 000100|#|#|#|#|#|#|#|#|#|#| THEN  B With Confidence=1.0 and Coverage=0.9848485
3:IF 101100|#|#|#|#|#|#|01|#|#|#| THEN  F With Confidence=1.0 and Coverage=0.07692308
4:IF #|1011|#|#|#|#|#|#|00100101|#|#| THEN  E With Confidence=1.0 and Coverage=0.05882353
5:IF #|#|#|#|#|#|#|#|#|001001|#| THEN  E With Confidence=1.0 and Coverage=0.023529412
6:IF 010011|0101|#|001|#|10|#|#|#|#|#| THEN  C With Confidence=1.0 and Coverage=0.021052632
7:IF 010011|1100|#|#|#|#|#|#|00110001|#|#| THEN  C With Confidence=1.0 and Coverage=0.010526316
8:IF 100010|0010|#|#|#|10|#|#|11010100|#|#| THEN  D With Confidence=0.9047619 and Coverage=0.0883721
9:IF 100010|0001|#|011|#|#|#|#|10110010|#|#| THEN  E With Confidence=0.8888889 and Coverage=0.09411765
10:IF 110010|0010|#|#|#|10|#|#|10111100|#|#| THEN  D With Confidence=0.875 and Coverage=0.09767442
11:IF 010010|0111|#|001|#|#|#|#|#|#|#| THEN  C With Confidence=0.875 and Coverage=0.036842104
12:IF 110010|0010|#|#|#|10|#|#|11010000|#|#| THEN  D With Confidence=0.86206895 and Coverage=0.11627907
13:IF 100011|0010|#|#|#|10|#|#|#|#|#| THEN  D With Confidence=0.82608694 and Coverage=0.0883721
14:IF #|0001|#|#|#|#|#|10|10110101|#|#| THEN  E With Confidence=0.8181818 and Coverage=0.105882354
15:IF 010011|0001|#|#|#|#|#|#|10110111|#|#| THEN  E With Confidence=0.8125 and Coverage=0.15294118
16:IF 010000|0101|#|011|#|10|#|#|10010100|#|#| THEN  C With Confidence=0.8108108 and Coverage=0.15789473
17:IF 111010|0010|#|#|#|10|#|#|10110000|#|#| THEN  D With Confidence=0.8055556 and Coverage=0.13488372
18:IF 100000|0011|#|#|#|10|#|#|#|#|#| THEN  D With Confidence=0.8 and Coverage=0.093023255
19:IF #|0110|#|#|001|#|#|#|#|#|#| THEN  D With Confidence=0.8 and Coverage=0.018604651
20:IF 010000|0111|#|011|#|10|#|#|10111111|#|#| THEN  C With Confidence=0.7948718 and Coverage=0.1631579
21:IF 100010|0010|#|101|101|#|#|10|11110100|#|#| THEN  D With Confidence=0.78 and Coverage=0.18139535
22:IF 011000|0100|#|011|#|10|#|#|10001000|#|#| THEN  C With Confidence=0.7777778 and Coverage=0.25789472
23:IF 111010|0010|#|#|#|10|#|#|11010100|#|#| THEN  D With Confidence=0.7777778 and Coverage=0.1627907
24:IF 010000|0100|#|011|#|#|#|#|10111101|#|#| THEN  C With Confidence=0.7755102 and Coverage=0.2
25:IF 011010|0101|#|011|#|10|#|#|10110100|#|#| THEN  C With Confidence=0.77272725 and Coverage=0.26842105
26:IF 110010|0010|#|100|101|#|#|10|11010000|#|#| THEN  D With Confidence=0.7704918 and Coverage=0.21860465
27:IF 100010|0010|#|101|#|#|#|10|11010010|#|#| THEN  D With Confidence=0.76785713 and Coverage=0.2
28:IF 100010|0010|#|101|#|#|#|10|11011010|#|#| THEN  D With Confidence=0.7586207 and Coverage=0.20465116
29:IF 011010|0100|#|011|#|10|#|#|11100000|#|#| THEN  C With Confidence=0.7536232 and Coverage=0.2736842
30:IF 011010|0110|#|011|#|10|#|#|10010111|#|#| THEN  C With Confidence=0.7536232 and Coverage=0.2736842
31:IF 010000|0100|#|011|#|#|#|#|#|#|#| THEN  C With Confidence=0.75 and Coverage=0.20526315
32:IF 111010|0100|#|011|#|10|#|#|11111100|#|#| THEN  C With Confidence=0.7307692 and Coverage=0.3
33:IF 101010|0010|#|101|101|#|#|10|11010110|#|#| THEN  D With Confidence=0.725 and Coverage=0.26976743
34:IF 010010|0100|#|#|#|10|#|#|10110000|#|#| THEN  C With Confidence=0.7157895 and Coverage=0.35789475
35:IF 110011|0010|#|101|#|#|#|10|#|#|#| THEN  D With Confidence=0.71428573 and Coverage=0.25581396
36:IF 110010|0011|#|100|#|#|#|10|#|#|#| THEN  D With Confidence=0.70886075 and Coverage=0.26046512
37:IF 011010|0100|#|#|101|10|#|#|10110100|#|#| THEN  C With Confidence=0.70625 and Coverage=0.5947368
38:IF 010011|0100|#|#|#|10|#|#|10110001|#|#| THEN  C With Confidence=0.70408165 and Coverage=0.3631579
39:IF 011000|0100|#|#|#|10|#|#|10110000|#|#| THEN  C With Confidence=0.7037037 and Coverage=0.6
40:IF 010010|0100|#|#|#|#|#|#|10110000|#|#| THEN  C With Confidence=0.6909091 and Coverage=0.4
41:IF 011010|0100|#|#|100|10|#|#|11111001|#|#| THEN  C With Confidence=0.6896552 and Coverage=0.6315789
42:IF 110010|0010|#|100|#|#|#|#|#|#|#| THEN  D With Confidence=0.6883117 and Coverage=0.24651162
43:IF 011011|0100|#|#|101|10|#|#|11111100|#|#| THEN  C With Confidence=0.68333334 and Coverage=0.64736843
44:IF 011000|0100|#|110|101|#|#|10|10001001|#|#| THEN  C With Confidence=0.6666667 and Coverage=0.6631579
45:IF 011010|0100|#|110|101|#|#|10|10010101|#|#| THEN  C With Confidence=0.66494846 and Coverage=0.6789474
46:IF 011010|0100|#|110|101|#|#|10|10110000|#|#| THEN  C With Confidence=0.6632653 and Coverage=0.68421054
47:IF 011010|0100|#|110|#|#|#|10|10000101|#|#| THEN  C With Confidence=0.6632124 and Coverage=0.67368424
