1:IF #|12.745000000000001,13.67|#, 0.0|#|#|#|#|#|#| THEN  5 With Confidence=1.0 and Coverage=0.5
2:IF #|13.305,#|3.225,3.415|#|#|#|#,8.82|#,0.14500000000000002|#| THEN  3 With Confidence=1.0 and Coverage=0.26666668
3:IF #|#|#|2.95,#|#|#|#|#|#| THEN  5 With Confidence=1.0 and Coverage=0.25
4:IF #|#|#|#|74.5,#|#|#,8.895|#|#| THEN  6 With Confidence=1.0 and Coverage=0.25
5:IF 1.5173100000000002,1.51777|13.434999999999999,13.85|#|#|#|#|#|#|#| THEN  3 With Confidence=1.0 and Coverage=0.13333334
6:IF #|#|#|#|#|#|12.870000000000001,#|#|#| THEN  2 With Confidence=1.0 and Coverage=0.10294118
7:IF #|13.305,#|#|1.795,#|#|#|#|0.32,#|#| THEN  7 With Confidence=0.95652175 and Coverage=0.84615386
8:IF 1.517335,1.51777|#|#|#|#|#|#,8.705|#|#| THEN  1 With Confidence=0.95238096 and Coverage=0.31746033
9:IF #|#|#|1.42,1.5|#|#|#|#|#| THEN  2 With Confidence=0.9166667 and Coverage=0.16176471
10:IF #|13.305,#|2.875,#|#|#|#|#,8.215|#,0.1|#| THEN  2 With Confidence=0.88235295 and Coverage=0.22058824
11:IF #|#|2.545,#|1.145,2.145|#|#|#,8.215|#|#,0.155| THEN  2 With Confidence=0.8787879 and Coverage=0.42647058
12:IF #|13.305,#|#|#|72.07,73.58|#|9.469999999999999,11.245000000000001|#|#| THEN  6 With Confidence=0.8333333 and Coverage=0.625
13:IF #|#|1.7850000000000001,#|#|#|#|#,8.215|#,0.195|#| THEN  2 With Confidence=0.8108108 and Coverage=0.44117647
14:IF #|#|1.7850000000000001,#|1.1549999999999998,2.145|#|#|#,8.315000000000001|#,0.14500000000000002|#| THEN  2 With Confidence=0.79545456 and Coverage=0.5147059
15:IF 1.517195,1.517985|#|#|#|#|#|#|#|#| THEN  1 With Confidence=0.775 and Coverage=0.4920635
16:IF #|#|2.545,#|1.165,2.1950000000000003|#|#|#,8.395|#,0.14500000000000002|#| THEN  2 With Confidence=0.7254902 and Coverage=0.5441176
17:IF #|#|2.335,#|#|#|#|#,8.395|#,0.14500000000000002|#| THEN  2 With Confidence=0.6909091 and Coverage=0.5588235
18:IF #|#|2.6950000000000003,#|#|#|#|#,8.42|#,0.32|#| THEN  2 With Confidence=0.68421054 and Coverage=0.5735294
19:IF #|#|2.785,3.865|#,1.4049999999999998|#|#|#|#|#| THEN  1 With Confidence=0.67901236 and Coverage=0.8730159
20:IF #|#|#|#|#|#|11.245000000000001,11.940000000000001|#|#| THEN  5 With Confidence=0.6666667 and Coverage=0.33333334
21:IF #|#|2.875,#|#|#|#|#,8.434999999999999|#,0.195|#| THEN  2 With Confidence=0.6451613 and Coverage=0.5882353
22:IF #|#|2.715,#|#,1.42|#|#|#|#|#| THEN  1 With Confidence=0.62637365 and Coverage=0.9047619
23:IF #|#|1.7850000000000001,#|1.165,2.145|#|#|#,8.629999999999999|#,0.195|#| THEN  2 With Confidence=0.5810811 and Coverage=0.63235295
24:IF #|13.715,#|#|1.4049999999999998,1.775|#|#|#|#|#| THEN  6 With Confidence=0.5714286 and Coverage=0.5
25:IF #|13.434999999999999,#|#,3.4050000000000002|#|#|#|#|#|#| THEN  7 With Confidence=0.54347825 and Coverage=0.96153843
26:IF #|#|#,2.8449999999999998|1.3250000000000002,1.875|#|#|#|#,0.14500000000000002|#| THEN  5 With Confidence=0.47058824 and Coverage=0.6666667
27:IF #|#,13.370000000000001|#|#|#|#|#|#|#| THEN  2 With Confidence=0.44761905 and Coverage=0.6911765

1:IF #|13.434999999999999,#|#|1.775,#|#|#|8.215,10.365|#|#| THEN  7 With Confidence=1.0 and Coverage=0.84615386
2:IF #|#|#,1.815|#|#|#|8.274999999999999,9.205|#|#| THEN  7 With Confidence=1.0 and Coverage=0.8076923
