1:IF #|41.5,47.5|#,84.5|#|#|#|#|#|#|#|#|316.0,#|#|#|#|#|#|#,190.5| THEN  bus With Confidence=1.0 and Coverage=0.37755102
2:IF #|#|#|#|#|3.5,7.5|#|#|#|#|173.5,#|#|#|#|#|#|#|#,190.5| THEN  bus With Confidence=1.0 and Coverage=0.24489796
3:IF #|#|#|#|#|#|#|#|#|#|174.5,#|#|#|#|#|#|#|#,189.5| THEN  bus With Confidence=1.0 and Coverage=0.23979592
4:IF #|#|#|#|#|#|#|42.5,#|#|158.5,#|#|#|#|#|#|#|#|#| THEN  van With Confidence=1.0 and Coverage=0.11173184
5:IF #|#|#|#|#|#|#|#|#|#|#|721.5,761.5|#|#|#|#|#|189.5,#| THEN  opel With Confidence=1.0 and Coverage=0.10471204
6:IF 109.5,#|#|#|#|#|#|#|#|#|#|#|571.5,721.5|#|#|#|#|#|#| THEN  saab With Confidence=1.0 and Coverage=0.06666667
7:IF #|#|#|#|#|#|#|#|#|#|#|#|#, 112|#|#|#|#|#| THEN  van With Confidence=1.0 and Coverage=0.016759777
8:IF #|#|#|#|#|8.5,#|#|42.5,#|#|#|#|#|#|#|#|#|#|189.5,#| THEN  van With Confidence=0.96703297 and Coverage=0.49162012
9:IF #|#|#|#|#|8.5,#|#|#|#|#|#,172.5|#|#|#|#|#|#|#| THEN  van With Confidence=0.962963 and Coverage=0.2905028
10:IF 106.5,#|#|#|#|#|#|#|#|#|#|#|387.5,721.5|#|65.5,74.5|#|#|#|#| THEN  saab With Confidence=0.94285715 and Coverage=0.16923077
11:IF #|#|#|#|#|#|#|#|#|#|#|198.5,214.5|#|#|#|#|#|#| THEN  van With Confidence=0.9411765 and Coverage=0.08938547
12:IF #|#|#|#|#|7.5,#|#|#|#|#|#|465.5,733.5|#|#,79.5|#|#|#|190.5,195.5| THEN  opel With Confidence=0.9310345 and Coverage=0.14136125
13:IF #|#|#|#|#|8.5,#|#|#|#|#|#|390.0,721.5|#|#|#|#|#|191.5,195.5| THEN  opel With Confidence=0.9285714 and Coverage=0.13612565
14:IF #|#|#|#|#|#|#|#|#|#|#|317.5,#|#|#|#|#|#|#,190.5| THEN  bus With Confidence=0.90909094 and Coverage=0.5102041
15:IF #|#|#|#|#|#|#|#|#|#|#|316.0,#|#|#|#|#|#|#,189.5| THEN  bus With Confidence=0.90909094 and Coverage=0.5102041
16:IF 91.5,102.5|#|#|#|#|#|208.5,#|29.5,#|#|162.5,#|184.5,242.0|#|#|#|#|#|#|#| THEN  opel With Confidence=0.8787879 and Coverage=0.15183246
17:IF #|#|62.5,73.5|#|#|#|142.5,#|#|#|#|#|#|#|#|#,12.5|#|#|#| THEN  bus With Confidence=0.87603307 and Coverage=0.5408163
18:IF 94.5,102.5|#|#|#|#|#|208.5,#|#|#|#|#|#|#|#|#|#|#|189.5,#| THEN  opel With Confidence=0.8684211 and Coverage=0.17277487
19:IF #|#|#|#|#|#|#|#|#|#|#|193.5,214.5|#|#|#|#|#|#| THEN  van With Confidence=0.8636364 and Coverage=0.10614525
20:IF #,102.5|#|#|#|#|#|206.5,#|#|#|#|#|#|#|#|#|#|#|191.5,#| THEN  opel With Confidence=0.85714287 and Coverage=0.18848167
21:IF #|#|61.5,73.5|#|#|#|143.5,#|#|#|#|#|#|#|#|#|#|#|#| THEN  bus With Confidence=0.8548387 and Coverage=0.5408163
22:IF #|#|#|#|#|8.5,#|#|#|#|#|#|390.0,761.5|#|#|#,12.5|#|#|191.5,196.5| THEN  opel With Confidence=0.84444445 and Coverage=0.19895288
23:IF #|#|53.5,56.0|#|#|#|#|#|#|#|#|#|#|#|#|#|#|#| THEN  saab With Confidence=0.8333333 and Coverage=0.025641026
24:IF 105.5,#|#|95.5,#|#|#|8.5,#|#|#|#|#|#|570.5,712.5|#|#|#|#|#|#| THEN  saab With Confidence=0.8269231 and Coverage=0.22051282
25:IF 105.5,#|#|#|#|#|#|#|#|#|#|#|571.5,721.5|#|#|#|#|#|196.5,#| THEN  saab With Confidence=0.8148148 and Coverage=0.22564103
26:IF #|#|#|#|#|7.5,#|#|41.5,#|#|#|#|#|#|#|#|#|#|190.5,#| THEN  van With Confidence=0.7972973 and Coverage=0.6592179
27:IF 104.5,#|#|#|#|#|#|#|#|#|#|#|571.5,721.5|#|#|#|#|#|196.5,#| THEN  saab With Confidence=0.7903226 and Coverage=0.25128207
28:IF #|#|#|#|#|#|#|#|#|#|#|#|#|#|20.5,#|#|#|#| THEN  saab With Confidence=0.7777778 and Coverage=0.035897437
29:IF 94.5,105.5|#|#|#|#|#|#|#|#|164.5,#|#|#|#|#,78.5|#,12.5|#|#|#| THEN  opel With Confidence=0.7758621 and Coverage=0.2356021
30:IF 102.5,#|#|#|#|#|#|#|#|#|#|#|571.5,721.5|#|#|#|#|#|196.5,#| THEN  saab With Confidence=0.7692308 and Coverage=0.30769232
31:IF #,105.5|#|#|#|#|#|208.5,#|#|#|#|#|#|#|#|#,14.5|#|#|190.5,#| THEN  opel With Confidence=0.7647059 and Coverage=0.2722513
32:IF 100.5,#|#|92.5,#|#|#|#|#|#|#|#|#|571.5,721.5|#|#|#|#|#|196.5,#| THEN  saab With Confidence=0.752809 and Coverage=0.34358975
33:IF #|#|#|#|#|#,7.5|#|#|#|#|#|302.5,#|#|#|#|#|#|#| THEN  bus With Confidence=0.7522124 and Coverage=0.86734694
34:IF #,104.5|#|#|#|#|7.5,#|#|#|#|160.5,#|184.5,242.0|#|#|#,78.5|#,12.5|#|#|#| THEN  opel With Confidence=0.75 and Coverage=0.2827225
35:IF #|#|#|#|#|7.5,#|#|#|#|#|#,173.5|#|#|#|#|#|#|#| THEN  van With Confidence=0.7364341 and Coverage=0.53072625
36:IF 104.5,#|#|#|#|#|#|#|#|#|#|#|#|#|#|#|#|#|196.5,#| THEN  saab With Confidence=0.7352941 and Coverage=0.25641027
37:IF 100.5,#|#|92.5,#|#|#|8.5,#|#|#|#|#|#|392.0,721.5|#|#|#|#|#|196.5,#| THEN  saab With Confidence=0.7244898 and Coverage=0.36410257
38:IF #|#|#|#|#|#|#|#|#|#|#|#|#|#,61.5|#|#|#|#| THEN  saab With Confidence=0.71428573 and Coverage=0.051282052
39:IF #|#|97.0,#|#|#|8.5,#|#|#|#|#|#|387.5,721.5|#|#|#|#|#|196.5,#| THEN  saab With Confidence=0.7027027 and Coverage=0.4
40:IF #|#|97.0,#|#|#|#|#|#|#|#|#|387.5,721.5|#|#|#|#|#|196.5,#| THEN  saab With Confidence=0.69911504 and Coverage=0.4051282
41:IF 94.5,105.5|#|#|#|#|7.5,#|#|#|#|160.5,#|184.5,242.0|#|#|#|#|#|#|#| THEN  opel With Confidence=0.68817204 and Coverage=0.33507854
42:IF #|#|95.5,#|#|#|8.5,#|#|#|#|#|#|417.5,721.5|#|#|#|#|#|196.5,#| THEN  saab With Confidence=0.6803279 and Coverage=0.42564103
43:IF #|#|93.5,#|#|#|8.5,#|#|#|#|#|#|417.5,721.5|#|#|#|#|#|196.5,#| THEN  saab With Confidence=0.67460316 and Coverage=0.43589744
