5.4, 3.4, 1.7, 0.2, Iris-setosa
5.1, 3.8, 1.9, 0.4, Iris-setosa
5.6, 2.9, 3.6, 1.3, Iris-versicolor
5.7, 2.6, 3.5, 1.0, Iris-versicolor
5.0, 2.3, 3.3, 1.0, Iris-versicolor
5.1, 2.5, 3.0, 1.1, Iris-versicolor
6.5, 3.0, 5.8, 2.2, Iris-virginica
7.7, 2.6, 6.9, 2.3, Iris-virginica
7.7, 2.8, 6.7, 2.0, Iris-virginica
7.7, 3.0, 6.1, 2.3, Iris-virginica
6.7, 3.1, 5.6, 2.4, Iris-virginica
4.8, 3.0, 1.4, 0.1, Iris-setosa
5.2, 2.7, 3.9, 1.4, Iris-versicolor
5.2, 3.4, 1.4, 0.2, Iris-setosa
5.4, 3.4, 1.5, 0.4, Iris-setosa

