4.5, 2.3, 1.3, 0.3, Iris-setosa
5.6, 3.0, 4.5, 1.5, Iris-versicolor
6.7, 3.0, 5.0, 1.7, Iris-versicolor
5.4, 3.0, 4.5, 1.5, Iris-versicolor
5.6, 2.8, 4.9, 2.0, Iris-virginica
5.8, 2.7, 5.1, 1.9, Iris-virginica
6.7, 3.0, 5.2, 2.3, Iris-virginica
5.4, 3.9, 1.7, 0.4, Iris-setosa
4.4, 2.9, 1.4, 0.2, Iris-setosa
5.4, 3.9, 1.3, 0.4, Iris-setosa
6.3, 3.3, 4.7, 1.6, Iris-versicolor
6.1, 2.9, 4.7, 1.4, Iris-versicolor
5.7, 2.5, 5.0, 2.0, Iris-virginica
6.5, 3.0, 5.5, 1.8, Iris-virginica
4.9, 3.1, 1.5, 0.1, Iris-setosa

