4.9, 3.1, 1.5, 0.1, Iris-setosa
5.0, 3.3, 1.4, 0.2, Iris-setosa
5.5, 2.3, 4.0, 1.3, Iris-versicolor
5.8, 2.7, 4.1, 1.0, Iris-versicolor
6.4, 2.9, 4.3, 1.3, Iris-versicolor
6.0, 2.7, 5.1, 1.6, Iris-versicolor
6.0, 3.4, 4.5, 1.6, Iris-versicolor
7.2, 3.2, 6.0, 1.8, Iris-virginica
7.4, 2.8, 6.1, 1.9, Iris-virginica
6.3, 2.5, 5.0, 1.9, Iris-virginica
6.2, 3.4, 5.4, 2.3, Iris-virginica
5.1, 3.5, 1.4, 0.2, Iris-setosa
4.9, 3.0, 1.4, 0.2, Iris-setosa
5.0, 3.4, 1.5, 0.2, Iris-setosa
6.5, 3.2, 5.1, 2.0, Iris-virginica

