1:IF #|#|#,3.415|#,1.775|#|#, 0.0|#,10.365|#|#| THEN  6 With Confidence=1.0 and Coverage=0.875
2:IF #|#,13.54|#|1.3650000000000002,#|#|#|9.135000000000002,#|#|#,0.11499999999999999| THEN  5 With Confidence=1.0 and Coverage=0.5833333
3:IF #,1.517945|#|#|#|#|#, 0.0|8.215,10.115|#|#| THEN  7 With Confidence=1.0 and Coverage=0.53846157
4:IF #|#,13.57|#|1.39,1.5950000000000002|#|#|9.100000000000001,#|#|#| THEN  5 With Confidence=1.0 and Coverage=0.41666666
5:IF #|#|#|2.95,#|#|#|#|#|#| THEN  5 With Confidence=1.0 and Coverage=0.25
6:IF #|#|3.295,#|1.3650000000000002,#|#|0.535,0.605|8.57,9.035|#|#| THEN  3 With Confidence=1.0 and Coverage=0.2
7:IF #|#|#|1.4049999999999998,1.5350000000000001|#|#|#,8.405000000000001|#|#| THEN  2 With Confidence=1.0 and Coverage=0.19117647
8:IF 1.516355,1.516665|#|#|#|#|0.485,0.525|#|#|#| THEN  3 With Confidence=1.0 and Coverage=0.13333334
9:IF 1.51724,1.517965|#|#|#|#|0.035,0.165|#|#|#| THEN  3 With Confidence=1.0 and Coverage=0.13333334
10:IF #|#|#|#|#|#|12.870000000000001,#|#|#| THEN  2 With Confidence=1.0 and Coverage=0.0882353
11:IF #|14.195,14.205|#|#|#|#|#|#|#| THEN  7 With Confidence=1.0 and Coverage=0.03846154
12:IF #|14.195,#|#,3.355|1.665,#|#|#|#|#|#| THEN  7 With Confidence=0.94736844 and Coverage=0.6923077
13:IF 1.51715,1.5178150000000001|#|#|#|#|0.27,1.72|#|#|#| THEN  1 With Confidence=0.9230769 and Coverage=0.3809524
14:IF #|14.115,#|#|1.625,#|#|#|#|#|#,0.11499999999999999| THEN  7 With Confidence=0.90909094 and Coverage=0.7692308
15:IF 1.517195,1.5180950000000002|#|#|0.85,1.4049999999999998|#|0.385,#|#|#|#| THEN  1 With Confidence=0.9032258 and Coverage=0.44444445
16:IF #|#,13.85|#|1.4049999999999998,1.6150000000000002|#|#|#,8.215|#|#| THEN  2 With Confidence=0.9 and Coverage=0.2647059
17:IF 1.51715,1.517985|#|#|#|#|0.385,#|#|#|#| THEN  1 With Confidence=0.88235295 and Coverage=0.47619048
18:IF #|#|3.865,#|#|#|#|#|#|#| THEN  2 With Confidence=0.875 and Coverage=0.10294118
19:IF 1.515895,1.5217450000000001|#|#|#|#|#|10.935,#|#|#| THEN  5 With Confidence=0.85714287 and Coverage=0.5
20:IF #|13.425,#|#,3.295|1.645,#|#|#|#|#|#,0.155| THEN  7 With Confidence=0.8518519 and Coverage=0.88461536
21:IF #|13.425,#|#,3.295|1.645,#|#|#|#|#|#| THEN  7 With Confidence=0.8214286 and Coverage=0.88461536
22:IF #|#,13.54|#|1.3650000000000002,#|#|#|9.135000000000002,#|#|#| THEN  5 With Confidence=0.8181818 and Coverage=0.75
23:IF #|#,13.504999999999999|3.295,#|#|#|#|#,8.235|#|#| THEN  2 With Confidence=0.8181818 and Coverage=0.3970588
24:IF #|#,13.85|#|1.4049999999999998,1.6150000000000002|#|#|#,10.365|#|#| THEN  2 With Confidence=0.8181818 and Coverage=0.3970588
25:IF #|#|3.3449999999999998,#|#|#|#|#,8.215|#|#| THEN  2 With Confidence=0.8108108 and Coverage=0.44117647
26:IF #,1.516575|#|#|#|#|0.555,0.595|#|#|#| THEN  3 With Confidence=0.75 and Coverage=0.2
27:IF 1.517335,#|#|3.295,#|#|#|#|#|#|#,0.11499999999999999| THEN  1 With Confidence=0.7457627 and Coverage=0.6984127
28:IF #|13.67,#|#,3.3449999999999998|#|#|#|#,10.365|#|#| THEN  7 With Confidence=0.72727275 and Coverage=0.9230769
29:IF #|#,13.85|#|#|#|#|7.6850000000000005,8.434999999999999|#|#| THEN  2 With Confidence=0.67241377 and Coverage=0.5735294
30:IF #|#|#|1.4049999999999998,1.75|#|#|#|#|#| THEN  2 With Confidence=0.6415094 and Coverage=0.5
31:IF 1.517335,#|#|#|#|#|#|#,10.365|#|#| THEN  1 With Confidence=0.57575756 and Coverage=0.9047619

1:IF #|12.645,13.495000000000001|#,2.335|#|#|#|#|#|#| THEN  5 With Confidence=1.0 and Coverage=0.75
2:IF 1.515615,1.51715|#|2.545,3.745|1.2650000000000001,1.39|#|#|#|#|#| THEN  3 With Confidence=1.0 and Coverage=0.33333334
3:IF 1.517335,1.517945|#|#|#|#|#,0.385|#|#|#| THEN  3 With Confidence=1.0 and Coverage=0.13333334
4:IF 1.517005,1.517985|#|#|#|#|#|8.785,8.82|#|#| THEN  3 With Confidence=1.0 and Coverage=0.13333334
5:IF 1.523895,#|#|#|#|#|#|#|#|#| THEN  2 With Confidence=1.0 and Coverage=0.10294118
6:IF #|#|#|1.775,#|#|#,0.275|#|#|#| THEN  7 With Confidence=0.95238096 and Coverage=0.7692308
7:IF 1.517005,1.517985|#|#|#,1.5|#|0.475,0.685|#|#|#| THEN  1 With Confidence=0.93939394 and Coverage=0.4920635
8:IF 1.515615,1.5173100000000002|#|#|#|#|#|7.845000000000001,8.274999999999999|#|#| THEN  2 With Confidence=0.9354839 and Coverage=0.42647058
9:IF #|13.03,#|#,3.3449999999999998|1.7,#|#|#|#,10.075|#|#| THEN  7 With Confidence=0.9230769 and Coverage=0.9230769
10:IF #|#|#|1.42,1.4849999999999999|#|#|#|#|#| THEN  2 With Confidence=0.9230769 and Coverage=0.1764706
11:IF #|12.555,13.54|#,2.335|#|#|#|#|#|#| THEN  5 With Confidence=0.90909094 and Coverage=0.8333333
12:IF 1.517335,1.517785|#|#|#|#|#|#|#|#| THEN  1 With Confidence=0.8888889 and Coverage=0.3809524
13:IF 1.5156800000000001,1.5173100000000002|#|#|#|#|#|7.845000000000001,8.395|#|#| THEN  2 With Confidence=0.88235295 and Coverage=0.44117647
14:IF #|#|#|1.42,2.145|#|0.275,0.745|#,10.835|#|#| THEN  2 With Confidence=0.8 and Coverage=0.5294118
15:IF 1.5156800000000001,1.5173100000000002|#|2.6950000000000003,#|#|#|#|#|#|#| THEN  2 With Confidence=0.7659575 and Coverage=0.5294118
16:IF #|#|3.4050000000000002,3.745|#,1.42|#|#|#|#, 0.0|#| THEN  1 With Confidence=0.76363635 and Coverage=0.6666667
17:IF #|#|#|#,1.665|#|#, 0.0|#|#|#| THEN  6 With Confidence=0.7 and Coverage=0.875
18:IF #|#,13.495000000000001|#,2.26|#|#|#|#|#|#| THEN  5 With Confidence=0.6875 and Coverage=0.9166667
19:IF #|#|2.785,#|#|#|#|7.845000000000001,8.46|#|#| THEN  2 With Confidence=0.6666667 and Coverage=0.5882353
20:IF 1.5165899999999999,1.523895|#|#|#,1.39|#|#|#|#|#| THEN  1 With Confidence=0.64285713 and Coverage=0.85714287

1:IF #|#|#|#|#|#|#|0.335,1.955|#| THEN  7 With Confidence=1.0 and Coverage=0.84615386
2:IF #|#,13.74|#,1.9849999999999999|1.4049999999999998,#|#|0.315,#|#|#,1.955|#| THEN  5 With Confidence=1.0 and Coverage=0.8333333
3:IF #|#|#|0.85,1.75|#|#, 0.0|#|#|#| THEN  6 With Confidence=1.0 and Coverage=0.625
4:IF 1.517195,#|#|3.435,3.5949999999999998|0.76,1.75|#|#|#|#|#| THEN  1 With Confidence=1.0 and Coverage=0.36507937
5:IF 1.517335,1.517685|#|#|#|#|#|6.79,8.684999999999999|#|#| THEN  1 With Confidence=1.0 and Coverage=0.3015873
6:IF 1.51599,1.516715|#|3.225,#|#|#|#|8.305,8.46|#|#| THEN  3 With Confidence=1.0 and Coverage=0.26666668
7:IF #|#|#|2.95,#|#|#|#|#|#| THEN  5 With Confidence=1.0 and Coverage=0.25
8:IF #|#|#|1.4049999999999998,1.5350000000000001|#|#|6.79,8.41|#|#| THEN  2 With Confidence=1.0 and Coverage=0.22058824
9:IF 1.516035,1.5165250000000001|#|#|#|#|0.555,0.595|#|#|#| THEN  3 With Confidence=1.0 and Coverage=0.2
10:IF #|#|#|#|#|#|12.9,#|#|#| THEN  2 With Confidence=1.0 and Coverage=0.0882353
11:IF #|#|3.355,3.365|#|#|#|#|#|#| THEN  3 With Confidence=1.0 and Coverage=0.06666667
12:IF 1.517285,#|#|3.415,3.5949999999999998|#|#|#|#|#|#| THEN  1 With Confidence=0.96 and Coverage=0.3809524
13:IF #|#|1.76,#|1.4049999999999998,1.5550000000000002|#|#|6.79,8.395|#|#| THEN  2 With Confidence=0.95238096 and Coverage=0.29411766
14:IF #|#|#|#|#|#|#|0.335,#|#| THEN  7 With Confidence=0.92 and Coverage=0.88461536
15:IF #|#,13.74|#,1.9849999999999999|#|#|0.315,#|#|#,0.335|#| THEN  5 With Confidence=0.9166667 and Coverage=0.9166667
16:IF #|#|1.76,#|1.4049999999999998,#|#|#|6.79,8.34|#|#| THEN  2 With Confidence=0.9166667 and Coverage=0.4852941
17:IF #|#|#|1.42,1.4849999999999999|#|#|#|#|#| THEN  2 With Confidence=0.9166667 and Coverage=0.16176471
18:IF #|#|2.8,#|1.4049999999999998,#|#|#|6.5600000000000005,8.395|#|#| THEN  2 With Confidence=0.8947368 and Coverage=0.5
19:IF #|14.065,#|#|#|72.3,#|#|#|#, 0.0|#| THEN  6 With Confidence=0.875 and Coverage=0.875
20:IF 1.51607,1.516715|#|3.225,#|#|#|#|8.305,10.835|#|#| THEN  3 With Confidence=0.875 and Coverage=0.46666667
21:IF #|#|2.1399999999999997,#|1.225,#|#|#|6.5600000000000005,8.29|#|#| THEN  2 With Confidence=0.84090906 and Coverage=0.5441176
22:IF #,1.51917|#|1.9849999999999999,#|1.225,#|#|#|7.02,8.34|#|#| THEN  2 With Confidence=0.82978725 and Coverage=0.5735294
23:IF #|#|2.26,#|1.4049999999999998,#|#|#|#|#,0.335|#| THEN  2 With Confidence=0.8 and Coverage=0.5882353
24:IF #|#|#|#|#|#|7.6850000000000005,8.215|#|#| THEN  2 With Confidence=0.7948718 and Coverage=0.45588234
25:IF 1.517335,1.518375|#|#|#|72.59,#|#|#|#|#| THEN  1 With Confidence=0.7804878 and Coverage=0.50793654
26:IF #|#|1.9849999999999999,#|1.4049999999999998,#|#|#|6.79,#|#|#| THEN  2 With Confidence=0.7592593 and Coverage=0.60294116
27:IF #,1.51917|#|2.1950000000000003,#|1.225,#|#|#|7.02,8.485|#|#| THEN  2 With Confidence=0.7368421 and Coverage=0.61764705
28:IF #|#|3.415,#|#|#|#|8.385000000000002,11.465|#|#| THEN  1 With Confidence=0.7241379 and Coverage=0.6666667
