S, O, 1, 3, 1, 1, 2, 1, 0, 0, 0, D
S, X, 2, 2, 1, 1, 2, 1, 0, 0, 0, H
X, O, 1, 3, 1, 1, 2, 1, 0, 0, 0, B
S, X, 1, 2, 1, 1, 1, 1, 0, 0, 0, H
S, O, 1, 2, 1, 2, 2, 1, 0, 0, 0, E
S, X, 1, 3, 1, 1, 2, 1, 1, 0, 0, H
R, I, 1, 3, 1, 1, 2, 1, 0, 0, 0, C
A, I, 2, 2, 1, 2, 2, 1, 1, 0, 1, F
R, O, 1, 2, 1, 1, 2, 1, 0, 0, 0, D
S, X, 1, 1, 1, 1, 2, 1, 0, 0, 0, H
S, X, 1, 2, 1, 2, 2, 1, 0, 0, 0, H
S, X, 1, 2, 1, 1, 1, 1, 0, 0, 0, H
X, O, 1, 3, 1, 1, 2, 1, 0, 0, 0, B
A, O, 1, 3, 1, 2, 2, 1, 0, 0, 0, C
R, O, 1, 2, 1, 2, 2, 1, 0, 0, 0, C
R, X, 1, 2, 1, 2, 1, 1, 0, 0, 0, H
A, I, 1, 2, 1, 1, 2, 1, 0, 0, 0, D
S, X, 1, 1, 1, 1, 2, 1, 0, 0, 0, H
R, X, 1, 2, 1, 1, 2, 1, 0, 0, 0, H
H, O, 2, 2, 1, 2, 2, 1, 1, 0, 0, E
X, O, 2, 2, 1, 2, 2, 1, 2, 0, 0, B
S, X, 1, 3, 1, 2, 1, 1, 0, 0, 0, H
S, X, 1, 3, 1, 2, 1, 1, 0, 0, 0, H
R, I, 1, 3, 1, 1, 2, 1, 0, 0, 0, D
S, I, 1, 3, 1, 1, 2, 1, 1, 0, 0, D
S, O, 1, 3, 1, 2, 2, 1, 0, 0, 0, D
S, X, 1, 3, 1, 1, 1, 1, 0, 0, 0, H
R, O, 1, 3, 1, 1, 2, 1, 5, 0, 0, C
X, O, 1, 3, 1, 1, 2, 1, 0, 0, 0, B
R, O, 1, 3, 1, 1, 2, 1, 0, 0, 0, D
R, O, 1, 2, 1, 1, 2, 1, 0, 0, 0, C
A, I, 2, 2, 1, 2, 2, 1, 2, 0, 0, F
X, O, 1, 2, 1, 1, 2, 1, 0, 0, 0, B
X, O, 1, 3, 1, 1, 2, 1, 0, 0, 0, B
X, O, 1, 2, 1, 1, 2, 1, 0, 0, 0, B
X, O, 1, 3, 1, 1, 2, 1, 0, 0, 0, B
S, O, 1, 3, 1, 1, 2, 1, 1, 0, 0, D
H, O, 1, 3, 1, 1, 2, 1, 1, 0, 0, C
X, O, 1, 1, 1, 1, 2, 1, 0, 0, 0, B
A, O, 2, 3, 1, 1, 2, 1, 0, 0, 0, D
K, I, 2, 3, 1, 2, 2, 2, 3, 0, 0, F
A, O, 1, 3, 1, 1, 2, 1, 0, 0, 0, D
S, X, 1, 3, 1, 1, 2, 1, 0, 0, 0, H
A, X, 1, 2, 1, 1, 2, 1, 0, 0, 0, H
R, O, 1, 3, 1, 1, 2, 1, 0, 0, 0, C
R, O, 1, 3, 1, 1, 2, 1, 0, 0, 0, D
X, O, 1, 3, 1, 1, 2, 1, 0, 0, 0, B
R, X, 1, 3, 1, 1, 2, 1, 0, 0, 0, H
R, X, 1, 2, 1, 1, 2, 1, 0, 0, 0, H
X, O, 1, 3, 1, 1, 2, 1, 0, 0, 0, B
R, O, 1, 1, 1, 1, 2, 1, 0, 0, 0, D
R, O, 1, 3, 1, 1, 2, 1, 0, 0, 0, C
A, O, 1, 3, 1, 2, 2, 1, 0, 0, 0, D
R, O, 1, 2, 1, 1, 2, 1, 0, 0, 0, C
A, O, 1, 2, 1, 2, 2, 1, 0, 0, 0, C
S, O, 2, 3, 1, 2, 2, 1, 1, 0, 0, D
S, X, 1, 2, 1, 2, 2, 1, 0, 0, 0, H
S, X, 1, 3, 1, 2, 2, 1, 0, 0, 0, H
