5.4, 3.4, 1.7, 0.2, Iris-setosa
5.1, 3.8, 1.9, 0.4, Iris-setosa
6.1, 2.8, 4.0, 1.3, Iris-versicolor
6.7, 3.1, 4.7, 1.5, Iris-versicolor
6.5, 3.0, 5.8, 2.2, Iris-virginica
7.7, 2.6, 6.9, 2.3, Iris-virginica
7.7, 2.8, 6.7, 2.0, Iris-virginica
6.5, 3.0, 5.2, 2.0, Iris-virginica
4.8, 3.0, 1.4, 0.1, Iris-setosa
6.5, 2.8, 4.6, 1.5, Iris-versicolor
5.2, 2.7, 3.9, 1.4, Iris-versicolor
6.8, 3.0, 5.5, 2.1, Iris-virginica
5.2, 3.4, 1.4, 0.2, Iris-setosa
5.4, 3.4, 1.5, 0.4, Iris-setosa
5.6, 3.0, 4.5, 1.5, Iris-versicolor

