0.004, 0.006, 0.015, 0.034, 0.031, 0.028, 0.04, 0.027, 0.032, 0.045, 0.049, 0.1, 0.142, 0.119, 0.063, 0.091, 0.118, 0.143, 0.122, 0.11, 0.185, 0.372, 0.438, 0.571, 0.665, 0.748, 0.765, 0.856, 0.972, 0.922, 0.75, 0.721, 0.776, 0.606, 0.502, 0.45, 0.395, 0.428, 0.443, 0.375, 0.197, 0.051, 0.079, 0.127, 0.153, 0.069, 0.04, 0.053, 0.023, 0.007, 0.006, 0.006, 0.012, 0.005, 0.006, 0.009, 0.004, 0.0, 0.005, 0.004, R
0.019, 0.061, 0.038, 0.077, 0.139, 0.081, 0.057, 0.022, 0.104, 0.119, 0.124, 0.16, 0.352, 0.448, 0.377, 0.576, 0.643, 0.679, 0.716, 0.547, 0.54, 0.636, 0.785, 0.776, 0.578, 0.486, 0.418, 0.246, 0.072, 0.061, 0.182, 0.449, 0.598, 0.378, 0.25, 0.577, 0.885, 0.841, 0.357, 0.313, 0.61, 0.638, 0.271, 0.142, 0.126, 0.129, 0.079, 0.083, 0.052, 0.022, 0.036, 0.033, 0.013, 0.012, 0.011, 0.002, 0.004, 0.004, 0.011, 0.008, R
0.024, 0.022, 0.032, 0.057, 0.033, 0.051, 0.09, 0.071, 0.057, 0.039, 0.193, 0.243, 0.291, 0.261, 0.381, 0.5, 0.302, 0.366, 0.679, 0.731, 0.505, 0.444, 0.699, 0.813, 0.778, 0.894, 0.893, 0.891, 0.861, 0.806, 0.554, 0.245, 0.346, 0.162, 0.247, 0.556, 0.468, 0.098, 0.158, 0.075, 0.332, 0.374, 0.267, 0.108, 0.142, 0.169, 0.074, 0.063, 0.014, 0.023, 0.006, 0.016, 0.015, 0.009, 0.011, 0.009, 0.005, 0.002, 0.007, 0.002, R
0.031, 0.049, 0.069, 0.083, 0.008, 0.02, 0.098, 0.102, 0.202, 0.077, 0.177, 0.256, 0.281, 0.272, 0.323, 0.346, 0.54, 0.791, 0.906, 0.87, 0.767, 0.296, 0.415, 0.604, 0.318, 0.348, 0.616, 0.805, 0.629, 0.5, 0.583, 0.666, 0.412, 0.126, 0.249, 0.468, 0.538, 0.315, 0.214, 0.185, 0.168, 0.233, 0.102, 0.071, 0.062, 0.078, 0.076, 0.084, 0.059, 0.007, 0.009, 0.009, 0.003, 0.013, 0.019, 0.01, 0.023, 0.018, 0.005, 0.004, R
0.021, 0.013, 0.053, 0.057, 0.065, 0.143, 0.134, 0.204, 0.157, 0.157, 0.233, 0.178, 0.151, 0.192, 0.206, 0.231, 0.236, 0.13, 0.381, 0.586, 0.45, 0.488, 1.0, 0.868, 0.472, 0.534, 0.62, 0.714, 0.56, 0.373, 0.248, 0.192, 0.139, 0.332, 0.288, 0.323, 0.261, 0.204, 0.24, 0.132, 0.068, 0.033, 0.072, 0.098, 0.079, 0.052, 0.05, 0.023, 0.022, 0.014, 0.031, 0.039, 0.015, 0.002, 0.01, 0.01, 0.008, 0.018, 0.011, 0.007, R
0.022, 0.034, 0.039, 0.024, 0.108, 0.116, 0.14, 0.101, 0.115, 0.178, 0.408, 0.411, 0.397, 0.508, 0.651, 0.807, 0.982, 1.0, 0.941, 0.845, 0.811, 0.846, 0.621, 0.582, 0.774, 0.82, 0.56, 0.299, 0.501, 0.663, 0.575, 0.406, 0.375, 0.348, 0.158, 0.142, 0.213, 0.187, 0.1, 0.24, 0.224, 0.203, 0.071, 0.161, 0.167, 0.17, 0.183, 0.14, 0.051, 0.022, 0.01, 0.003, 0.01, 0.008, 0.008, 0.009, 0.003, 0.003, 0.001, 0.007, R
0.024, 0.029, 0.075, 0.052, 0.023, 0.083, 0.068, 0.2, 0.288, 0.367, 0.297, 0.084, 0.191, 0.504, 0.635, 0.68, 0.75, 0.66, 0.451, 0.296, 0.402, 0.679, 0.83, 1.0, 0.824, 0.712, 0.773, 0.612, 0.494, 0.565, 0.491, 0.182, 0.181, 0.111, 0.46, 0.665, 0.642, 0.217, 0.195, 0.495, 0.492, 0.404, 0.24, 0.139, 0.178, 0.195, 0.172, 0.152, 0.093, 0.018, 0.024, 0.008, 0.004, 0.01, 0.01, 0.003, 0.013, 0.007, 0.011, 0.009, R
0.025, 0.081, 0.051, 0.024, 0.172, 0.382, 0.373, 0.358, 0.343, 0.22, 0.265, 0.322, 0.558, 0.692, 0.794, 0.715, 0.351, 0.201, 0.268, 0.43, 0.528, 0.349, 0.143, 0.545, 0.634, 0.771, 0.684, 0.802, 0.807, 0.831, 0.779, 0.505, 0.141, 0.277, 0.508, 0.479, 0.136, 0.23, 0.279, 0.383, 0.293, 0.116, 0.17, 0.129, 0.091, 0.08, 0.057, 0.02, 0.011, 0.015, 0.008, 0.018, 0.007, 0.008, 0.004, 0.012, 0.003, 0.004, 0.008, 0.005, R
0.018, 0.015, 0.003, 0.014, 0.042, 0.047, 0.036, 0.074, 0.14, 0.104, 0.09, 0.067, 0.1, 0.106, 0.035, 0.123, 0.163, 0.365, 0.326, 0.3, 0.211, 0.21, 0.208, 0.228, 0.075, 0.197, 0.409, 0.638, 0.797, 0.751, 0.552, 0.221, 0.467, 0.448, 0.23, 0.324, 0.448, 0.558, 0.652, 0.535, 0.248, 0.227, 0.179, 0.09, 0.054, 0.037, 0.099, 0.096, 0.032, 0.014, 0.008, 0.022, 0.026, 0.014, 0.023, 0.004, 0.002, 0.005, 0.009, 0.008, R
0.031, 0.052, 0.065, 0.052, 0.061, 0.058, 0.066, 0.066, 0.146, 0.279, 0.388, 0.499, 0.498, 0.497, 0.561, 0.734, 0.823, 0.917, 0.998, 0.991, 0.824, 0.65, 0.598, 0.486, 0.315, 0.154, 0.099, 0.028, 0.101, 0.264, 0.269, 0.293, 0.292, 0.4, 0.366, 0.317, 0.461, 0.437, 0.182, 0.338, 0.62, 0.445, 0.186, 0.142, 0.059, 0.058, 0.067, 0.027, 0.024, 0.019, 0.006, 0.032, 0.019, 0.014, 0.028, 0.015, 0.005, 0.012, 0.012, 0.006, M
