R, X, 1, 3, 1, 2, 2, 1, 0, 0, 0, H
H, I, 1, 3, 1, 2, 2, 1, 3, 0, 0, E
X, O, 1, 2, 1, 1, 2, 1, 0, 0, 0, B
X, O, 1, 3, 1, 1, 2, 1, 0, 0, 0, B
R, X, 2, 2, 1, 2, 2, 1, 0, 0, 0, H
S, O, 1, 3, 1, 1, 2, 1, 0, 0, 0, C
S, X, 1, 3, 1, 2, 1, 1, 0, 0, 0, H
R, O, 1, 3, 1, 1, 2, 1, 0, 0, 0, C
S, X, 1, 1, 1, 1, 2, 1, 0, 0, 0, H
S, X, 1, 2, 1, 1, 2, 1, 1, 0, 0, H
X, O, 1, 1, 1, 2, 2, 1, 0, 0, 0, B
S, O, 1, 2, 1, 1, 2, 1, 0, 0, 0, C
S, O, 1, 3, 1, 1, 2, 1, 0, 0, 0, C
S, X, 1, 2, 1, 1, 2, 1, 0, 0, 0, H
R, O, 1, 3, 1, 1, 2, 1, 0, 0, 0, C
S, X, 1, 1, 1, 1, 2, 1, 0, 0, 0, H
S, X, 1, 1, 1, 1, 2, 1, 0, 0, 0, H
S, O, 1, 2, 1, 2, 2, 1, 0, 0, 0, C
X, O, 1, 3, 1, 1, 2, 1, 0, 0, 0, B
A, I, 1, 3, 1, 2, 2, 1, 0, 0, 0, D
S, I, 1, 3, 1, 1, 2, 1, 0, 0, 0, E
S, I, 1, 3, 1, 1, 2, 1, 0, 0, 0, D
K, C, 2, 2, 2, 2, 2, 2, 4, 0, 0, E
A, O, 2, 2, 1, 2, 2, 1, 0, 0, 0, E
A, O, 1, 3, 1, 1, 2, 1, 0, 0, 0, D
A, X, 1, 2, 1, 1, 1, 1, 0, 0, 0, H
A, O, 1, 2, 1, 1, 2, 1, 0, 0, 0, D
S, X, 1, 3, 1, 1, 1, 1, 0, 0, 0, H
R, O, 1, 3, 1, 1, 2, 1, 1, 0, 0, C
R, X, 1, 2, 1, 1, 2, 1, 0, 0, 0, H
X, O, 1, 3, 1, 1, 2, 1, 0, 0, 0, B
A, O, 1, 3, 1, 1, 2, 1, 1, 0, 0, D
S, X, 1, 2, 1, 1, 1, 1, 0, 0, 0, H
