1:IF #|#, 1|#|#|#|#|#|#,3.5|#| THEN  2 With Confidence=0.9970238 and Coverage=0.839599
2:IF #|#,3.5|#|#|#|#,2.5|#|#|#| THEN  2 With Confidence=0.9945504 and Coverage=0.914787
3:IF #|#|#|#|#|5.5,#|#|#|#| THEN  4 With Confidence=0.96202534 and Coverage=0.7069768
4:IF #|#|4.5,#|#|#|#|#|#|#| THEN  4 With Confidence=0.9570552 and Coverage=0.7255814
5:IF #|3.5,#|#|#|#|#|#|#|#| THEN  4 With Confidence=0.95238096 and Coverage=0.8372093
6:IF #|#|2.5,#|#|#|2.5,#|#|#|#| THEN  4 With Confidence=0.94974875 and Coverage=0.87906975
7:IF #|#,8.5|#|#|#|#,5.5|#|#|#| THEN  2 With Confidence=0.90553 and Coverage=0.9849624

1:IF #|#,3.5|#|#|#|#, 1|#|#|#| THEN  2 With Confidence=0.9971182 and Coverage=0.8671679
2:IF #|4.5,#|#|1.5,#|#|#|#|#|#| THEN  4 With Confidence=0.99319726 and Coverage=0.67906976
3:IF #|4.5,#|#|#|#|#|#|#|#| THEN  4 With Confidence=0.9870968 and Coverage=0.7116279
4:IF #|#|4.5,#|#|#|#|#|#|#| THEN  4 With Confidence=0.962963 and Coverage=0.7255814
5:IF #|3.5,#|2.5,#|#|#|2.5,#|#|#|#| THEN  4 With Confidence=0.9580838 and Coverage=0.74418604
6:IF #|3.5,#|#|#|2.5,#|#|#|#|#| THEN  4 With Confidence=0.9548023 and Coverage=0.7860465
7:IF #|#|2.5,#|#|#|2.5,#|#|#|#| THEN  4 With Confidence=0.94871795 and Coverage=0.8604651
8:IF #|#,8.5|#|#|#|#,5.5|#|#|#| THEN  2 With Confidence=0.91415316 and Coverage=0.98746866

1:IF #|#|#|#|#,3.5|#, 1|#|#|#| THEN  2 With Confidence=1.0 and Coverage=0.85213035
2:IF #|#,4.5|#|#|#,2.5|#,4.5|#|#|#| THEN  2 With Confidence=0.99715906 and Coverage=0.87969923
3:IF #|#,3.5|#|#|#|#, 1|#|#|#| THEN  2 With Confidence=0.99710983 and Coverage=0.86466163
4:IF #|#|2.5,#|#|#|4.5,#|#|#|#| THEN  4 With Confidence=0.964497 and Coverage=0.75813955
5:IF #|#|4.5,#|#|#|#|#|#|#| THEN  4 With Confidence=0.9578313 and Coverage=0.73953485
6:IF #|#|#|#|2.5,#|#|2.5,#|#|#| THEN  4 With Confidence=0.923445 and Coverage=0.89767444
7:IF #|#|#,4.5|#|#|#|#|#|#| THEN  2 With Confidence=0.875 and Coverage=0.98245615

1:IF #|#,3.5|#|#|#|#, 1|#|#|#| THEN  2 With Confidence=0.997093 and Coverage=0.8596491
2:IF #|#|#|#|#|5.5,#|#|#|#| THEN  4 With Confidence=0.96202534 and Coverage=0.7037037
3:IF #|#|2.5,#|#|#|2.5,#|#|#|#| THEN  4 With Confidence=0.9492386 and Coverage=0.8657407
4:IF #|3.5,#|#|#|#|#|#|#|#| THEN  4 With Confidence=0.94736844 and Coverage=0.8333333
5:IF #|#|#,4.5|#|#|#,6.5|#|#|#| THEN  2 With Confidence=0.9440389 and Coverage=0.97243106

1:IF #|#,3.5|#|#|#|#, 1|#|#|#| THEN  2 With Confidence=1.0 and Coverage=0.865
2:IF #|#|4.5,#|#|#| 10,#|#|#|#| THEN  4 With Confidence=1.0 and Coverage=0.39534885
3:IF #|#|#, 1|#|#|#|#|#|#| THEN  2 With Confidence=0.9936306 and Coverage=0.78
4:IF #|#|3.5,#|#|#| 10,#|#|#|#| THEN  4 With Confidence=0.9897959 and Coverage=0.4511628
5:IF #|#|4.5,#|1.5,#|#|2.5,#|#|#|#| THEN  4 With Confidence=0.98507464 and Coverage=0.6139535
6:IF #|4.5,#|#|#|#|4.5,#|#|#|#| THEN  4 With Confidence=0.9831933 and Coverage=0.54418606
7:IF #|#|4.5,#|#|#|#|#|#|#| THEN  4 With Confidence=0.9631902 and Coverage=0.73023254
