1:IF #|0100|#|#|#|#|#|#|#|#|#| THEN  H With Confidence=1.0 and Coverage=1.0
2:IF 000100|#|#|#|#|#|#|#|#|#|#| THEN  B With Confidence=1.0 and Coverage=0.9849624
3:IF 111001|1010|#|101|#|#|#|01|#|#|#| THEN  F With Confidence=1.0 and Coverage=0.051282052
4:IF 111001|1001|#|#|#|#|#|#|00000111|#|#| THEN  E With Confidence=1.0 and Coverage=0.047058824
5:IF 000001|1000|#|010|#|#|#|10|#|#|#| THEN  D With Confidence=1.0 and Coverage=0.037037037
6:IF 001000|1011|#|#|#|#|#|01|#|#|#| THEN  F With Confidence=1.0 and Coverage=0.025641026
7:IF #|#|#|#|#|#|#|#|#|000100|#| THEN  D With Confidence=1.0 and Coverage=0.009259259
8:IF 001001|1000|#|#|#|01|#|#|11111010|#|#| THEN  D With Confidence=0.9 and Coverage=0.083333336
9:IF 010011|1010|#|010|101|10|#|10|#|#|#| THEN  D With Confidence=0.84 and Coverage=0.097222224
10:IF 010011|#|#|#|#|01|#|#|00111110|#|#| THEN  C With Confidence=0.8333333 and Coverage=0.026455026
11:IF 010001|0010|#|100|#|01|#|#|10111110|#|#| THEN  C With Confidence=0.8064516 and Coverage=0.13227513
12:IF 010001|0011|#|101|#|01|#|#|10111011|#|#| THEN  C With Confidence=0.8055556 and Coverage=0.15343915
13:IF 011001|1000|#|#|#|01|#|#|10110010|#|#| THEN  D With Confidence=0.8 and Coverage=0.09259259
14:IF 011001|1000|#|#|#|01|#|#|11010011|#|#| THEN  D With Confidence=0.78571427 and Coverage=0.10185185
15:IF 101000|#|#|#|#|#|#|#|00100111|#|#| THEN  E With Confidence=0.7777778 and Coverage=0.08235294
16:IF 010001|1010|#|001|#|#|#|#|#|#|#| THEN  C With Confidence=0.7777778 and Coverage=0.037037037
17:IF 010001|0010|#|101|#|#|#|#|10011110|#|#| THEN  C With Confidence=0.7755102 and Coverage=0.2010582
18:IF 110001|0010|#|100|#|01|#|#|10000101|#|#| THEN  C With Confidence=0.76363635 and Coverage=0.22222222
19:IF 110001|0010|#|101|#|01|#|#|10100110|#|#| THEN  C With Confidence=0.7619048 and Coverage=0.25396827
20:IF 110001|0011|#|101|#|01|#|#|10010000|#|#| THEN  C With Confidence=0.75757575 and Coverage=0.26455027
21:IF 110001|1011|#|101|#|01|#|#|10000111|#|#| THEN  C With Confidence=0.75757575 and Coverage=0.26455027
22:IF 001000|1010|#|#|#|01|#|#|10110010|#|#| THEN  D With Confidence=0.75757575 and Coverage=0.11574074
23:IF 001001|1010|#|#|#|01|#|#|11110011|#|#| THEN  D With Confidence=0.7567568 and Coverage=0.12962963
24:IF 110001|1011|#|101|#|01|#|#|10111011|#|#| THEN  C With Confidence=0.75 and Coverage=0.2857143
25:IF #|0001|#|#|#|#|#|10|10010110|#|#| THEN  E With Confidence=0.75 and Coverage=0.105882354
26:IF 110001|1011|#|101|#|01|#|#|11110011|#|#| THEN  C With Confidence=0.73333335 and Coverage=0.29100528
27:IF 001001|1000|#|010|#|#|#|10|11011100|#|#| THEN  D With Confidence=0.72727275 and Coverage=0.18518518
28:IF 001001|1000|#|010|#|#|#|#|10011110|#|#| THEN  D With Confidence=0.71428573 and Coverage=0.16203703
29:IF 110011|0001|#|#|#|#|#|#|10011110|#|#| THEN  E With Confidence=0.71428573 and Coverage=0.11764706
30:IF 010001|0010|#|#|#|01|#|#|10011111|#|#| THEN  C With Confidence=0.70652175 and Coverage=0.34391534
31:IF 010011|0010|#|#|#|01|#|#|10011110|#|#| THEN  C With Confidence=0.70212764 and Coverage=0.34920636
32:IF 110001|0010|#|#|101|01|#|#|10110110|#|#| THEN  C With Confidence=0.7006369 and Coverage=0.58201057
33:IF 110001|0010|#|#|#|01|#|#|10110011|#|#| THEN  C With Confidence=0.6981132 and Coverage=0.5873016
34:IF 011001|1000|#|011|#|#|#|10|11111100|#|#| THEN  D With Confidence=0.69736844 and Coverage=0.24537037
35:IF 011001|1001|#|010|#|#|#|10|11011110|#|#| THEN  D With Confidence=0.6962025 and Coverage=0.25462964
36:IF 110011|0001|#|#|#|#|#|#|10111110|#|#| THEN  E With Confidence=0.6875 and Coverage=0.12941177
37:IF 010001|0010|#|#|#|#|#|#|10111111|#|#| THEN  C With Confidence=0.6851852 and Coverage=0.3915344
38:IF 010001|0010|#|#|#|#|#|#|#|100111|#| THEN  C With Confidence=0.67256635 and Coverage=0.4021164
39:IF 110010|0010|#|#|101|01|#|#|11110110|#|#| THEN  C With Confidence=0.6723164 and Coverage=0.6296296
40:IF 111001|1000|#|010|#|#|#|10|11011110|#|#| THEN  D With Confidence=0.6666667 and Coverage=0.2962963
41:IF 110001|0010|#|110|101|#|#|10|10010101|#|#| THEN  C With Confidence=0.66137564 and Coverage=0.66137564
42:IF 110000|0010|#|#|101|#|#|10|10010100|#|#| THEN  C With Confidence=0.65686274 and Coverage=0.7089947
43:IF 110001|0010|#|#|#|#|#|10|10110100|#|#| THEN  C With Confidence=0.6507177 and Coverage=0.7195767
44:IF 110010|0010|#|#|#|#|#|10|10010110|#|#| THEN  C With Confidence=0.6318182 and Coverage=0.73544973
45:IF 110001|0010|#|#|101|#|#|10|11010010|#|#| THEN  C With Confidence=0.6304348 and Coverage=0.76719576
46:IF 011001|1000|#|#|101|#|#|10|11010001|#|#| THEN  D With Confidence=0.62393165 and Coverage=0.33796296
47:IF 010011|0010|#|#|#|#|#|#|#|#|#| THEN  C With Confidence=0.62015504 and Coverage=0.42328042
48:IF 011001|1000|#|110|#|#|#|10|11011110|#|#| THEN  D With Confidence=0.6136364 and Coverage=0.375
49:IF 011001|1000|#|#|#|#|#|#|10111010|#|#| THEN  D With Confidence=0.6034483 and Coverage=0.32407406
50:IF 111001|1000|#|#|101|#|#|10|11010000|#|#| THEN  D With Confidence=0.58709675 and Coverage=0.4212963
51:IF 111000|0010|#|#|100|#|#|10|11010001|#|#| THEN  C With Confidence=0.5793358 and Coverage=0.8306878
52:IF 111001|1000|#|#|#|#|#|10|11011010|#|#| THEN  D With Confidence=0.57471263 and Coverage=0.46296296
53:IF #|#|#|#|#|#|#|01|#|#|#| THEN  E With Confidence=0.5652174 and Coverage=0.15294118

1:IF #|0100|#|#|#|#|#|#|#|#|#| THEN  H With Confidence=1.0 and Coverage=1.0
2:IF 000100|#|#|#|#|#|#|#|#|#|#| THEN  B With Confidence=1.0 and Coverage=0.9848485
3:IF 101100|#|#|#|#|#|#|01|#|#|#| THEN  F With Confidence=1.0 and Coverage=0.07692308
4:IF 101001|#|#|#|#|#|#|#|00100011|#|#| THEN  E With Confidence=1.0 and Coverage=0.07058824
5:IF #|#|#|#|#|#|#|#|#|0011|#| THEN  D With Confidence=1.0 and Coverage=0.018604651
6:IF 001010|1000|#|#|#|01|#|#|11001001|#|#| THEN  D With Confidence=0.9 and Coverage=0.08372093
7:IF 001001|1000|#|#|#|01|#|#|11001101|#|#| THEN  D With Confidence=0.8636364 and Coverage=0.0883721
8:IF 001000|1001|#|#|#|01|#|#|11000100|#|#| THEN  D With Confidence=0.8636364 and Coverage=0.0883721
9:IF 011011|0011|01|#|110|10|#|10|11001001|#|#| THEN  E With Confidence=0.8333333 and Coverage=0.11764706
10:IF 001000|1001|#|#|#|01|#|#|11011101|#|#| THEN  D With Confidence=0.8333333 and Coverage=0.093023255
11:IF 010001|0010|#|100|#|#|#|#|10111100|#|#| THEN  C With Confidence=0.8108108 and Coverage=0.15789473
12:IF 010001|0010|#|101|#|#|#|#|10111101|#|#| THEN  C With Confidence=0.79545456 and Coverage=0.18421052
13:IF 011000|1000|#|#|#|01|#|#|11101001|#|#| THEN  D With Confidence=0.79310346 and Coverage=0.10697675
14:IF 110000|0011|#|100|#|01|#|#|10100000|#|#| THEN  C With Confidence=0.7818182 and Coverage=0.2263158
15:IF 110001|1010|#|100|#|01|#|#|10101010|#|#| THEN  C With Confidence=0.7758621 and Coverage=0.23684211
16:IF 110000|0010|#|101|#|01|#|#|10001000|#|#| THEN  C With Confidence=0.7704918 and Coverage=0.24736843
17:IF 110001|1010|#|100|#|01|#|#|10001100|#|#| THEN  C With Confidence=0.7704918 and Coverage=0.24736843
18:IF 010011|0001|#|#|#|#|#|#|10000100|#|#| THEN  E With Confidence=0.7692308 and Coverage=0.11764706
19:IF 101011|1000|#|#|#|01|#|#|11001001|#|#| THEN  D With Confidence=0.7567568 and Coverage=0.13023256
20:IF 110011|0001|#|#|#|#|#|#|10111101|#|#| THEN  E With Confidence=0.75 and Coverage=0.14117648
21:IF 110001|1010|#|100|#|01|#|#|#|#|#| THEN  C With Confidence=0.74626863 and Coverage=0.2631579
22:IF 001001|1000|#|010|#|#|#|10|11111000|#|#| THEN  D With Confidence=0.7446808 and Coverage=0.1627907
23:IF 001001|1000|#|011|#|#|#|10|11011100|#|#| THEN  D With Confidence=0.73214287 and Coverage=0.19069767
24:IF 110000|0010|#|100|#|#|#|#|10100000|#|#| THEN  C With Confidence=0.71590906 and Coverage=0.33157894
25:IF 010001|0010|#|#|#|#|#|10|10110110|#|#| THEN  C With Confidence=0.7019231 and Coverage=0.38421053
26:IF 011001|1001|#|010|#|#|#|10|11111100|#|#| THEN  D With Confidence=0.69736844 and Coverage=0.24651162
27:IF 110000|0010|#|110|#|01|#|#|10101000|#|#| THEN  C With Confidence=0.69536424 and Coverage=0.55263156
28:IF 010001|0010|#|#|#|#|#|#|10101110|#|#| THEN  C With Confidence=0.6952381 and Coverage=0.38421053
