4.9, 3.0, 1.4, 0.2, Iris-setosa
5.1, 3.5, 1.4, 0.3, Iris-setosa
5.0, 3.2, 1.2, 0.2, Iris-setosa
5.0, 3.5, 1.6, 0.6, Iris-setosa
5.1, 3.8, 1.6, 0.2, Iris-setosa
6.5, 2.8, 4.6, 1.5, Iris-versicolor
5.6, 2.5, 3.9, 1.1, Iris-versicolor
6.0, 2.7, 5.1, 1.6, Iris-versicolor
5.6, 3.0, 4.1, 1.3, Iris-versicolor
5.7, 3.0, 4.2, 1.2, Iris-versicolor
6.5, 3.0, 5.8, 2.2, Iris-virginica
6.4, 2.7, 5.3, 1.9, Iris-virginica
6.4, 3.2, 5.3, 2.3, Iris-virginica
6.4, 2.8, 5.6, 2.1, Iris-virginica
6.3, 2.8, 5.1, 1.5, Iris-virginica

