5.1, 3.5, 1.4, 0.2, Iris-setosa
5.4, 3.4, 1.7, 0.2, Iris-setosa
5.0, 3.4, 1.6, 0.4, Iris-setosa
5.2, 3.5, 1.5, 0.2, Iris-setosa
4.4, 3.0, 1.3, 0.2, Iris-setosa
6.0, 2.2, 4.0, 1.0, Iris-versicolor
6.1, 2.8, 4.0, 1.3, Iris-versicolor
6.0, 2.9, 4.5, 1.5, Iris-versicolor
6.7, 3.1, 4.7, 1.5, Iris-versicolor
5.6, 2.7, 4.2, 1.3, Iris-versicolor
7.2, 3.6, 6.1, 2.5, Iris-virginica
6.8, 3.0, 5.5, 2.1, Iris-virginica
5.7, 2.5, 5.0, 2.0, Iris-virginica
6.5, 3.0, 5.5, 1.8, Iris-virginica
6.7, 3.3, 5.7, 2.5, Iris-virginica

