1:IF 85.5,106.5|#|#|#|#|8.5,#|#|#|#|#|#|#,381.5|#|#|#|#|#|189.5,204.5| THEN  van With Confidence=1.0 and Coverage=0.45810056
2:IF 85.5,103.5|#|#|#|#|8.5,#|#|#|#|#|#,171.5|#|#|#|#|#|#|#| THEN  van With Confidence=1.0 and Coverage=0.24581006
3:IF #|#|#|#|#|#|#|#|#|151.5,#|140.5,174.5|#|#|#|#|#|#|#| THEN  van With Confidence=1.0 and Coverage=0.16759777
4:IF #|#|#|#|#|#|#|#,29.5|#|#|#|#|#|#|#|#|#|#| THEN  bus With Confidence=1.0 and Coverage=0.1122449
5:IF 106.5,#|#|#|#|#|#|#|#|#|#|#|429.5,721.5|#|69.5,#|#|#|#|#| THEN  saab With Confidence=1.0 and Coverage=0.10769231
6:IF 85.5,101.5|#|#|#|#|#|#|#|#|171.5,#|#|#|#|#|#|#|#|#| THEN  opel With Confidence=1.0 and Coverage=0.10471204
7:IF 109.5,#|#|#|#|#|#|#|#|#|#|#|#,719.5|#|#|#|#|#|#| THEN  saab With Confidence=1.0 and Coverage=0.071794875
8:IF #|#|#|#|#|#|#|#|#|#, 118|#|#|#|#|#|#|#|#| THEN  saab With Confidence=1.0 and Coverage=0.010256411
9:IF #|#|#|#|#|#|#|#|#|#|#|#|#, 109|#|#|#|#|#| THEN  van With Confidence=1.0 and Coverage=0.005586592
10:IF #|#|#|#|#|#|#|#|#|#|133.0,134.5|#|#|#|#|#|#|#| THEN  van With Confidence=1.0 and Coverage=0.005586592
11:IF #,73|#|#|#|#|#|#|#|#|#|#|#|#|#|#|#|#|#| THEN  opel With Confidence=1.0 and Coverage=0.005235602
12:IF #|#|59.5,70.5|#|#|#|#|#,47.5|#|134.5,#|#|#|#|67.5,#|#|#|#|#| THEN  bus With Confidence=0.97183096 and Coverage=0.35204083
13:IF #|#|#|#|#|3.5,6.5|#|#,42.5|#|#|#|#|#|67.5,#|#|#|#|#| THEN  bus With Confidence=0.9672131 and Coverage=0.3010204
14:IF #,103.5|#|#|#|#|#|#|#|#|171.5,#|#|#|#|#|#|#|#|#| THEN  opel With Confidence=0.962963 and Coverage=0.13612565
15:IF 85.5,107.5|#|#|#|#|#|#|#|#|173.5,#|#|#|#|#|#|#|#|#| THEN  opel With Confidence=0.962963 and Coverage=0.13612565
16:IF #|#|60.5,70.5|#|#|#|#|#,46.5|#|135.5,#|#|#|#|#|#|#|#|#| THEN  bus With Confidence=0.96 and Coverage=0.36734694
17:IF 83.5,103.5|#|#|#|#|8.5,#|#|#|#|#|#|#,381.5|#|63.5,#|#|#|#|#| THEN  van With Confidence=0.9583333 and Coverage=0.5139665
18:IF #|#|#,70.5|#|#|#|#|#,47.5|#|134.5,#|#|#|#|#|#|#|#|#| THEN  bus With Confidence=0.9493671 and Coverage=0.38265306
19:IF #|#|#|#|#|#|#|#|#|#|#|198.5,214.5|#|#|#|#|#|#| THEN  van With Confidence=0.9411765 and Coverage=0.08938547
20:IF #|#|#|#|#|3.5,6.5|#|#,42.5|#|#|#|#|#|#|#|#|#|#| THEN  bus With Confidence=0.93846154 and Coverage=0.3112245
21:IF 85.5,102.5|#|#|#|#|8.5,#|#|40.5,#|#|#|#|#|#|#|#|#|#|#| THEN  van With Confidence=0.9375 and Coverage=0.5027933
22:IF 83.5,103.5|#|#|#|#|8.5,#|#|29.5,31.5|#|#|#|#|#|#|#|#|#|#| THEN  opel With Confidence=0.925 and Coverage=0.19371727
23:IF #|#|#,74.5|#|#|#|#|#,47.5|#|137.5,#|#|#|#|63.5,#|#|#|#|#| THEN  bus With Confidence=0.91071427 and Coverage=0.52040815
24:IF 78.5,103.5|#|#|#|#|#|#|#|#|170.5,#|#|#|#|#|#|#|#|#| THEN  opel With Confidence=0.9032258 and Coverage=0.14659686
25:IF 107.5,#|#|#|#|#|#|#|#|#|#|#|#,721.5|#|#|#|#|186.5,194.5|#| THEN  saab With Confidence=0.9032258 and Coverage=0.14358975
26:IF 106.5,#|#|#|#|#|#|#|#|#|#|#|429.5,721.5|#|#|#|#|186.5,194.5|#| THEN  saab With Confidence=0.9 and Coverage=0.18461539
27:IF 88.5,#|#|#|#|#|6.5,#|#|42.5,#|#|135.5,#|#|#|#|#|#|#|181.5,#|#| THEN  van With Confidence=0.8947368 and Coverage=0.5698324
28:IF #|#|61.5,74.5|#|#|#|#|#,47.5|#|134.5,#|#|#|#|#|#|#|#|#| THEN  bus With Confidence=0.8803419 and Coverage=0.5255102
29:IF 106.5,#|#|#|#|#|#|#|#|#|#|220.5,230.5|#|#|#|#|#|#|#| THEN  saab With Confidence=0.87096775 and Coverage=0.13846155
30:IF 88.5,106.5|#|#|#|#|6.5,#|#|42.5,#|#|133.5,#|#|#|#|#|#|#|181.5,#|#| THEN  van With Confidence=0.86885244 and Coverage=0.59217876
31:IF #|#|#,75.5|#|#|#|#|#,46.5|#|135.5,#|#|#|#|#|#|#,28.5|#|#| THEN  bus With Confidence=0.86507934 and Coverage=0.5561224
32:IF #|#|60.5,74.5|#|#|#|#|#,46.5|#|#|#|#|#|63.5,#|#|#,28.5|#|#| THEN  bus With Confidence=0.85294116 and Coverage=0.59183675
33:IF #|#|#|#|#|#|#|#,46.5|#|#|#|#|#|#|#|#|#|#,190.5| THEN  bus With Confidence=0.8512397 and Coverage=0.5255102
34:IF 87.5,103.5|#|#|#|#|6.5,#|#|42.5,#|#|135.5,#|#|#|#|#|#|#|181.5,#|#| THEN  van With Confidence=0.8492063 and Coverage=0.5977654
35:IF 79.5,102.5|#|#|#|#|8.5,#|#|29.5,33.5|#|#|#|#|#|68.5,#|#|#|#|#| THEN  opel With Confidence=0.84782606 and Coverage=0.20418848
36:IF 87.5,#|#|#|#|#|6.5,#|#|42.5,#|#|135.5,#|#|#|#|#|#|#|#|#| THEN  van With Confidence=0.84375 and Coverage=0.60335195
37:IF #,103.5|#|#|#|#|8.5,#|#|29.5,33.5|#|#|#|#|#|68.5,#|#|#|#|#| THEN  opel With Confidence=0.8363636 and Coverage=0.2408377
38:IF 81.5,101.5|#|#|#|#|6.5,#|#|29.5,33.5|#|#|#|#|#|#|#|#|#|#| THEN  opel With Confidence=0.82608694 and Coverage=0.19895288
39:IF 106.5,#|#|#|#|#|#|#|#|#|#|#|#,721.5|#|#|#|#|#|#| THEN  saab With Confidence=0.82608694 and Coverage=0.1948718
40:IF 83.5,103.5|#|#|#|#|8.5,#|#|#,33.5|#|#|#|#|#|#|#|#|#|190.5,203.5| THEN  opel With Confidence=0.82258064 and Coverage=0.2670157
41:IF 78.5,103.5|#|61.5,75.5|#|#|#|#|#,46.5|#|#|#|#|#|63.5,#|#|#,28.5|#|#| THEN  bus With Confidence=0.821192 and Coverage=0.63265306
42:IF 88.5,106.5|#|#|#|#|#|#|42.5,#|#|133.5,#|#|#|#|#|#|#,30.5|#|#| THEN  van With Confidence=0.81884056 and Coverage=0.6312849
43:IF #|#|#,76.5|#|#|#|#|#,47.5|#|134.5,#|#|#|#|#|#|#|#|#| THEN  bus With Confidence=0.81632656 and Coverage=0.6122449
44:IF 85.5,103.5|#|#|#|#|6.5,#|#|42.5,#|#|135.5,#|#|#|#|#|#|#|181.5,#|#| THEN  van With Confidence=0.8028169 and Coverage=0.6368715
45:IF 78.5,103.5|#|63.5,76.5|#|#|#|#|#,46.5|#|#|#|#|#|63.5,#|#|#,28.5|#|#| THEN  bus With Confidence=0.80246913 and Coverage=0.6632653
46:IF 87.5,103.5|#|#|#|#|8.5,#|#|29.5,33.5|#|#|#|#|#|#|#|#|#|#| THEN  opel With Confidence=0.796875 and Coverage=0.2670157
47:IF 87.5,102.5|#|#|#|#|#|#|42.5,#|#|135.5,#|#|#|#|#|#|#|181.5,#|#| THEN  van With Confidence=0.7916667 and Coverage=0.6368715
48:IF 81.5,103.5|#|#|#|#|8.5,#|#|#,34.5|#|#|#|#|#|#|#|#|#|187.5,203.5| THEN  opel With Confidence=0.78571427 and Coverage=0.28795812
49:IF 81.5,103.5|#|#|#|#|8.5,#|#|#,34.5|#|#|#|#|#|#|#|#|#|187.5,204.5| THEN  opel With Confidence=0.7777778 and Coverage=0.29319373
50:IF #|#|#|#|#|#|115.5,122.5|#|#|#|#|#|#|#|#|#|#|#| THEN  van With Confidence=0.7777778 and Coverage=0.11731844
51:IF 103.5,#|#|#|#|#|8.5,#|#|29.5,33.5|#|#|#|#,721.5|#|#|#|#|186.5,193.5|#| THEN  saab With Confidence=0.7714286 and Coverage=0.2769231
52:IF 103.5,#|#|#|#|#|8.5,#|#|#|#|#|#|#,721.5|#|#,74.5|#|#|186.5,194.5|#| THEN  saab With Confidence=0.7702703 and Coverage=0.2923077
53:IF 87.5,103.5|#|#|#|#|#|#|42.5,#|#|133.5,#|#|#|#|#|#|#,30.5|#|#| THEN  van With Confidence=0.7692308 and Coverage=0.6703911
54:IF 103.5,#|#|#|#|#|8.5,#|#|#|#|#|#|428.5,721.5|#|67.5,#|#|#|#|#| THEN  saab With Confidence=0.76666665 and Coverage=0.23589744
55:IF #,103.5|#|#|#|#|8.5,#|#|#,34.5|#|#|#|#|#|63.5,#|#|#|#|#| THEN  opel With Confidence=0.76 and Coverage=0.2984293
56:IF 81.5,103.5|#|#|#|#|6.5,#|#|#,34.5|#|#|#|#|#|#|#|#|#|190.5,204.5| THEN  opel With Confidence=0.76 and Coverage=0.2984293
57:IF 81.5,103.5|#|#|#|#|8.5,#|#|29.5,35.5|#|#|#|#|#|#|#|#|#|190.5,201.5| THEN  opel With Confidence=0.76 and Coverage=0.2984293
58:IF 103.5,#|#|#|#|#|#|#|#|#|#|#|#,721.5|#|#,74.5|#|#|186.5,194.5|#| THEN  saab With Confidence=0.76 and Coverage=0.2923077
59:IF 81.5,103.5|#|#|#|#|8.5,#|#|29.5,35.5|#|#|#|#|#|#|#|#|#|190.5,203.5| THEN  opel With Confidence=0.75949365 and Coverage=0.31413612
60:IF 78.5,103.5|#|#|#|#|8.5,#|#|#,34.5|#|#|#|#|#|#|#|#|#|#| THEN  opel With Confidence=0.75 and Coverage=0.2984293
61:IF 83.5,103.5|#|#|#|#|8.5,#|177.5,#|#|#|#|#|#|#|#|#|#|#|190.5,203.5| THEN  opel With Confidence=0.74418604 and Coverage=0.33507854
62:IF #|#|#|#|#|#|#|#|#|#|#|316.0,325.5|#|#|#|#|#|#| THEN  bus With Confidence=0.73913044 and Coverage=0.1734694
63:IF 83.5,103.5|#|#|#|#|8.5,#|#|#|#|#|#|470.0,#|#|#|#|#|#|189.5,203.5| THEN  opel With Confidence=0.7386364 and Coverage=0.34031415

1:IF #|#|#|#|#|#|#|#|#,20.5|156.5,#|#|#|#|#|#|#|#|#| THEN  van With Confidence=1.0 and Coverage=0.18994413
2:IF #|#|#|#|#|#|#|#,29.5|#|#|#|#|#|#|#|#|#|#| THEN  bus With Confidence=1.0 and Coverage=0.13265306
3:IF #|#|#|#|#|#|#|#|#|#|#|721.5,761.5|#|#|#|#|#|189.5,#| THEN  opel With Confidence=1.0 and Coverage=0.109947644
4:IF 109.5,#|#|#|#|#|#|#|#|#|#|#|359.5,719.5|#|#|#|#|#|#| THEN  saab With Confidence=1.0 and Coverage=0.06666667
5:IF #,73|#|#|#|#|#|#|#|#|#|#|#|#|#|#|#|#|#| THEN  opel With Confidence=1.0 and Coverage=0.005235602
6:IF #|#|#|#|#|8.5,#|#|#|#|#|#|#,387.5|#|#|#|#|#|191.5,205.5| THEN  van With Confidence=0.9875 and Coverage=0.44134077
7:IF #|#|#|#|#|#|#|#|#|134.5,#|#|310.5,#|#|#|#|#|#|#,186.5| THEN  bus With Confidence=0.975 and Coverage=0.39795917
8:IF #|#|#|#|#|8.5,16.0|#|#|#|#|#,177.5|#|#|#|#|#|#|#| THEN  van With Confidence=0.96428573 and Coverage=0.45251396
9:IF #|#|#|#|#|#|#|#|#|#|165.5,#|#|#|#|#|#|#|#,186.5| THEN  bus With Confidence=0.962963 and Coverage=0.39795917
10:IF #|#|#|#|#|#|#|#|#|134.5,#|#|310.5,#|#|#|#|#|#|#,190.5| THEN  bus With Confidence=0.95454544 and Coverage=0.53571427
11:IF #|#|#|#|#|8.5,#|#|#|#|#|#,177.5|#|#|#|#|#|#|#| THEN  van With Confidence=0.95348835 and Coverage=0.45810056
12:IF #|#|#|#|#|8.5,16.0|#|#|#|#|#|#,384.0|#|#|#|#|#|#| THEN  van With Confidence=0.9444444 and Coverage=0.47486034
13:IF #|#|#|#|#|8.5,16.0|#|#|#|#|#|#,389.5|#|#|#|#|#|#| THEN  van With Confidence=0.9354839 and Coverage=0.48603353
14:IF 106.5,#|51.5,54.5|#|#|#|#|#|#|#|#|#|575.5,721.5|#|#|#|#|#|191.5,205.5| THEN  saab With Confidence=0.9259259 and Coverage=0.12820514
15:IF #,103.5|#|#|#|#|8.5,#|#|29.5,31.5|#|#|#|#|#|#|#|#|#|#| THEN  opel With Confidence=0.902439 and Coverage=0.19371727
16:IF 106.5,#|51.5,54.5|#|#|#|#|#|#|#|#|#|350.5,721.5|#|#|#|#|#|#| THEN  saab With Confidence=0.89285713 and Coverage=0.12820514
17:IF #|#|#|#|#|#|#|#|#|135.5,#|#|309.5,#|#|#|#|#|#|#,191.5| THEN  bus With Confidence=0.8897638 and Coverage=0.57653064
18:IF #|#|#|#|#|#|#|#|#|174.5,#|#|#|#|#|#|#|#|#| THEN  opel With Confidence=0.8888889 and Coverage=0.12565444
19:IF 85.5,#|#|#|#|#|7.5,#|#|#|#|#|#,176.5|#|#|#|#|#|#|189.5,#| THEN  van With Confidence=0.877193 and Coverage=0.5586592
20:IF #|#|#|#|#|#|#|#|#|#|#|#|213.5,#|#|13.5,#|#|#|#| THEN  saab With Confidence=0.875 and Coverage=0.071794875
21:IF 106.5,#|49.5,54.5|#|#|#|#|#|#|#|#|#|380.0,721.5|#|#|#|#|#|#| THEN  saab With Confidence=0.8611111 and Coverage=0.15897436
22:IF #|#|#|#|#|#|#|#|#|#|#|277.5,280.5|#|#|#|#|#|#| THEN  van With Confidence=0.85714287 and Coverage=0.033519555
23:IF #|#|#|#|#|7.5,#|#|#|#|#|#,177.5|#|#|#|#|#|#|191.5,#| THEN  van With Confidence=0.8559322 and Coverage=0.5642458
24:IF #|#|#|#|#|#,7.5|#|#|#|133.5,#|#|307.5,#|#|#|#,16.5|#|#|#| THEN  bus With Confidence=0.8508287 and Coverage=0.78571427
25:IF #|#|#|#|#|#,7.5|#|#|#|135.5,#|#|305.5,#|#|#|#|#|#|#| THEN  bus With Confidence=0.849162 and Coverage=0.7755102
