3.0, 37.0, 48.0, 5.0, 43.0, 18.0, 3.0, cp
44.0, 35.0, 48.0, 5.0, 44.0, 52.0, 59.0, cp
84.0, 44.0, 48.0, 5.0, 48.0, 71.0, 74.0, im
63.0, 54.0, 48.0, 5.0, 65.0, 79.0, 81.0, im
58.0, 55.0, 48.0, 5.0, 57.0, 7.0, 74.0, im
31.0, 36.0, 48.0, 5.0, 58.0, 94.0, 94.0, im
52.0, 54.0, 48.0, 5.0, 62.0, 76.0, 79.0, im
61.0, 47.0, 48.0, 5.0, 0.0, 8.0, 32.0, im
63.0, 75.0, 48.0, 5.0, 64.0, 73.0, 66.0, im
75.0, 55.0, 1.0, 1.0, 4.0, 47.0, 3.0, imL
81.0, 44.0, 48.0, 5.0, 42.0, 67.0, 68.0, imU
86.0, 39.0, 48.0, 5.0, 59.0, 89.0, 9.0, imU
47.0, 46.0, 48.0, 5.0, 62.0, 74.0, 77.0, imU
63.0, 49.0, 48.0, 5.0, 79.0, 45.0, 28.0, om
71.0, 71.0, 48.0, 5.0, 68.0, 43.0, 36.0, om
77.0, 57.0, 1.0, 5.0, 37.0, 54.0, 1.0, omL
63.0, 57.0, 48.0, 5.0, 49.0, 7.0, 2.0, pp
75.0, 84.0, 48.0, 5.0, 35.0, 52.0, 33.0, pp
69.0, 67.0, 48.0, 5.0, 3.0, 39.0, 24.0, pp
68.0, 67.0, 48.0, 5.0, 49.0, 4.0, 34.0, pp
61.0, 6.0, 48.0, 5.0, 44.0, 39.0, 38.0, pp
7.0, 4.0, 48.0, 5.0, 54.0, 35.0, 44.0, cp
34.0, 45.0, 48.0, 5.0, 38.0, 24.0, 35.0, cp
36.0, 54.0, 48.0, 5.0, 41.0, 38.0, 46.0, cp
44.0, 34.0, 48.0, 5.0, 3.0, 33.0, 43.0, cp
47.0, 29.0, 48.0, 5.0, 51.0, 33.0, 43.0, cp
52.0, 57.0, 48.0, 5.0, 42.0, 47.0, 54.0, cp
41.0, 48.0, 48.0, 5.0, 51.0, 44.0, 51.0, cp
44.0, 28.0, 48.0, 5.0, 43.0, 27.0, 37.0, cp
35.0, 37.0, 48.0, 5.0, 3.0, 34.0, 43.0, cp
26.0, 5.0, 48.0, 5.0, 44.0, 32.0, 41.0, cp
25.0, 26.0, 48.0, 5.0, 39.0, 32.0, 42.0, cp
61.0, 36.0, 48.0, 5.0, 49.0, 35.0, 44.0, cp
34.0, 51.0, 48.0, 5.0, 44.0, 37.0, 46.0, cp

