4.8, 3.1, 1.6, 0.2, Iris-setosa
4.9, 3.1, 1.5, 0.1, Iris-setosa
5.1, 3.8, 1.9, 0.4, Iris-setosa
6.7, 3.1, 4.4, 1.4, Iris-versicolor
6.2, 2.2, 4.5, 1.5, Iris-versicolor
5.9, 3.2, 4.8, 1.8, Iris-versicolor
6.7, 3.1, 4.7, 1.5, Iris-versicolor
6.3, 3.3, 6.0, 2.5, Iris-virginica
4.9, 2.5, 4.5, 1.7, Iris-virginica
6.1, 2.6, 5.6, 1.4, Iris-virginica
6.9, 3.1, 5.1, 2.3, Iris-virginica
6.5, 3.0, 5.2, 2.0, Iris-virginica
4.9, 3.0, 1.4, 0.2, Iris-setosa
5.4, 3.9, 1.7, 0.4, Iris-setosa
6.5, 2.8, 4.6, 1.5, Iris-versicolor

