4.6, 3.6, 1.0, 0.2, Iris-setosa
4.8, 3.4, 1.9, 0.2, Iris-setosa
5.6, 2.5, 3.9, 1.1, Iris-versicolor
6.8, 2.8, 4.8, 1.4, Iris-versicolor
5.5, 2.6, 4.4, 1.2, Iris-versicolor
5.8, 2.6, 4.0, 1.2, Iris-versicolor
5.6, 2.7, 4.2, 1.3, Iris-versicolor
7.1, 3.0, 5.9, 2.1, Iris-virginica
7.3, 2.9, 6.3, 1.8, Iris-virginica
7.7, 3.8, 6.7, 2.2, Iris-virginica
7.9, 3.8, 6.4, 2.0, Iris-virginica
6.4, 3.1, 5.5, 1.8, Iris-virginica
4.7, 3.2, 1.3, 0.2, Iris-setosa
4.6, 3.1, 1.5, 0.2, Iris-setosa
5.8, 4.0, 1.2, 0.2, Iris-setosa

