7.0, 39.0, 1.0, 5.0, 51.0, 82.0, 84.0, imL
69.0, 43.0, 48.0, 5.0, 59.0, 74.0, 77.0, imU
58.0, 6.0, 48.0, 5.0, 59.0, 73.0, 76.0, imU
63.0, 51.0, 48.0, 5.0, 64.0, 72.0, 76.0, imU
67.0, 84.0, 48.0, 5.0, 74.0, 54.0, 37.0, om
75.0, 76.0, 48.0, 5.0, 83.0, 57.0, 3.0, om
68.0, 49.0, 1.0, 5.0, 62.0, 55.0, 28.0, omL
63.0, 1.0, 48.0, 5.0, 35.0, 51.0, 49.0, pp
7.0, 64.0, 48.0, 5.0, 47.0, 51.0, 47.0, pp
64.0, 81.0, 48.0, 5.0, 37.0, 39.0, 44.0, pp
62.0, 83.0, 48.0, 5.0, 46.0, 36.0, 4.0, pp
71.0, 57.0, 48.0, 5.0, 48.0, 35.0, 32.0, pp
67.0, 39.0, 48.0, 5.0, 36.0, 38.0, 46.0, cp
44.0, 27.0, 48.0, 5.0, 55.0, 52.0, 58.0, cp
29.0, 37.0, 48.0, 5.0, 48.0, 44.0, 52.0, cp
43.0, 37.0, 48.0, 5.0, 53.0, 35.0, 44.0, cp
42.0, 35.0, 48.0, 5.0, 58.0, 15.0, 27.0, cp
37.0, 52.0, 48.0, 5.0, 42.0, 42.0, 36.0, cp
54.0, 47.0, 48.0, 5.0, 28.0, 33.0, 42.0, cp
24.0, 43.0, 48.0, 5.0, 54.0, 52.0, 59.0, cp
5.0, 51.0, 48.0, 5.0, 27.0, 23.0, 34.0, cp
24.0, 57.0, 48.0, 5.0, 63.0, 34.0, 43.0, cp
26.0, 5.0, 48.0, 5.0, 44.0, 32.0, 41.0, cp
44.0, 49.0, 48.0, 5.0, 39.0, 38.0, 4.0, cp
39.0, 31.0, 48.0, 5.0, 38.0, 34.0, 43.0, cp
3.0, 37.0, 48.0, 5.0, 43.0, 18.0, 3.0, cp
52.0, 39.0, 48.0, 5.0, 65.0, 71.0, 73.0, im
84.0, 44.0, 48.0, 5.0, 48.0, 71.0, 74.0, im
64.0, 58.0, 48.0, 5.0, 48.0, 78.0, 73.0, im
33.0, 45.0, 48.0, 5.0, 45.0, 88.0, 89.0, im
6.0, 5.0, 1.0, 5.0, 54.0, 77.0, 8.0, im
61.0, 52.0, 48.0, 5.0, 54.0, 67.0, 52.0, im
37.0, 47.0, 48.0, 5.0, 39.0, 76.0, 79.0, im
35.0, 51.0, 48.0, 5.0, 61.0, 71.0, 74.0, im

