1:IF #|#|#|#|#|#|#|#|#|164.35000000000002,173.3|#|48.3,50.35|#|#|#|#|#|#|#|#|#|#|#|#|#| THEN  3 With Confidence=1.0 and Coverage=0.6666667
2:IF #|#|#|#|#|#|#|#|97.25,98.6|#|#|#|#|#|#|#|#|#,3.3200000000000003|#|#|#|#|#|#|#| THEN  2 With Confidence=1.0 and Coverage=0.1724138
3:IF #|#|#|#|#|#|#|#|#|#|#|#,51.2|#|#|#|91.5,94.5|#|#|#|#|#|#|#|#|#| THEN  2 With Confidence=1.0 and Coverage=0.1724138
4:IF #|#|#|#|#|#|#|#|#|#|#|#|#,1828.0|#|#|#|#|#|#|#|#|#|#|#|#| THEN  2 With Confidence=1.0 and Coverage=0.10344828
5:IF #|#|#|#|#|#|#|#|#|#|63.7,63.849999999999994|#|#|#|#|#|#|#|2.885,3.51|#|#|#|#|#|#| THEN  1 With Confidence=0.95238096 and Coverage=0.40816328
6:IF #|#|#|#|#|#|#|#|88.5,100.1|#|63.7,64.15|#|#|#|#|#|#|#,3.255|#|#|#|#|#|#|#| THEN  1 With Confidence=0.9310345 and Coverage=0.5510204
7:IF #|#|#|#|#|#|#|#|#|#|#|#|#|#|#|85.0,91.5|#|#|#|#|#|#|#|#|#| THEN  1 With Confidence=0.9285714 and Coverage=0.26530612
8:IF #|#|#|#|#|#|#|#|92.15,99.65|#|63.7,64.30000000000001|#|#|#|#|#|#|#,3.37|#|#|#|#|#|#|#| THEN  1 With Confidence=0.9142857 and Coverage=0.6530612
9:IF #|#|#|#|#|#|#|#|#|#|63.7,63.849999999999994|#|#|#|#|#|#|#|#|#|#|#|#|#|#| THEN  1 With Confidence=0.90909094 and Coverage=0.40816328
10:IF #|#|#|#|#|#|#|#|96.4,97.25|#|#|#|#|#|#|#|#|#|#|#|#|#|#|#|#| THEN  0 With Confidence=0.88235295 and Coverage=0.25
11:IF 75.5,#|#|#|#|10|#|#|#|#|#|#|#|#|#|#|#|#|#|#|#|#|#,4850.0|#|#|#| THEN  0 With Confidence=0.8684211 and Coverage=0.55
12:IF #|#|#|#|#|#|#|#|92.15,99.15|#|63.5,64.30000000000001|#|#|#|#|#|#|#,3.29|#|#|#|#|#|#|#| THEN  1 With Confidence=0.8372093 and Coverage=0.7346939
13:IF #|#|#|#|#|#|#|#|#|187.65,188.9|#|#|#|#|#|#|#|#|#|#|#|#|#|#|#| THEN  -1 With Confidence=0.8333333 and Coverage=0.5
14:IF #|#|#|#|#|#|#|#|92.15,99.15|#|63.5,64.30000000000001|#|#|#|#|#|#|#|#|#|#|#|#|#|#| THEN  1 With Confidence=0.8 and Coverage=0.7346939
15:IF #|1111010010101010111100|#|#|#|#|#|#|96.75,#|#|#|#|#|#|#|#|#|#|#|#|#|#|#|#|#| THEN  0 With Confidence=0.7592593 and Coverage=0.68333334
16:IF #|#|#|#|#|#|#|#|#|175.64999999999998,186.64999999999998|#|#|#|#|#|#|#|#|#|#|98.5,118.0|#|#|#|#| THEN  2 With Confidence=0.75 and Coverage=0.41379312
17:IF #|#|#|#|#|#|#|#|97.25,100.1|#|#|#|#|#|#|#|10101010|#|#|#|#|#|#|#|#| THEN  2 With Confidence=0.72727275 and Coverage=0.55172414
18:IF #|#|#|#|#|#|#|#|#|#,172.8|#|#|#|1011000|#|#|#|#,3.37|#|#|#|#|#|#|#| THEN  1 With Confidence=0.5942029 and Coverage=0.8367347
19:IF #|#|#|#|#|#|#|#|#|#|#|#|#|#|#|#|#|#,3.255|#|#|#|#|#|#|#| THEN  1 With Confidence=0.53846157 and Coverage=0.85714287
20:IF #|#|#|#|10|#|#|#|102.2,111.0|#|#|#|#|#|#|#|#|#|#|#|#|#|#|#|#| THEN  -1 With Confidence=0.53125 and Coverage=0.85
21:IF #|#|#|#|#|#|#|#|95.5,#|#|#|#|#|#|#|#|#|#|#|#|#|#|#|#|#| THEN  0 With Confidence=0.46031746 and Coverage=0.96666664
