1:IF 0.735,0.795|#|0.455,0.555|#|#|#|#,0.535|#,0.315| THEN  EXC With Confidence=1.0 and Coverage=0.34375
2:IF 0.695,#|0.675,#|#,0.435|#|#|#|#|0.245,0.455| THEN  ME1 With Confidence=1.0 and Coverage=0.275
3:IF #|0.91,#|0.405,0.515|#|#|#|#|#| THEN  ERL With Confidence=1.0 and Coverage=0.25
4:IF 0.695,0.805|0.675,#|#,0.365|#|#|#|#|#| THEN  ME1 With Confidence=1.0 and Coverage=0.25
5:IF 0.315,0.46499999999999997|#|#,0.345|#|#|#|#|#| THEN  ME3 With Confidence=1.0 and Coverage=0.18367347
6:IF 0.815,0.875|#|#|#|#|#|0.315,0.475|#| THEN  EXC With Confidence=1.0 and Coverage=0.125
7:IF 0.795,0.905|#|#|#|#|#|#|0.325,#| THEN  ME1 With Confidence=1.0 and Coverage=0.125
8:IF 0.885,#|#|#|0.365,#|#|#|#|0.2,0.245| THEN  ME2 With Confidence=1.0 and Coverage=0.11111111
9:IF 0.675,0.765|#|#,0.455|0.385,#|#|#|#|#| THEN  POX With Confidence=1.0 and Coverage=0.11111111
10:IF 0.455,0.525|#|0.425,0.565|0.435,0.625|#|#|#|0.215,0.295| THEN  MIT With Confidence=1.0 and Coverage=0.10958904
11:IF 0.405,0.605|#|#|0.595,0.72|#|#|#|0.215,0.235| THEN  MIT With Confidence=1.0 and Coverage=0.09589041
12:IF 0.675,0.755|#|#|#|#|#|#|0.395,#| THEN  VAC With Confidence=1.0 and Coverage=0.074074075
13:IF 0.565,0.585|#|#,0.325|#|#|#|#|#| THEN  VAC With Confidence=1.0 and Coverage=0.074074075
14:IF 0.485,0.515|#,0.295|#|#|#|#|#|#| THEN  POX With Confidence=1.0 and Coverage=0.055555556
15:IF 0.675,0.795|0.425,0.485|#|#|#|#|#|#| THEN  ME2 With Confidence=1.0 and Coverage=0.044444446
16:IF #|#|0.515,0.575|0.125,0.405|#|#|#|#,0.2| THEN  CYT With Confidence=1.0 and Coverage=0.033573143
