1:IF #|#|#|#,-3.34|#,0.40700000000000003|#|#|#|#|#|#|#|#| THEN  0 With Confidence=1.0 and Coverage=0.43209878
2:IF #|#|#|#,-4.332000000000001|2.326,3.51|#|#|#|#|#|#|#|#| THEN  9 With Confidence=1.0 and Coverage=0.34567901
3:IF #|#|#|#|3.7935,4.4755|#|#|#,0.0715|#|#|#|#|-0.768,0.0835| THEN  7 With Confidence=1.0 and Coverage=0.22222222
4:IF #|#|#|-4.178,-3.8575|2.5555000000000003,3.6285|#|#|#|#|#|-0.2915,0.6975|-0.849,0.4005|#| THEN  8 With Confidence=1.0 and Coverage=0.22222222
5:IF #|#|#|#|-0.032,0.3105|#|#|#|#|#|#|-0.07150000000000001,#|#| THEN  1 With Confidence=1.0 and Coverage=0.19753087
6:IF #|#|#|#|3.5875,#|#|#|#|#|#|0.9604999999999999,#|#|#| THEN  7 With Confidence=1.0 and Coverage=0.18518518
7:IF #|#|#|-2.1045,-1.315|2.068,3.528|#|#|#|#|#|#|#|#| THEN  3 With Confidence=1.0 and Coverage=0.13580246
8:IF #|#|#|-4.1745,-3.8545|2.331,2.732|#|#|-0.2755,0.601|#|#|#|#|#| THEN  8 With Confidence=1.0 and Coverage=0.12345679
9:IF #|#|#|-3.657,-3.0585|2.343,2.7275|#|#|-0.2795,0.5945|#|#|#|#|#| THEN  10 With Confidence=1.0 and Coverage=0.12345679
10:IF #|#|#|#|#|1.1164999999999998,#|#|#|#|#|#|#|#| THEN  0 With Confidence=1.0 and Coverage=0.11111111
11:IF #|#|#|-2.4314999999999998,-2.3129999999999997|#|#|#|#|#|#|#|-0.0685,#|#| THEN  5 With Confidence=1.0 and Coverage=0.11111111
12:IF #|#|#|-2.5389999999999997,#|0.3935,1.1275|#|#|0.3645,#|#|#|#|#|#| THEN  2 With Confidence=1.0 and Coverage=0.11111111
13:IF #|#|#|#|3.7439999999999998,3.77|#|#|#|#|#|#|#|#| THEN  7 With Confidence=1.0 and Coverage=0.061728396
14:IF #|#|#|#|#|#|#|#,-0.4935|#|#|#,-0.6865000000000001|#|#| THEN  2 With Confidence=1.0 and Coverage=0.049382716
15:IF #|#|#|-2.9044999999999996,-2.6325000000000003|#|#|#|#|#|#|#|#,-1.1745|#| THEN  10 With Confidence=1.0 and Coverage=0.049382716
16:IF #|#|#|-2.3775,#|3.041,#|#|#|#|#|#|#|#|#| THEN  4 With Confidence=1.0 and Coverage=0.049382716
17:IF #|#|#|-2.6345,-2.1035000000000004|3.6215,#|#|#|#|#|#|#|#|#| THEN  4 With Confidence=1.0 and Coverage=0.049382716
18:IF #|#|#|#|3.5484999999999998,3.5789999999999997|#|#|#|#|#|#|#|#| THEN  6 With Confidence=1.0 and Coverage=0.037037037
19:IF #|#|#|#|#,-0.059|#|#|#|#|#|#|#|#| THEN  0 With Confidence=0.9767442 and Coverage=0.5185185
20:IF #|#|#|#,-4.279|#|#|-0.1215,0.943|#|#|-0.4435,0.644|#|#|#| THEN  9 With Confidence=0.969697 and Coverage=0.39506173
21:IF #|#|#|-2.307,-1.315|#|#|#|#|#,0.208|-0.4005,#|#|#|#| THEN  3 With Confidence=0.96428573 and Coverage=0.33333334
22:IF #|#|#|#|#,0.0605|#|#|#|#|#|#|#,0.0795|#| THEN  0 With Confidence=0.94 and Coverage=0.5802469
23:IF #|#|#|-2.307,-1.3450000000000002|0.9055,2.5469999999999997|#|#,1.5295|#|#,0.5145|#|#|#|#| THEN  3 With Confidence=0.9302326 and Coverage=0.49382716
24:IF #|#|#|-3.1585,#|1.0074999999999998,1.1855|#|#|#|#|#|#|-1.104,-0.561|#| THEN  2 With Confidence=0.9230769 and Coverage=0.14814815
25:IF #|#|#|-4.691,-2.393|3.6559999999999997,#|#|#|#|#|#|#|-0.8385,0.6585000000000001|#| THEN  7 With Confidence=0.9166667 and Coverage=0.4074074
26:IF #|#|#|#|-0.059,0.326|#|#,0.943|#|#|#|#|#|#| THEN  1 With Confidence=0.9166667 and Coverage=0.27160493
