5.4, 3.4, 1.7, 0.2, Iris-setosa
6.1, 2.8, 4.0, 1.3, Iris-versicolor
5.8, 2.6, 4.0, 1.2, Iris-versicolor
6.5, 3.0, 5.8, 2.2, Iris-virginica
7.7, 2.6, 6.9, 2.3, Iris-virginica
7.7, 2.8, 6.7, 2.0, Iris-virginica
6.5, 3.0, 5.2, 2.0, Iris-virginica
5.4, 3.7, 1.5, 0.2, Iris-setosa
5.0, 2.0, 3.5, 1.0, Iris-versicolor
6.8, 3.0, 5.5, 2.1, Iris-virginica
6.7, 3.1, 4.4, 1.4, Iris-versicolor
5.1, 3.3, 1.7, 0.5, Iris-setosa
5.0, 3.5, 1.3, 0.3, Iris-setosa
5.0, 3.5, 1.6, 0.6, Iris-setosa
6.8, 2.8, 4.8, 1.4, Iris-versicolor

