5.7, 3.0, 4.2, 1.2, Iris-versicolor
6.3, 2.9, 5.6, 1.8, Iris-virginica
6.4, 2.8, 5.6, 2.2, Iris-virginica
4.9, 3.1, 1.5, 0.1, Iris-setosa
4.8, 3.4, 1.6, 0.2, Iris-setosa
5.8, 4.0, 1.2, 0.2, Iris-setosa
6.5, 2.8, 4.6, 1.5, Iris-versicolor
6.0, 2.2, 4.0, 1.0, Iris-versicolor
6.4, 2.7, 5.3, 1.9, Iris-virginica
6.2, 2.2, 4.5, 1.5, Iris-versicolor
5.8, 2.7, 5.1, 1.9, Iris-virginica
6.7, 3.0, 5.2, 2.3, Iris-virginica
5.5, 3.5, 1.3, 0.2, Iris-setosa
4.5, 2.3, 1.3, 0.3, Iris-setosa
6.0, 2.9, 4.5, 1.5, Iris-versicolor

