5.1, 3.8, 1.5, 0.3, Iris-setosa
6.0, 3.4, 4.5, 1.6, Iris-versicolor
5.6, 2.7, 4.2, 1.3, Iris-versicolor
7.2, 3.6, 6.1, 2.5, Iris-virginica
6.0, 2.2, 5.0, 1.5, Iris-virginica
6.9, 3.2, 5.7, 2.3, Iris-virginica
6.3, 2.7, 4.9, 1.8, Iris-virginica
4.3, 3.0, 1.1, 0.1, Iris-setosa
5.7, 2.8, 4.5, 1.3, Iris-versicolor
6.1, 2.9, 4.7, 1.4, Iris-versicolor
5.2, 3.5, 1.5, 0.2, Iris-setosa
5.2, 3.4, 1.4, 0.2, Iris-setosa
6.9, 3.1, 5.1, 2.3, Iris-virginica
5.0, 3.4, 1.6, 0.4, Iris-setosa
6.6, 3.0, 4.4, 1.4, Iris-versicolor

