1:IF #|#|#|0.9550000000000001,#|#|#,0.05|#|#,0.335|#| THEN  6 With Confidence=1.0 and Coverage=0.875
2:IF #|#|#,1.855|#|#|#|8.254999999999999,9.469999999999999|#|#| THEN  7 With Confidence=1.0 and Coverage=0.8076923
3:IF 1.517195,1.5180950000000002|#|#|1.105,1.4849999999999999|#|#|#|#|#,0.185| THEN  1 With Confidence=1.0 and Coverage=0.42857143
4:IF #|#|#|2.1950000000000003,2.95|#|#|#|#|#| THEN  7 With Confidence=1.0 and Coverage=0.42307693
5:IF #|#|#|#,1.4049999999999998|72.59,72.71000000000001|#|8.31,9.67|#|#| THEN  3 With Confidence=1.0 and Coverage=0.33333334
6:IF #|#|#|2.95,#|#|#|#|#|#| THEN  5 With Confidence=1.0 and Coverage=0.25
7:IF #|#|#|1.39,#|#|#|8.01,8.215|#|#,0.175| THEN  2 With Confidence=1.0 and Coverage=0.16176471
8:IF #|#|#|0.5700000000000001,0.655|#|#|#|#|#| THEN  3 With Confidence=1.0 and Coverage=0.13333334
9:IF 1.5166849999999998,1.517335|#|#|#|#|#|7.6850000000000005,8.325|#|#| THEN  2 With Confidence=1.0 and Coverage=0.13235295
10:IF #|#|#|#|#|#|12.870000000000001,#|#|#| THEN  2 With Confidence=1.0 and Coverage=0.10294118
11:IF #,1.51715|#|2.735,#|#|#|#|6.79,8.29|#|#,0.155| THEN  2 With Confidence=0.9655172 and Coverage=0.4117647
12:IF #|#|#|#|#|#|#|0.195,#|#,0.155| THEN  7 With Confidence=0.9583333 and Coverage=0.88461536
13:IF #|#|#,3.4050000000000002|#,1.1749999999999998|#|#|#|#|#| THEN  2 With Confidence=0.90909094 and Coverage=0.14705883
14:IF #|#|2.26,#|1.4049999999999998,#|#|#|7.02,8.325|#|#| THEN  2 With Confidence=0.90625 and Coverage=0.42647058
15:IF #|#,14.145|#,2.1399999999999997|1.39,#|#|#|#|#,0.255|#| THEN  5 With Confidence=0.84615386 and Coverage=0.9166667
16:IF 1.51715,1.5180950000000002|#|#|#|#|0.325,0.685|#|#|#| THEN  1 With Confidence=0.84615386 and Coverage=0.52380955
17:IF #|#|#|1.2149999999999999,#|#|#|7.6850000000000005,8.29|#|#| THEN  2 With Confidence=0.84210527 and Coverage=0.47058824
18:IF #|#|#|1.4049999999999998,1.5|#|#|#|#|#| THEN  2 With Confidence=0.8125 and Coverage=0.19117647
19:IF #|#|2.1399999999999997,2.545|#|#|#|#|#|#,0.13| THEN  6 With Confidence=0.8 and Coverage=0.5
20:IF 1.517195,1.518375|#|#|#|#|0.475,0.665|#|#|#| THEN  1 With Confidence=0.79545456 and Coverage=0.5555556
21:IF #|#|#,1.9849999999999999|#|#|0.315,#|#|#|#,0.155| THEN  5 With Confidence=0.75 and Coverage=0.75
22:IF #|#|2.26,#|1.4049999999999998,#|#|#|6.5600000000000005,12.870000000000001|#|#| THEN  2 With Confidence=0.75 and Coverage=0.5294118
23:IF #|#|#|#,1.3650000000000002|#|#|8.344999999999999,10.365|#|#,0.185| THEN  1 With Confidence=0.7288136 and Coverage=0.6825397
24:IF #,1.5211000000000001|#|1.9849999999999999,#|1.4049999999999998,#|#|#|#|#,0.335|#| THEN  2 With Confidence=0.7254902 and Coverage=0.5441176
