1:IF #|#|#|#|#,-0.1235|#|#|#|#|#|#|#|#| THEN  0 With Confidence=1.0 and Coverage=0.5185185
2:IF #|#|#|#,-4.337|#|#|-0.393,0.824|#|#|#|#|#|#| THEN  9 With Confidence=1.0 and Coverage=0.43209878
3:IF #|#|#|-2.206,#|0.6855,#|#|#|#|#|#|#,0.114|#|#| THEN  3 With Confidence=1.0 and Coverage=0.39506173
4:IF #|#|#|#|3.3665000000000003,#|#|#|#,-0.992|#|#|#|#|#| THEN  7 With Confidence=1.0 and Coverage=0.2962963
5:IF #|#|#|-3.3114999999999997,-2.9715|2.722,#|#|#|#,-0.352|#|#|#|#|#| THEN  6 With Confidence=1.0 and Coverage=0.25925925
6:IF #|#|#|-3.1260000000000003,#|-0.1235,0.3325|#|-0.393,0.817|#|#|#|#|#|#| THEN  1 With Confidence=1.0 and Coverage=0.24691358
7:IF #|#|#|-5.0535,-4.7725|#|#|#|#|#|#|#|#|#| THEN  9 With Confidence=1.0 and Coverage=0.2345679
8:IF #|#|#|-2.1225,-1.9535|1.1855,#|#|#|#|#|#|#|#|#| THEN  3 With Confidence=1.0 and Coverage=0.20987654
9:IF #|#|#|-3.1260000000000003,#|0.6545000000000001,3.319|#,-1.1615|#|#|#|#|#,0.11699999999999999|#|-0.16949999999999998,0.621| THEN  4 With Confidence=1.0 and Coverage=0.17283951
10:IF #|#|#|-2.8440000000000003,#|0.6545000000000001,0.7725|#|#|#|#|#|#|#|#| THEN  2 With Confidence=1.0 and Coverage=0.16049382
11:IF #|#|#|-2.9684999999999997,-2.508|2.722,3.528|#|#|#|#|#|#|#|-1.2690000000000001,-0.1925| THEN  4 With Confidence=1.0 and Coverage=0.16049382
12:IF #|#|#|-4.047499999999999,-3.895|#|#|-0.393,0.824|#|#|-0.721,0.6125|#|-1.408,0.174|-1.2690000000000001,-0.2255| THEN  8 With Confidence=1.0 and Coverage=0.16049382
13:IF #|#|#|-3.315,#|#|#|#|#|#|#|#|0.859,#|#| THEN  6 With Confidence=1.0 and Coverage=0.12345679
14:IF #|#|#|-2.451,-2.317|#|-0.912,#|#|-0.568,0.722|#|#|#|#|#| THEN  5 With Confidence=1.0 and Coverage=0.09876543
15:IF #|#|#|-2.4485,-2.4050000000000002|#|#|#,0.149|#|#|#|#|#|#| THEN  5 With Confidence=1.0 and Coverage=0.086419754
16:IF #|#|#|-3.742,-2.9725|#|#|0.3155,0.4455|#|#|#|#|#|-1.201,-0.2345| THEN  10 With Confidence=1.0 and Coverage=0.074074075
17:IF #|#|#|-2.508,-2.035|3.2485,#|#|#|#|#|#|#|#|#| THEN  4 With Confidence=1.0 and Coverage=0.061728396
18:IF #|#|#|-3.91,-3.8600000000000003|#|#|-0.3875,0.817|#|#|#|#|#|#,0.728| THEN  8 With Confidence=1.0 and Coverage=0.061728396
19:IF #|#|#|-4.047499999999999,-3.895|#|#|0.307,0.8265|#|#|#|#|#|#| THEN  8 With Confidence=1.0 and Coverage=0.049382716
20:IF #|#|#|#|#|#|#|#|#,-0.7450000000000001|#|#|#|#| THEN  1 With Confidence=1.0 and Coverage=0.037037037
21:IF #|#|#|#|#|#|#|#|#|-0.4455,-0.4445|#|#|#| THEN  2 With Confidence=1.0 and Coverage=0.024691358
22:IF #|#|#|-2.567,-2.5625|#|#|#|#|#|#|#|#|#| THEN  4 With Confidence=1.0 and Coverage=0.024691358
23:IF #|#|#|#|#|#|0.4285,0.4335|#|#|#|#|#|#| THEN  10 With Confidence=1.0 and Coverage=0.024691358
24:IF #|#|#|#,-4.2425|#|#|-0.3875,0.8125|#|#|-0.705,0.607|#|#|#| THEN  9 With Confidence=0.9736842 and Coverage=0.45679012
25:IF #|#|#|#,-4.2425|#|#|-0.386,0.8134999999999999|#|#|#|#|#|#| THEN  9 With Confidence=0.95 and Coverage=0.4691358
26:IF #|#|#|-2.9684999999999997,-2.5115|2.722,3.517|#|#|#|#|#|#|#|#,0.7335| THEN  4 With Confidence=0.95 and Coverage=0.2345679
27:IF #|#|#|-4.23,-3.326|3.0629999999999997,#|#|#|#,-0.9844999999999999|#|#|#|#|#| THEN  7 With Confidence=0.94736844 and Coverage=0.44444445
28:IF #|#|#|-2.508,-2.3129999999999997|#|-0.926,#|#,0.1515|#|#|#|#|#|#| THEN  5 With Confidence=0.94736844 and Coverage=0.22222222
29:IF #|#|#|-3.742,-2.9745|0.3515,2.7255000000000003|#|-0.4155,0.824|-0.6904999999999999,0.729|#|#|#|#|-1.2690000000000001,-0.197| THEN  10 With Confidence=0.9444444 and Coverage=0.20987654
30:IF #|#|#|#|3.6790000000000003,#|#|#|#|#|#|0.2305,1.67|#|#| THEN  7 With Confidence=0.9375 and Coverage=0.37037036
31:IF #|#|#|#|#,-0.059|#|#|#|#|#|#|#|#| THEN  0 With Confidence=0.9361702 and Coverage=0.54320985
