5.1, 3.7, 1.5, 0.4, Iris-setosa
5.0, 3.2, 1.2, 0.2, Iris-setosa
5.5, 3.5, 1.3, 0.2, Iris-setosa
5.1, 3.4, 1.5, 0.2, Iris-setosa
7.0, 3.2, 4.7, 1.4, Iris-versicolor
6.9, 3.1, 4.9, 1.5, Iris-versicolor
6.3, 2.3, 4.4, 1.3, Iris-versicolor
5.1, 2.5, 3.0, 1.1, Iris-versicolor
6.2, 2.8, 4.8, 1.8, Iris-virginica
6.1, 3.0, 4.9, 1.8, Iris-virginica
6.3, 2.8, 5.1, 1.5, Iris-virginica
6.3, 3.4, 5.6, 2.4, Iris-virginica
5.8, 2.8, 5.1, 2.4, Iris-virginica
5.2, 4.1, 1.5, 0.1, Iris-setosa
5.6, 2.5, 3.9, 1.1, Iris-versicolor

