1:IF #|#,3.5|#,3.5|#|#|#,2.5|#|#|#| THEN  2 With Confidence=1.0 and Coverage=0.8947368
2:IF #|#|#|#|#| 10,#|3.5,#|#|#| THEN  4 With Confidence=1.0 and Coverage=0.4976744
3:IF #,6.5|#,3.5|#|#|#|#|#,3.5|#,2.5|#| THEN  2 With Confidence=0.99727523 and Coverage=0.91729325
4:IF #|#|#, 1|#|#|#|#|#|#| THEN  2 With Confidence=0.9936102 and Coverage=0.7794486
5:IF #|#|#|#|#| 10,#|#|#|#| THEN  4 With Confidence=0.9747899 and Coverage=0.53953487
6:IF 6.5,#|#|#|#|#|#|#|#|#| THEN  4 With Confidence=0.9710145 and Coverage=0.6232558
7:IF #|#|3.5,#|#|#|#|#|#|#| THEN  4 With Confidence=0.9162561 and Coverage=0.8651163
8:IF #|#|#|#|#|2.5,#|#|#|#| THEN  4 With Confidence=0.8539823 and Coverage=0.89767444

1:IF 10,#|#|#|#|#|#|#|#|#| THEN  4 With Confidence=1.0 and Coverage=0.29302326
2:IF #,6.5|#|#|#|#|#,2.5|#|#,3.5|#| THEN  2 With Confidence=0.9916201 and Coverage=0.8897243
3:IF 6.5,#|#|#|#|#|2.5,#|#|#|#| THEN  4 With Confidence=0.99159664 and Coverage=0.5488372
4:IF #,6.5|#|#|#|#|#|#,3.5|#,3.5|#| THEN  2 With Confidence=0.98670214 and Coverage=0.9298246
5:IF #|#|#|#|#|#,2.5|#|#,3.5|#| THEN  2 With Confidence=0.98626375 and Coverage=0.8997494
6:IF 6.5,#|#|#|#|#|#|#|#|#| THEN  4 With Confidence=0.962963 and Coverage=0.60465115
7:IF #|#|#|#|2.5,#|1.5,#|3.5,#|#|#| THEN  4 With Confidence=0.9622642 and Coverage=0.7116279
8:IF 4.5,#|#|#|#|#|#|3.5,#|#|#| THEN  4 With Confidence=0.96202534 and Coverage=0.7069768
9:IF #,6.5|#|#|#,3.5|#|#|#|#|#| THEN  2 With Confidence=0.9432099 and Coverage=0.95739347
10:IF #|#|#|#|2.5,#|2.5,#|#|#|#| THEN  4 With Confidence=0.9251337 and Coverage=0.80465114
11:IF #|#|#|#|#|#|#|3.5,#|#| THEN  4 With Confidence=0.9235669 and Coverage=0.6744186

1:IF #|#|#|#|#,2.5|#,1.5|#|#|#| THEN  2 With Confidence=1.0 and Coverage=0.81453633
2:IF #|#|#|#|#| 10,#|#|#|#| THEN  4 With Confidence=0.982906 and Coverage=0.53488374
3:IF #|#|#|3.5,#|#|#|3.5,#|#|#| THEN  4 With Confidence=0.97692305 and Coverage=0.59069765
4:IF 6.5,#|#|#|#|#|#|#|#|#| THEN  4 With Confidence=0.9699248 and Coverage=0.6
5:IF 4.5,#|#|#|#|#|#|3.5,#|#|#| THEN  4 With Confidence=0.9681529 and Coverage=0.7069768
6:IF #,6.5|#|#|#|#|#,3.5|#|#|#| THEN  2 With Confidence=0.96419436 and Coverage=0.9448621
7:IF 1.5,#|#|#|#|#|2.5,#|3.5,#|#|#| THEN  4 With Confidence=0.9634146 and Coverage=0.7348837
8:IF #,6.5|#|#|#,3.5|#|#|#|#|#| THEN  2 With Confidence=0.94840294 and Coverage=0.96741855
9:IF #|#|#|#|#|3.5,#|#|#|#| THEN  4 With Confidence=0.905 and Coverage=0.8418605

1:IF #|#|#|#|#,2.5|#, 1|#|#|#| THEN  2 With Confidence=1.0 and Coverage=0.80701756
2:IF 10,#|#|#|#|#|#|#|#|#| THEN  4 With Confidence=1.0 and Coverage=0.27314815
3:IF 1.5,#|#|#|#|#| 10,#|#|#|#| THEN  4 With Confidence=0.98275864 and Coverage=0.5277778
4:IF #|#|#|3.5,#|#|#|3.5,#|#|#| THEN  4 With Confidence=0.9767442 and Coverage=0.5833333
5:IF #|#|#|#|2.5,#|3.5,#|3.5,#|#|#| THEN  4 With Confidence=0.97183096 and Coverage=0.6388889
6:IF 4.5,#|#|#|#|#|#|3.5,#|#|#| THEN  4 With Confidence=0.96644294 and Coverage=0.6666667
7:IF 4.5,#|#|#|#|#|2.5,#|#|#|#| THEN  4 With Confidence=0.95428574 and Coverage=0.7731481
8:IF #|#|#|#|#|#|#,3.5|#|#| THEN  2 With Confidence=0.89534885 and Coverage=0.9649123
9:IF #|#|#|#,3.5|#|#|#|#|#| THEN  2 With Confidence=0.8471616 and Coverage=0.97243106

1:IF #,6.5|#,3.5|#|#|#|#,1.5|#|#|#| THEN  2 With Confidence=1.0 and Coverage=0.8675
2:IF #|#,3.5|#|#|#|#,3.5|#,3.5|#|#| THEN  2 With Confidence=0.99727523 and Coverage=0.915
3:IF #,6.5|#,3.5|#|#|#|#,3.5|#|#|#| THEN  2 With Confidence=0.9946667 and Coverage=0.9325
4:IF 6.5,#|#|#|#|#|1.5,#|#|#|#| THEN  4 With Confidence=0.9921875 and Coverage=0.59069765
5:IF #,6.5|#,3.5|#|#|#|#|#,3.5|#|#| THEN  2 With Confidence=0.98687667 and Coverage=0.94
6:IF #,6.5|#|#|#,5.5|#|#|#,3.5|#|#| THEN  2 With Confidence=0.984375 and Coverage=0.945
7:IF 6.5,#|#|#|#|#|#|#|#|#| THEN  4 With Confidence=0.9782609 and Coverage=0.627907
8:IF #|3.5,#|#|#|#|#|3.5,#|#|#| THEN  4 With Confidence=0.9746835 and Coverage=0.7162791
9:IF #|#|#|#|2.5,#|#|3.5,#|#|#| THEN  4 With Confidence=0.9585799 and Coverage=0.75348836
10:IF #|3.5,#|#|#|2.5,#|#|#|#|#| THEN  4 With Confidence=0.9550562 and Coverage=0.7906977
11:IF #|#,3.5|#|#|#|#|#|#|#| THEN  2 With Confidence=0.9241706 and Coverage=0.975

1:IF 10,#|#|#|#|#|#|#|#|#| THEN  4 With Confidence=1.0 and Coverage=0.2883721
2:IF #,6.5|#|#|#,3.5|#|#,2.5|#|#|#| THEN  2 With Confidence=0.9917808 and Coverage=0.905
3:IF #|#|#|#|#| 10,#|#|#|#| THEN  4 With Confidence=0.9913793 and Coverage=0.53488374
4:IF #|#|#|#|#|#|#, 1|#|#| THEN  2 With Confidence=0.98540145 and Coverage=0.3375
5:IF #|#|#|#|#|#,2.5|#,3.5|#|#| THEN  2 With Confidence=0.9836066 and Coverage=0.9
6:IF 4.5,#|#|#|#|#|2.5,#|3.5,#|#|#| THEN  4 With Confidence=0.9781022 and Coverage=0.6232558
7:IF #|#|#|3.5,#|#|#|3.5,#|#|#| THEN  4 With Confidence=0.97727275 and Coverage=0.6
8:IF 1.5,#|#|#|#|#|3.5,#|3.5,#|#|#| THEN  4 With Confidence=0.9738562 and Coverage=0.69302326
9:IF 6.5,#|#|#|#|#|#|#|#|#| THEN  4 With Confidence=0.962963 and Coverage=0.60465115
