106, 49, 107, 194, 57, 11, 214, 31, 24, 161, 224, 670, 172, 67, 0, 39, 192, 206, opel
90, 43, 72, 172, 59, 8, 154, 42, 19, 144, 174, 360, 158, 61, 15, 9, 203, 209, saab
93, 35, 72, 172, 62, 7, 149, 44, 19, 124, 169, 334, 125, 62, 5, 30, 203, 210, opel
106, 49, 106, 211, 64, 9, 208, 32, 24, 158, 224, 645, 184, 68, 1, 24, 190, 202, saab
87, 39, 74, 152, 58, 6, 151, 44, 19, 136, 174, 337, 140, 70, 1, 33, 187, 196, saab
89, 44, 70, 137, 58, 6, 136, 49, 18, 146, 168, 273, 166, 78, 10, 3, 186, 187, van
101, 51, 105, 212, 68, 10, 209, 32, 24, 162, 222, 653, 224, 73, 5, 23, 186, 195, opel
86, 43, 66, 130, 56, 7, 152, 44, 19, 142, 177, 340, 173, 81, 6, 14, 181, 185, bus
90, 39, 86, 169, 62, 7, 162, 41, 20, 131, 194, 388, 147, 74, 1, 22, 185, 191, opel
81, 44, 72, 139, 60, 6, 153, 44, 19, 146, 180, 347, 178, 81, 1, 15, 182, 186, bus
107, 54, 98, 210, 66, 11, 218, 31, 24, 169, 221, 704, 216, 71, 14, 0, 188, 197, saab
86, 42, 65, 116, 53, 6, 152, 45, 19, 141, 175, 335, 172, 85, 5, 4, 179, 183, bus
98, 40, 77, 171, 61, 6, 172, 37, 21, 139, 197, 457, 141, 72, 4, 17, 199, 201, bus
85, 45, 70, 130, 58, 8, 151, 45, 19, 146, 171, 334, 187, 79, 2, 5, 181, 186, bus
105, 54, 100, 220, 69, 10, 221, 30, 25, 170, 232, 718, 202, 73, 0, 13, 187, 199, saab
88, 38, 58, 137, 60, 5, 148, 46, 19, 131, 163, 319, 157, 86, 12, 0, 180, 183, saab
100, 49, 96, 206, 63, 9, 186, 35, 22, 156, 202, 519, 176, 62, 3, 5, 197, 205, opel
105, 56, 98, 209, 64, 11, 217, 31, 24, 173, 225, 696, 216, 72, 2, 19, 188, 199, opel
99, 43, 89, 195, 63, 8, 186, 35, 22, 144, 210, 521, 166, 68, 6, 13, 191, 199, saab
86, 42, 65, 113, 50, 8, 152, 45, 19, 141, 169, 332, 171, 85, 4, 16, 179, 183, bus
88, 40, 73, 173, 68, 7, 150, 44, 19, 137, 174, 341, 151, 69, 2, 20, 196, 200, bus
86, 38, 86, 175, 60, 9, 170, 39, 21, 134, 191, 433, 138, 68, 1, 28, 191, 199, saab
78, 36, 51, 116, 56, 4, 120, 57, 17, 124, 135, 209, 135, 84, 1, 12, 177, 184, opel
101, 53, 108, 184, 54, 12, 216, 31, 24, 172, 220, 685, 187, 68, 4, 24, 190, 201, opel
96, 36, 74, 183, 70, 6, 149, 43, 19, 127, 178, 341, 127, 69, 0, 17, 201, 205, bus
96, 39, 58, 117, 51, 6, 133, 52, 18, 139, 154, 255, 150, 86, 6, 0, 181, 182, van
93, 42, 64, 123, 51, 7, 135, 51, 18, 144, 164, 262, 155, 78, 16, 12, 185, 185, van
98, 47, 109, 202, 59, 11, 199, 34, 23, 154, 207, 586, 165, 61, 1, 33, 194, 208, saab
91, 36, 60, 126, 56, 6, 119, 56, 17, 130, 139, 211, 118, 67, 6, 14, 192, 198, van
101, 55, 101, 183, 57, 13, 225, 30, 25, 177, 225, 741, 204, 71, 5, 10, 186, 198, opel
92, 45, 76, 162, 57, 7, 159, 41, 20, 147, 184, 381, 177, 69, 8, 10, 190, 195, saab
88, 48, 90, 178, 60, 8, 175, 38, 21, 152, 200, 460, 198, 68, 13, 16, 192, 199, saab
88, 43, 70, 177, 74, 19, 152, 44, 19, 143, 180, 342, 168, 76, 1, 9, 186, 189, bus
107, 51, 103, 182, 56, 11, 213, 31, 24, 162, 226, 673, 217, 72, 2, 4, 188, 198, saab
86, 38, 58, 119, 56, 4, 118, 57, 17, 129, 140, 208, 152, 78, 9, 2, 184, 186, van
113, 48, 98, 208, 62, 9, 203, 33, 23, 151, 216, 613, 183, 64, 17, 29, 193, 204, saab
85, 43, 66, 121, 54, 7, 150, 46, 19, 147, 169, 324, 175, 87, 0, 5, 179, 182, bus
97, 35, 66, 151, 64, 8, 128, 52, 18, 129, 148, 246, 112, 66, 6, 2, 195, 200, van
94, 43, 69, 161, 59, 7, 152, 43, 19, 143, 175, 349, 187, 67, 12, 11, 193, 198, saab
104, 55, 105, 216, 68, 11, 205, 32, 23, 169, 221, 623, 216, 71, 9, 18, 189, 196, opel
109, 53, 103, 210, 63, 11, 219, 30, 25, 172, 229, 707, 212, 71, 6, 3, 188, 199, saab
84, 38, 74, 138, 57, 8, 139, 49, 18, 127, 160, 282, 127, 72, 9, 20, 183, 191, opel
89, 38, 78, 153, 61, 7, 146, 46, 19, 127, 166, 314, 142, 69, 0, 9, 187, 194, opel
80, 36, 69, 127, 56, 7, 128, 53, 18, 124, 147, 240, 133, 70, 2, 21, 183, 191, opel
79, 43, 72, 141, 62, 8, 153, 44, 19, 144, 175, 344, 174, 78, 0, 8, 182, 188, bus
89, 50, 83, 195, 65, 6, 178, 37, 21, 156, 207, 481, 210, 71, 1, 6, 189, 194, opel
98, 46, 77, 199, 71, 7, 166, 39, 20, 150, 184, 422, 180, 69, 13, 9, 200, 203, bus
86, 35, 44, 110, 54, 2, 119, 57, 17, 121, 139, 208, 137, 90, 6, 1, 180, 183, van
102, 43, 96, 197, 63, 10, 185, 36, 22, 142, 202, 513, 139, 65, 8, 12, 195, 204, opel
86, 45, 70, 122, 56, 7, 148, 45, 19, 144, 170, 324, 186, 84, 9, 5, 180, 183, bus
95, 46, 76, 162, 66, 11, 162, 42, 20, 155, 175, 381, 172, 74, 8, 4, 184, 193, van
88, 40, 69, 146, 59, 7, 130, 51, 18, 134, 147, 252, 144, 64, 1, 1, 193, 200, opel
105, 51, 105, 197, 60, 11, 191, 35, 22, 162, 207, 545, 194, 64, 18, 4, 196, 205, saab
92, 41, 66, 125, 52, 7, 139, 50, 18, 143, 160, 275, 161, 81, 7, 19, 182, 184, van
89, 38, 82, 156, 59, 8, 153, 43, 19, 129, 179, 351, 137, 70, 1, 1, 187, 192, saab
94, 45, 85, 163, 68, 10, 157, 44, 20, 156, 170, 357, 176, 73, 17, 11, 187, 195, van
101, 55, 107, 200, 61, 11, 225, 30, 25, 178, 228, 730, 204, 74, 8, 35, 187, 201, opel
103, 52, 103, 170, 52, 7, 236, 28, 26, 160, 254, 816, 250, 82, 3, 23, 183, 184, bus
86, 37, 77, 144, 54, 7, 154, 43, 19, 127, 179, 352, 145, 71, 14, 13, 186, 191, opel
85, 43, 69, 141, 62, 7, 152, 44, 19, 145, 178, 341, 179, 84, 1, 4, 181, 184, bus
100, 36, 73, 199, 73, 6, 162, 40, 20, 127, 189, 401, 125, 72, 6, 19, 200, 204, bus
91, 36, 72, 162, 60, 8, 150, 44, 19, 133, 166, 334, 121, 63, 2, 22, 196, 205, saab
91, 41, 64, 148, 61, 8, 129, 51, 18, 142, 161, 249, 153, 68, 6, 12, 194, 201, van
115, 51, 100, 201, 60, 12, 196, 34, 23, 162, 207, 573, 184, 62, 22, 1, 198, 208, saab
102, 52, 98, 225, 71, 10, 214, 31, 24, 164, 228, 682, 199, 71, 0, 16, 187, 196, opel
80, 44, 68, 120, 53, 8, 151, 45, 19, 146, 170, 333, 190, 80, 4, 16, 180, 185, bus
90, 39, 85, 160, 59, 7, 163, 41, 20, 131, 189, 396, 158, 71, 7, 13, 186, 192, saab
104, 53, 108, 204, 64, 11, 220, 31, 25, 172, 226, 707, 203, 71, 14, 30, 189, 203, saab
87, 38, 71, 123, 53, 8, 137, 49, 18, 127, 158, 277, 145, 75, 0, 9, 181, 186, saab
95, 41, 82, 170, 65, 9, 145, 46, 19, 145, 163, 314, 140, 64, 4, 8, 199, 207, van
97, 37, 70, 173, 66, 7, 151, 43, 19, 129, 167, 346, 119, 65, 0, 16, 201, 208, bus
85, 36, 66, 123, 55, 5, 120, 56, 17, 128, 140, 212, 131, 73, 1, 18, 186, 190, van
107, 57, 106, 172, 50, 6, 255, 26, 28, 169, 280, 957, 264, 85, 5, 9, 181, 183, bus
86, 36, 70, 143, 61, 9, 133, 50, 18, 130, 153, 266, 127, 66, 2, 10, 194, 202, van
84, 37, 53, 121, 59, 5, 123, 55, 17, 125, 141, 221, 133, 82, 7, 1, 179, 183, van
102, 45, 85, 193, 64, 6, 192, 33, 22, 146, 217, 570, 163, 76, 6, 7, 195, 193, bus
82, 44, 72, 118, 52, 7, 152, 44, 19, 147, 174, 340, 177, 82, 2, 2, 180, 185, bus
86, 44, 78, 164, 68, 9, 142, 46, 18, 147, 168, 305, 171, 70, 1, 11, 190, 201, van
89, 41, 84, 141, 58, 9, 149, 45, 19, 145, 172, 330, 162, 72, 4, 18, 188, 200, van
86, 37, 60, 115, 54, 5, 119, 56, 17, 132, 141, 209, 129, 72, 2, 8, 186, 190, van
87, 44, 65, 124, 56, 6, 149, 46, 19, 144, 170, 321, 171, 87, 4, 12, 179, 182, bus
95, 42, 85, 174, 66, 9, 153, 44, 19, 144, 168, 347, 150, 65, 11, 5, 196, 204, van
85, 39, 77, 151, 59, 8, 150, 45, 19, 134, 176, 331, 133, 73, 0, 16, 184, 193, opel
88, 35, 50, 121, 58, 5, 114, 59, 17, 122, 132, 192, 138, 74, 21, 4, 182, 187, opel
93, 43, 85, 133, 54, 10, 155, 44, 19, 153, 174, 351, 165, 75, 12, 13, 184, 196, van

