1:IF #,12.78|#|#|#|#|#|0.975,#|#|#|#|#|#|#| THEN  2 With Confidence=1.0 and Coverage=0.859375
2:IF #|#|#|#|#|#|#|#|#|#,3.46|#|#|#| THEN  2 With Confidence=1.0 and Coverage=0.765625
3:IF #|#|#|#|#|#|#,1.5350000000000001|#|#|#|#,0.895|#|#| THEN  3 With Confidence=0.97619045 and Coverage=0.95348835
4:IF #|#|#|#|#|#|2.1799999999999997,#|#|#|#|#|#|679.0,#| THEN  1 With Confidence=0.9298246 and Coverage=1.0
5:IF #|#|#|#|#|#|#|#|#|#|#|#,2.005|#| THEN  3 With Confidence=0.90697676 and Coverage=0.90697676
6:IF #|#|#|#|#|#|0.975,#|#|#|#,5.35|#|#|#,987.5| THEN  2 With Confidence=0.8378378 and Coverage=0.96875

1:IF #|#|#|17.65,27.75|#|#|#,1.4|#|#|#|#,0.885|#|#| THEN  3 With Confidence=1.0 and Coverage=0.90697676
2:IF #|#|#|#|#|#|#|#|#|#,3.46|#|#|#| THEN  2 With Confidence=1.0 and Coverage=0.765625
3:IF 12.745000000000001,#|#|#|#|#|#|2.1799999999999997,#|#|#|#|#|#|676.5,#| THEN  1 With Confidence=0.9814815 and Coverage=1.0
4:IF #|#|#|#|#|#|#,1.2349999999999999|#|#|#|#|#|#| THEN  3 With Confidence=0.9268293 and Coverage=0.88372093
5:IF #|#|#|#|#|#|#|#|#|#,6.05|#|#|#,1000.0| THEN  2 With Confidence=0.6956522 and Coverage=1.0

1:IF #|#|#|#|#|#|#,1.315|#|#|4.475,#|#|#|#| THEN  3 With Confidence=1.0 and Coverage=0.8604651
2:IF #,12.86|#|#|#|#|#|#|#|#|#,3.82|#|#|#| THEN  2 With Confidence=1.0 and Coverage=0.734375
3:IF #|#|#|#|#|#|#|#|#|#|1.295,#|#|#| THEN  2 With Confidence=1.0 and Coverage=0.140625
4:IF #,12.78|#|#|#|#|#|0.975,#|#|#|#|#|#|#| THEN  2 With Confidence=0.9818182 and Coverage=0.84375
5:IF 12.745000000000001,#|#|#|#|#|#|2.1799999999999997,#|#|#|#|#|#|679.0,#| THEN  1 With Confidence=0.9814815 and Coverage=1.0
6:IF #|#|#|#|#|#|0.975,#|#|#|#,5.35|#|#|#,875.0| THEN  2 With Confidence=0.8955224 and Coverage=0.9375
7:IF #|#|#|#|#|#|#|#|#|#|#,0.935|#,2.67|#| THEN  3 With Confidence=0.89361703 and Coverage=0.9767442

