S, O, 1, 3, 1, 1, 2, 1, 0, 0, 0, C
S, O, 1, 3, 1, 2, 2, 1, 0, 0, 0, C
A, O, 1, 3, 1, 2, 2, 1, 1, 0, 0, D
R, I, 1, 3, 1, 1, 2, 1, 0, 0, 0, D
H, O, 1, 2, 1, 2, 2, 1, 0, 0, 0, D
X, O, 1, 3, 1, 1, 2, 1, 0, 0, 0, B
R, I, 1, 3, 1, 2, 2, 1, 0, 0, 0, D
R, O, 1, 3, 1, 1, 2, 1, 0, 0, 0, C
A, C, 1, 3, 1, 1, 2, 1, 3, 1, 0, E
X, O, 1, 3, 1, 1, 2, 1, 0, 0, 0, B
S, I, 2, 3, 1, 2, 2, 1, 0, 0, 0, E
R, X, 1, 3, 1, 1, 1, 1, 0, 0, 0, H
S, I, 1, 3, 1, 1, 2, 1, 1, 0, 0, C
S, O, 1, 2, 1, 1, 2, 1, 0, 0, 0, C
S, O, 1, 2, 1, 2, 2, 1, 1, 0, 0, D
K, C, 2, 3, 1, 2, 2, 2, 0, 0, 0, F
A, C, 2, 2, 1, 2, 2, 1, 1, 0, 0, F
S, O, 1, 1, 1, 2, 2, 1, 0, 0, 0, E
H, X, 1, 2, 1, 1, 1, 1, 0, 0, 0, H
S, X, 1, 1, 1, 1, 1, 1, 0, 0, 0, H
A, O, 1, 1, 1, 2, 2, 1, 3, 0, 0, E
A, I, 1, 2, 1, 2, 2, 1, 2, 0, 0, F
S, O, 1, 3, 1, 1, 2, 1, 0, 0, 0, D
S, X, 1, 2, 1, 1, 2, 1, 0, 0, 0, H
X, I, 1, 2, 1, 2, 2, 1, 0, 1, 0, B
A, I, 1, 2, 1, 1, 2, 1, 0, 0, 0, D
S, X, 1, 2, 1, 2, 1, 1, 0, 0, 0, H
S, X, 1, 2, 1, 2, 2, 1, 0, 0, 0, H
X, O, 1, 3, 1, 1, 2, 1, 0, 0, 0, B
X, O, 1, 3, 1, 1, 2, 1, 0, 0, 0, B
R, X, 1, 2, 1, 2, 2, 1, 0, 0, 0, H
X, O, 1, 3, 1, 1, 2, 1, 0, 0, 0, B
R, O, 1, 3, 1, 1, 2, 1, 0, 0, 0, C
S, O, 1, 3, 1, 1, 2, 1, 0, 1, 0, C
S, X, 1, 2, 1, 2, 2, 1, 0, 0, 0, H
S, X, 1, 2, 1, 1, 1, 1, 0, 0, 0, H
S, X, 1, 2, 1, 1, 1, 1, 0, 0, 0, H
X, O, 1, 2, 1, 1, 2, 1, 0, 0, 0, B
S, X, 1, 1, 1, 1, 2, 1, 0, 0, 0, H
S, X, 1, 3, 1, 1, 2, 1, 0, 0, 0, H
R, O, 1, 3, 1, 1, 2, 1, 0, 0, 0, C
R, O, 1, 3, 1, 1, 2, 1, 0, 1, 0, D
A, I, 1, 3, 1, 2, 2, 1, 0, 0, 0, D
R, O, 1, 2, 1, 1, 2, 1, 0, 0, 0, C
S, I, 1, 3, 1, 2, 2, 1, 5, 1, 0, E
S, O, 1, 1, 3, 2, 2, 1, 0, 0, 0, D
S, I, 2, 2, 1, 2, 2, 1, 3, 0, 0, E
R, I, 1, 2, 1, 2, 2, 1, 0, 0, 0, D
S, X, 1, 2, 1, 2, 1, 1, 0, 0, 0, H
S, X, 1, 2, 1, 1, 2, 1, 0, 0, 0, H
S, X, 2, 3, 1, 1, 2, 1, 0, 0, 0, H
S, I, 1, 3, 1, 1, 2, 1, 0, 0, 0, D
S, O, 1, 3, 1, 1, 2, 1, 0, 0, 0, D
S, I, 1, 3, 1, 1, 2, 1, 0, 0, 0, C
R, O, 1, 3, 1, 1, 2, 1, 0, 0, 0, C
H, O, 2, 2, 2, 2, 2, 1, 0, 0, 0, E
S, X, 1, 2, 1, 2, 2, 1, 0, 0, 0, H
S, I, 1, 3, 1, 1, 2, 1, 0, 0, 0, C
X, O, 1, 3, 1, 1, 2, 1, 0, 0, 0, B
A, X, 1, 3, 1, 1, 2, 1, 0, 0, 0, H
S, X, 1, 2, 1, 2, 1, 1, 0, 0, 0, H
X, O, 2, 2, 1, 1, 2, 1, 0, 0, 0, B
R, O, 1, 3, 1, 1, 2, 1, 0, 0, 0, C
X, O, 1, 3, 1, 1, 2, 1, 1, 0, 0, B
S, O, 1, 2, 1, 1, 2, 1, 0, 0, 0, C
R, O, 1, 2, 1, 1, 2, 1, 1, 0, 0, D
S, X, 1, 2, 1, 1, 2, 1, 0, 0, 0, H
S, X, 1, 3, 1, 1, 1, 1, 2, 0, 0, H
S, X, 1, 1, 2, 2, 2, 1, 0, 0, 0, H
S, X, 1, 3, 1, 2, 2, 1, 0, 0, 0, H
S, X, 1, 2, 1, 1, 2, 1, 0, 0, 0, H
S, X, 1, 2, 1, 1, 2, 1, 0, 0, 0, H
X, O, 1, 3, 1, 1, 2, 1, 0, 0, 0, B
S, X, 1, 2, 1, 2, 1, 1, 0, 0, 0, H
S, X, 1, 3, 1, 1, 1, 1, 0, 0, 0, H
K, I, 1, 2, 1, 2, 2, 1, 1, 0, 0, E
A, I, 1, 3, 1, 1, 2, 1, 0, 2, 0, D
K, C, 2, 2, 3, 2, 2, 2, 0, 0, 0, E
S, O, 1, 3, 1, 1, 2, 1, 0, 0, 0, D
A, I, 2, 2, 1, 2, 2, 1, 0, 0, 0, F
A, X, 1, 2, 1, 1, 1, 1, 0, 0, 0, H
S, X, 1, 3, 1, 1, 1, 1, 0, 0, 0, H
A, O, 1, 3, 1, 1, 2, 1, 0, 0, 0, D
H, O, 1, 3, 1, 2, 2, 1, 0, 0, 0, D
S, O, 1, 2, 1, 2, 2, 1, 0, 0, 0, C
A, I, 2, 3, 2, 1, 2, 1, 0, 0, 0, D
R, O, 1, 3, 1, 1, 2, 1, 1, 0, 0, C
S, X, 2, 2, 1, 1, 2, 1, 0, 0, 0, H
R, O, 1, 3, 1, 1, 2, 1, 0, 0, 0, C
S, X, 1, 2, 1, 1, 1, 1, 0, 0, 0, H
A, I, 1, 2, 1, 2, 2, 1, 1, 0, 0, E
S, O, 2, 3, 1, 1, 2, 1, 0, 0, 0, C
S, O, 2, 2, 1, 1, 2, 1, 0, 0, 0, D
R, O, 1, 3, 1, 1, 2, 1, 0, 0, 0, D
R, O, 1, 3, 1, 1, 2, 1, 0, 0, 0, C
X, I, 1, 3, 1, 1, 2, 1, 0, 0, 0, B
R, O, 1, 1, 1, 1, 2, 1, 0, 0, 0, C
X, O, 1, 3, 1, 1, 2, 1, 0, 0, 0, B
S, X, 1, 3, 1, 1, 2, 1, 0, 0, 0, H
A, I, 1, 2, 1, 2, 2, 1, 0, 0, 0, C
R, I, 1, 3, 1, 1, 2, 1, 0, 0, 0, D
A, I, 1, 2, 1, 1, 2, 1, 0, 0, 0, D
S, X, 1, 3, 1, 1, 1, 1, 0, 0, 0, H
S, X, 1, 3, 1, 2, 2, 1, 0, 0, 0, H
X, O, 1, 3, 1, 1, 2, 1, 0, 0, 0, B
A, I, 1, 3, 1, 2, 2, 1, 2, 0, 0, D

