12.0, 67.0, 48.0, 5.0, 74.0, 58.0, 63.0, im
5.0, 37.0, 48.0, 5.0, 66.0, 64.0, 69.0, im
83.0, 37.0, 48.0, 5.0, 61.0, 71.0, 74.0, im
7.0, 46.0, 48.0, 5.0, 56.0, 78.0, 73.0, im
12.0, 43.0, 48.0, 5.0, 63.0, 7.0, 74.0, im
85.0, 53.0, 48.0, 5.0, 53.0, 52.0, 35.0, imS
84.0, 49.0, 48.0, 5.0, 55.0, 78.0, 74.0, imU
64.0, 45.0, 48.0, 5.0, 67.0, 61.0, 66.0, imU
86.0, 55.0, 48.0, 5.0, 63.0, 81.0, 83.0, imU
74.0, 9.0, 48.0, 5.0, 57.0, 53.0, 29.0, om
64.0, 57.0, 48.0, 5.0, 7.0, 33.0, 26.0, om
67.0, 55.0, 1.0, 5.0, 66.0, 58.0, 16.0, omL
74.0, 49.0, 48.0, 5.0, 42.0, 54.0, 36.0, pp
63.0, 71.0, 48.0, 5.0, 6.0, 4.0, 39.0, pp
71.0, 86.0, 48.0, 5.0, 4.0, 54.0, 32.0, pp
62.0, 78.0, 48.0, 5.0, 47.0, 49.0, 54.0, pp
59.0, 61.0, 48.0, 5.0, 42.0, 42.0, 37.0, pp
56.0, 4.0, 48.0, 5.0, 49.0, 37.0, 46.0, cp
53.0, 38.0, 48.0, 5.0, 44.0, 26.0, 36.0, cp
34.0, 33.0, 48.0, 5.0, 38.0, 35.0, 44.0, cp
24.0, 35.0, 48.0, 5.0, 31.0, 19.0, 31.0, cp
38.0, 46.0, 48.0, 5.0, 48.0, 22.0, 29.0, cp
44.0, 56.0, 48.0, 5.0, 5.0, 46.0, 54.0, cp
57.0, 54.0, 48.0, 5.0, 37.0, 28.0, 33.0, cp
49.0, 43.0, 48.0, 5.0, 49.0, 3.0, 4.0, cp
41.0, 51.0, 48.0, 5.0, 58.0, 2.0, 31.0, cp
24.0, 41.0, 48.0, 5.0, 49.0, 23.0, 34.0, cp
34.0, 51.0, 48.0, 5.0, 44.0, 37.0, 46.0, cp
23.0, 34.0, 48.0, 5.0, 43.0, 26.0, 37.0, cp
3.0, 44.0, 48.0, 5.0, 49.0, 22.0, 33.0, cp
4.0, 41.0, 48.0, 5.0, 55.0, 22.0, 33.0, cp
44.0, 35.0, 48.0, 5.0, 44.0, 52.0, 59.0, cp
63.0, 47.0, 48.0, 5.0, 51.0, 82.0, 84.0, im
43.0, 4.0, 48.0, 5.0, 58.0, 75.0, 78.0, im

