5.5, 4.2, 1.4, 0.2, Iris-setosa
4.6, 3.2, 1.4, 0.2, Iris-setosa
5.6, 3.0, 4.5, 1.5, Iris-versicolor
6.7, 3.0, 5.0, 1.7, Iris-versicolor
5.4, 3.0, 4.5, 1.5, Iris-versicolor
5.8, 2.8, 5.1, 2.4, Iris-virginica
7.7, 3.0, 6.1, 2.3, Iris-virginica
6.0, 3.0, 4.8, 1.8, Iris-virginica
6.3, 2.5, 5.0, 1.9, Iris-virginica
5.9, 3.0, 5.1, 1.8, Iris-virginica
5.1, 3.5, 1.4, 0.2, Iris-setosa
4.4, 2.9, 1.4, 0.2, Iris-setosa
5.7, 3.8, 1.7, 0.3, Iris-setosa
6.3, 3.3, 4.7, 1.6, Iris-versicolor
6.1, 2.9, 4.7, 1.4, Iris-versicolor

