5.4, 3.4, 1.7, 0.2, Iris-setosa
5.5, 3.5, 1.3, 0.2, Iris-setosa
5.6, 2.9, 3.6, 1.3, Iris-versicolor
5.7, 2.6, 3.5, 1.0, Iris-versicolor
5.0, 2.3, 3.3, 1.0, Iris-versicolor
5.1, 2.5, 3.0, 1.1, Iris-versicolor
6.5, 3.0, 5.8, 2.2, Iris-virginica
6.4, 2.7, 5.3, 1.9, Iris-virginica
6.4, 3.2, 5.3, 2.3, Iris-virginica
6.4, 2.8, 5.6, 2.1, Iris-virginica
6.3, 2.8, 5.1, 1.5, Iris-virginica
5.0, 3.6, 1.4, 0.2, Iris-setosa
4.8, 3.0, 1.4, 0.1, Iris-setosa
5.7, 4.4, 1.5, 0.4, Iris-setosa
5.2, 2.7, 3.9, 1.4, Iris-versicolor

