6.4, 3.2, 4.5, 1.5, Iris-versicolor
6.0, 2.9, 4.5, 1.5, Iris-versicolor
5.5, 2.4, 3.8, 1.1, Iris-versicolor
6.7, 2.5, 5.8, 1.8, Iris-virginica
6.4, 2.8, 5.6, 2.1, Iris-virginica
5.1, 3.5, 1.4, 0.2, Iris-setosa
4.6, 3.4, 1.4, 0.3, Iris-setosa
4.8, 3.0, 1.4, 0.1, Iris-setosa
6.6, 2.9, 4.6, 1.3, Iris-versicolor
6.5, 3.2, 5.1, 2.0, Iris-virginica
6.4, 3.2, 5.3, 2.3, Iris-virginica
4.8, 3.1, 1.6, 0.2, Iris-setosa
5.6, 2.9, 3.6, 1.3, Iris-versicolor
6.9, 3.1, 5.4, 2.1, Iris-virginica
4.9, 3.1, 1.5, 0.1, Iris-setosa

