1:IF #|1000|#|#|#|#|#|#|#|#|#| THEN  H With Confidence=1.0 and Coverage=1.0
2:IF 000010|#|#|#|#|#|#|#|#|#|#| THEN  B With Confidence=1.0 and Coverage=0.9849624
3:IF 000111|#|#|#|#|#|#|01|#|#|#| THEN  F With Confidence=1.0 and Coverage=0.07692308
4:IF 000001|0101|01|#|#|#|#|#|#|#|#| THEN  E With Confidence=1.0 and Coverage=0.047058824
5:IF 111100|0010|#|#|#|#|#|#|11000100|011101|#| THEN  D With Confidence=1.0 and Coverage=0.041666668
6:IF #|#|#|#|#|#|#|#|00000010|#|#| THEN  E With Confidence=1.0 and Coverage=0.03529412
7:IF 001000|0100|#|#|#|#|#|#|#|#|#| THEN  C With Confidence=1.0 and Coverage=0.005291005
8:IF 000100|0010|#|#|#|10|#|#|11100001|#|#| THEN  D With Confidence=0.9047619 and Coverage=0.08796296
9:IF 000100|0010|#|#|#|10|#|#|#|#|#| THEN  D With Confidence=0.8333333 and Coverage=0.09259259
10:IF 010100|0010|#|#|#|10|#|#|11101010|#|#| THEN  D With Confidence=0.82758623 and Coverage=0.11111111
11:IF 001001|0101|01|#|#|#|#|#|10000000|#|#| THEN  E With Confidence=0.8 and Coverage=0.09411765
12:IF 111000|0100|#|#|#|#|#|#|11011100|010000|#| THEN  C With Confidence=0.8 and Coverage=0.02116402
13:IF 101000|0111|#|010|#|10|#|#|11100001|#|#| THEN  C With Confidence=0.78125 and Coverage=0.13227513
14:IF 010101|0011|#|#|#|10|#|#|11100011|#|#| THEN  D With Confidence=0.78125 and Coverage=0.11574074
15:IF 110000|0110|#|010|#|10|#|#|11001001|#|#| THEN  C With Confidence=0.779661 and Coverage=0.24338624
16:IF 111000|0111|#|010|#|10|#|#|10101000|#|#| THEN  C With Confidence=0.7741935 and Coverage=0.25396827
17:IF 111000|0110|#|011|#|10|#|#|11000101|#|#| THEN  C With Confidence=0.77272725 and Coverage=0.26984128
