91, 42, 84, 209, 75, 6, 171, 38, 20, 138, 189, 446, 161, 69, 3, 12, 196, 201, bus
84, 45, 66, 154, 65, 6, 145, 46, 19, 144, 168, 312, 177, 73, 2, 3, 184, 188, bus
102, 45, 83, 198, 65, 5, 194, 33, 22, 146, 225, 576, 167, 79, 0, 27, 193, 191, bus
88, 35, 50, 121, 58, 5, 114, 59, 17, 122, 132, 192, 138, 74, 21, 4, 182, 187, opel
98, 39, 68, 121, 49, 7, 134, 51, 18, 142, 164, 261, 134, 75, 4, 1, 186, 186, van
80, 43, 68, 120, 54, 8, 150, 45, 19, 145, 171, 329, 176, 85, 4, 8, 179, 183, bus
93, 36, 64, 165, 69, 8, 136, 49, 18, 136, 161, 279, 127, 67, 2, 29, 193, 204, van
104, 50, 96, 211, 65, 10, 187, 35, 22, 156, 207, 527, 195, 65, 3, 7, 195, 206, saab
88, 40, 78, 186, 73, 6, 158, 41, 20, 134, 185, 379, 148, 73, 1, 11, 193, 197, bus
89, 44, 70, 137, 58, 6, 136, 49, 18, 146, 168, 273, 166, 78, 10, 3, 186, 187, van
103, 46, 106, 209, 66, 10, 203, 33, 23, 149, 217, 612, 210, 70, 9, 10, 191, 199, saab
86, 43, 66, 130, 56, 7, 152, 44, 19, 142, 177, 340, 173, 81, 6, 14, 181, 185, bus
101, 56, 100, 168, 55, 11, 214, 31, 24, 175, 219, 681, 224, 74, 2, 3, 185, 192, opel
90, 41, 71, 169, 68, 7, 150, 44, 19, 138, 175, 336, 157, 71, 3, 18, 192, 197, bus
85, 39, 57, 126, 56, 6, 114, 58, 17, 135, 134, 195, 145, 64, 17, 7, 197, 202, van
99, 55, 101, 206, 62, 13, 222, 30, 25, 180, 225, 722, 213, 71, 2, 3, 186, 196, opel
100, 55, 101, 189, 57, 10, 222, 30, 25, 177, 225, 731, 211, 71, 7, 17, 188, 197, opel
95, 36, 73, 191, 73, 6, 156, 41, 19, 126, 184, 374, 124, 71, 2, 19, 199, 204, bus
94, 43, 68, 170, 67, 6, 142, 46, 18, 142, 164, 310, 177, 65, 10, 8, 198, 203, bus
112, 50, 110, 186, 56, 11, 214, 31, 24, 159, 232, 676, 203, 71, 18, 27, 191, 202, saab
