1, 14, 1, -3.048, 2.817, -0.703, -0.396, -0.639, 0.92, 0.674, 0.686, -0.611, -0.053, 6
0, 0, 0, -3.653, 0.373, -0.6, 1.705, -0.222, 1.765, -0.353, 0.537, -0.797, -0.813, 0
0, 0, 0, -2.635, 2.147, -1.129, 0.911, -1.407, 1.095, -0.071, 0.118, 0.139, -0.685, 4
0, 0, 0, -2.724, 2.067, -1.142, 0.923, -1.157, 1.17, -0.276, 0.172, -0.008, -0.649, 4
0, 0, 0, -3.618, 1.576, -1.14, 0.699, -0.741, 1.633, -0.387, 1.086, 0.235, -0.388, 8
0, 0, 0, -3.046, 0.387, -1.165, 0.94, -0.386, 1.978, -0.186, 0.811, -0.394, -0.198, 1
0, 1, 0, -2.654, 2.39, -0.008, 0.07, -1.063, 0.304, -0.105, 0.281, 0.488, -0.382, 4
0, 1, 0, -4.676, 2.537, 0.075, 0.73, -0.933, 1.493, 0.049, 0.076, 0.254, 0.276, 9
0, 1, 0, -3.985, 3.614, 0.584, -0.42, -1.105, -0.174, 0.348, 0.885, -0.165, 0.65, 7
0, 1, 0, -4.158, -0.342, 0.9, 1.09, 0.56, 0.955, 0.395, -0.328, -1.52, -0.498, 0
0, 1, 0, -1.672, 0.328, -0.833, -0.577, -0.363, 0.84, 0.18, 0.682, -0.124, -0.109, 2
0, 1, 0, -2.051, 1.508, -1.641, -0.058, -0.102, 0.346, -0.021, 0.109, -0.147, -0.298, 3
0, 1, 0, -3.963, 3.938, 0.466, -0.564, -1.042, -0.064, 0.241, 0.888, -0.032, 0.798, 7
0, 2, 0, -2.125, 1.952, -0.415, 1.458, -0.985, 0.52, -0.344, 1.249, -0.37, 0.145, 5
0, 2, 0, -2.607, 2.406, -0.088, 1.586, -1.477, 0.164, -0.527, 1.551, 0.033, 0.522, 6
0, 2, 0, -4.333, 2.438, -0.219, 1.372, -0.761, 0.306, 0.594, -0.022, 1.103, 0.19, 9
0, 2, 0, -1.501, 1.611, -1.003, 1.156, -0.883, 0.901, -0.169, 0.862, -0.151, 0.164, 3
0, 2, 0, -4.373, 2.463, -0.171, 1.501, -0.639, 0.292, 0.518, -0.114, 1.127, 0.332, 9
0, 2, 0, -2.205, 1.804, -0.199, 1.773, -1.089, 0.312, -0.621, 1.247, 0.137, 0.406, 4
0, 2, 0, -3.675, 3.132, -0.241, 1.587, -1.75, -0.222, 0.039, 1.052, 0.545, 0.233, 7
0, 2, 0, -3.425, 1.724, -0.638, 1.573, -1.041, 1.204, -0.124, 1.258, 0.548, -0.507, 8
0, 3, 0, -3.601, 0.742, -0.238, 0.332, -0.561, 1.275, -0.014, 0.844, 0.558, 0.659, 9
0, 3, 0, -3.198, 1.373, 0.392, 0.423, -1.203, 0.656, -0.428, 0.994, 0.576, 0.865, 8
0, 3, 0, -1.656, -0.496, -1.719, 0.363, -0.002, 1.637, 0.535, 1.319, -0.012, -0.49, 0
0, 3, 0, -1.388, 0.215, -1.105, -0.295, -0.39, 1.282, 0.356, 0.816, 0.292, -0.376, 1
0, 3, 0, -3.179, 1.346, 0.988, 1.32, -0.852, -0.008, -1.234, 0.347, 1.02, 0.771, 6
0, 3, 0, -2.314, 1.494, 0.294, 0.245, -0.769, 0.05, -0.068, 0.819, 0.618, -0.572, 5
0, 3, 0, -3.062, 1.008, 0.935, 1.443, -0.579, 0.068, -1.333, 0.106, 0.958, 0.979, 6
0, 4, 1, -3.893, 3.69, 0.079, -0.151, -1.093, -0.518, 0.198, 1.583, -0.257, -0.169, 7
0, 4, 1, -2.861, 2.091, -0.411, -0.438, -0.643, 0.317, 0.817, 0.104, -0.481, -0.252, 4
0, 4, 1, -3.39, -0.956, 0.476, 1.547, 0.658, 1.504, -0.65, -0.604, -0.295, 0.616, 0
0, 4, 1, -3.128, 0.28, 0.955, 1.264, 0.753, 0.437, -0.841, -0.517, -0.473, 0.0, 1
0, 4, 1, -4.442, 2.607, 0.596, 0.191, 0.636, 0.679, -0.14, 0.774, -0.828, -1.122, 9
0, 4, 1, -3.293, 0.93, 0.522, 1.48, 0.249, -0.661, -0.643, -0.094, -0.132, 0.198, 2
0, 4, 1, -3.253, 1.025, -0.286, 0.713, -0.036, 0.539, 0.476, -0.116, -0.945, -0.108, 5
0, 5, 1, -4.708, 3.269, -1.121, 0.701, 0.437, 0.176, 0.552, 0.004, -0.168, -1.484, 9
0, 5, 1, -3.124, 2.733, -0.857, -0.334, -0.312, 0.587, 0.849, 0.475, -0.174, -0.899, 6
0, 5, 1, -3.846, 1.426, -0.607, 1.434, -0.072, 1.13, -0.535, 1.159, -0.123, -0.385, 8
0, 6, 1, -2.21, 0.661, -0.581, 1.139, 0.238, 0.074, -0.625, -0.366, -0.326, 0.557, 2
0, 6, 1, -2.659, -0.101, -0.687, 0.697, 1.081, 1.045, -0.149, 0.184, -0.927, 0.327, 1
0, 6, 1, -2.512, 2.826, -0.171, -0.385, -1.495, 0.381, 0.067, 0.899, -0.902, -0.412, 4
0, 6, 1, -3.76, -0.32, -0.24, 1.273, 1.751, 1.125, 0.23, -0.723, -0.501, 0.315, 0
0, 6, 1, -2.01, 2.164, -0.626, 0.389, -0.24, -0.441, 0.103, -0.27, -0.647, 0.165, 3
0, 6, 1, -2.729, 2.104, -0.505, 0.138, -0.533, 0.455, 0.148, -0.407, -1.059, 0.625, 5
0, 6, 1, -2.452, 0.279, -0.805, 1.141, 0.239, 0.176, -0.104, -0.752, -0.334, 0.731, 2
0, 6, 1, -2.982, 2.001, -0.915, 0.188, 0.035, 0.467, -0.13, -0.689, -0.684, 0.664, 5
0, 7, 1, -3.654, 1.222, -0.574, 0.248, -0.299, 0.158, 0.154, 0.553, -0.58, 0.617, 3
0, 7, 1, -4.058, 1.072, 0.157, 1.136, 0.385, -0.687, -0.583, -0.185, -0.3, 1.177, 2
0, 7, 1, -4.497, 4.5, -1.446, -1.127, 0.443, 0.986, 0.136, 0.597, -1.087, -0.073, 7
0, 7, 1, -4.115, 1.856, -0.738, 0.132, 0.658, 0.329, -0.252, -0.123, -0.53, 0.456, 10
0, 7, 1, -3.622, 1.111, -0.972, 0.399, -0.402, 0.527, 0.271, 0.373, -0.716, 0.943, 3
0, 7, 1, -4.261, 1.827, -0.482, -0.194, 0.731, 0.354, -0.478, 0.05, -0.112, 0.321, 10
1, 8, 0, -1.093, -0.922, -2.091, 0.844, 0.009, 1.247, 0.891, 1.453, -0.089, -0.4, 0
1, 8, 0, -2.633, 0.672, -0.372, 0.439, 0.437, 0.907, -0.402, -0.04, -0.366, -0.741, 2
1, 8, 0, -4.848, 1.115, 0.932, 1.615, -0.589, 0.592, -0.446, -0.366, -0.447, 1.294, 9
1, 8, 0, -2.92, 2.697, -0.116, 0.451, -0.859, -0.035, -0.307, 0.874, 0.622, -0.301, 4
1, 8, 0, -2.696, 1.26, 0.436, 0.657, -1.161, 0.805, 0.062, 0.575, 0.182, -0.334, 5
1, 8, 0, -3.108, 0.926, -0.389, 0.249, -0.461, 0.816, -0.226, 0.818, 0.387, 0.303, 10
1, 8, 0, -1.53, 0.029, -0.925, 0.054, -0.565, 1.593, 0.123, 1.117, 0.338, 0.026, 1
1, 8, 0, -2.295, 0.883, -0.619, -0.041, 0.143, 0.378, -0.602, 0.335, -0.114, -0.391, 3
1, 9, 0, -3.485, 1.092, -0.674, 1.395, -0.027, 1.039, -0.047, 0.384, -0.761, -0.934, 1
1, 9, 0, -3.725, 1.904, -0.737, 0.433, -0.369, 1.047, 0.12, 0.425, -0.678, -0.391, 10
1, 9, 0, -4.064, 4.106, -0.545, 0.03, -1.645, 0.904, 0.103, 0.907, 0.05, -0.322, 7
1, 9, 0, -3.711, 1.377, -0.584, 1.428, -0.033, 1.062, -0.127, 0.328, -1.092, -0.565, 1
1, 9, 0, -2.691, 2.111, -1.067, 0.174, -0.649, 0.431, -0.017, 0.655, -0.498, -0.292, 5
1, 9, 0, -3.117, 0.146, -1.228, 1.635, 0.223, 2.026, 0.036, 0.569, -1.15, -0.767, 0
1, 9, 0, -1.998, 1.497, -1.005, 0.519, -1.236, 0.398, 0.273, 0.151, -0.319, -0.49, 3
1, 10, 0, -2.482, 1.896, -1.289, 0.112, 0.285, 0.096, 0.022, 0.832, -0.333, -0.764, 3
1, 10, 0, -3.045, 3.312, 0.171, -0.605, -1.027, 0.924, 0.353, 0.897, 0.365, -0.871, 6
1, 10, 0, -3.989, 3.582, -1.1, 0.374, -0.12, 0.291, 0.663, 0.96, 0.023, -0.477, 8
1, 10, 0, -2.615, 1.185, -1.162, 0.395, 0.459, 0.345, 0.298, 0.456, -0.62, -0.307, 2
1, 10, 0, -2.445, 2.678, -0.816, -0.743, 0.076, 1.117, -0.057, 0.018, 0.281, -0.72, 5
1, 10, 0, -3.033, 0.7, -1.077, 1.266, 0.196, 1.453, 0.317, 0.947, -0.324, -0.828, 1
1, 10, 0, -2.45, 1.993, -1.08, -0.09, 0.367, 0.324, -0.164, 0.684, -0.181, -1.013, 3
1, 11, 0, -2.463, -0.197, -1.264, 1.15, 0.234, 1.833, 0.066, 0.738, -1.382, -0.498, 0
1, 11, 0, -3.823, 3.536, -2.07, 0.245, -0.442, 1.125, 0.73, 0.538, -0.006, -0.64, 7
1, 11, 0, -4.135, 3.651, -0.751, -0.066, -0.789, 1.131, 0.496, 0.788, -0.883, -0.351, 8
1, 11, 0, -3.265, 1.933, -0.316, 0.602, 0.438, 0.336, 0.048, 0.134, -0.16, -0.991, 10
1, 11, 0, -4.138, 1.128, -0.601, 1.553, -0.019, 2.039, -0.176, 0.262, -0.551, -0.362, 9
1, 11, 0, -2.723, 1.975, -0.636, 0.336, -0.677, 0.156, -0.342, 0.479, 0.381, -0.729, 4
1, 11, 0, -2.729, 1.595, -0.15, 0.167, 0.015, 0.377, 0.083, -0.038, 0.166, -0.672, 5
1, 11, 0, -3.338, 3.033, -1.189, -0.269, -0.364, 0.544, 0.491, 0.148, 0.365, -0.931, 6
1, 11, 0, -4.457, 1.512, -0.514, 1.764, 0.063, 1.86, -0.332, 0.189, -0.521, -0.415, 9
