1:IF #|0010|#|#|#|#|#|#|#|#|#| THEN  H With Confidence=1.0 and Coverage=1.0
2:IF 010000|#|#|#|#|#|#|#|#|#|#| THEN  B With Confidence=1.0 and Coverage=0.9849624
3:IF 011100|#|#|#|#|#|#|10|#|#|#| THEN  F With Confidence=1.0 and Coverage=0.07692308
4:IF 101001|1000|#|#|010|#|#|#|#|#|#| THEN  D With Confidence=1.0 and Coverage=0.013888889
5:IF 010100|0001|#|#|#|#|#|#|#|#|#| THEN  E With Confidence=1.0 and Coverage=0.011764706
6:IF 101011|1100|#|010|010|#|#|#|#|#|#| THEN  C With Confidence=1.0 and Coverage=0.01058201
7:IF 101000|1000|#|#|#|01|#|#|#|#|#| THEN  D With Confidence=0.875 and Coverage=0.097222224
8:IF 101100|0001|#|101|#|#|#|01|1100111|#|#| THEN  E With Confidence=0.8333333 and Coverage=0.05882353
9:IF 001001|1000|#|#|#|01|#|#|1100100|#|#| THEN  D With Confidence=0.8125 and Coverage=0.12037037
10:IF 101101|1001|#|#|#|01|#|#|1100101|#|#| THEN  D With Confidence=0.7941176 and Coverage=0.125
11:IF 101010|1000|#|#|#|01|#|#|1100100|#|#| THEN  D With Confidence=0.7894737 and Coverage=0.1388889
12:IF 101001|1000|#|100|#|#|#|01|1100101|#|#| THEN  D With Confidence=0.72307694 and Coverage=0.2175926
13:IF 001011|1001|#|#|#|01|#|#|#|#|#| THEN  D With Confidence=0.71428573 and Coverage=0.18518518
14:IF 100011|0100|#|#|#|01|#|01|0100101|#|#| THEN  C With Confidence=0.70886075 and Coverage=0.5925926
15:IF 100011|0100|#|#|#|01|#|#|0100111|#|#| THEN  C With Confidence=0.7044025 and Coverage=0.5925926
16:IF 100001|0100|#|#|#|#|#|#|0100111|#|#| THEN  C With Confidence=0.7019231 and Coverage=0.38624337
17:IF 100111|0101|#|#|#|01|#|01|0100101|#|#| THEN  C With Confidence=0.70186335 and Coverage=0.5978836
18:IF 100011|0100|#|#|110|01|#|#|1100101|#|#| THEN  C With Confidence=0.68786126 and Coverage=0.6296296
19:IF 100001|0100|#|#|#|#|#|#|#|#|#| THEN  C With Confidence=0.6875 and Coverage=0.4074074
20:IF 101111|1000|#|100|#|#|#|01|1110100|#|#| THEN  D With Confidence=0.6831683 and Coverage=0.31944445
21:IF 100111|0100|#|#|#|01|#|#|1100101|#|#| THEN  C With Confidence=0.6815643 and Coverage=0.6455026
22:IF 101111|1000|#|100|#|#|#|01|#|#|#| THEN  D With Confidence=0.6730769 and Coverage=0.32407406
23:IF 101011|1001|#|101|#|#|#|01|1110100|#|#| THEN  D With Confidence=0.6727273 and Coverage=0.3425926
24:IF 100111|0100|#|#|#|01|#|01|1110101|#|#| THEN  C With Confidence=0.6721311 and Coverage=0.6507937
25:IF 110110|0001|#|#|#|#|#|#|#|#|#| THEN  E With Confidence=0.6666667 and Coverage=0.14117648
26:IF 100011|0100|#|#|110|#|#|#|0100101|#|#| THEN  C With Confidence=0.65865386 and Coverage=0.7248677
27:IF 100011|0100|#|#|110|#|#|#|0110100|#|#| THEN  C With Confidence=0.6540284 and Coverage=0.73015875
28:IF 000011|0100|#|#|#|#|#|#|0101101|#|#| THEN  C With Confidence=0.6509434 and Coverage=0.73015875
29:IF 110010|#|#|#|#|#|#|10|#|#|#| THEN  E With Confidence=0.65 and Coverage=0.15294118
30:IF 100011|0100|#|110|110|#|#|#|1101101|#|#| THEN  C With Confidence=0.6497696 and Coverage=0.74603176
31:IF 101001|1000|#|#|110|#|#|01|1101100|#|#| THEN  D With Confidence=0.63114756 and Coverage=0.3564815
32:IF 101001|1000|#|#|110|#|#|01|1110100|#|#| THEN  D With Confidence=0.6212121 and Coverage=0.37962964
33:IF 101101|1000|#|#|#|#|#|01|1100100|#|#| THEN  D With Confidence=0.62096775 and Coverage=0.3564815
34:IF 101011|1000|#|#|110|#|#|01|1100100|#|#| THEN  D With Confidence=0.6143791 and Coverage=0.4351852
35:IF 101100|0001|#|#|#|#|#|#|#|#|#| THEN  E With Confidence=0.60714287 and Coverage=0.2
36:IF 101011|1000|#|#|110|#|#|01|1110110|#|#| THEN  D With Confidence=0.5976331 and Coverage=0.4675926
37:IF #|0101|10|#|#|10|#|#|#|10101|#| THEN  E With Confidence=0.5641026 and Coverage=0.25882354
38:IF 101111|1100|#|100|#|#|#|01|1110100|#|#| THEN  D With Confidence=0.5179283 and Coverage=0.6018519
39:IF 101111|1100|#|101|#|#|#|#|#|#|#| THEN  D With Confidence=0.49122807 and Coverage=0.6481481
40:IF 101101|1100|#|#|#|#|#|01|#|#|#| THEN  D With Confidence=0.4648318 and Coverage=0.7037037

1:IF #|0010|#|#|#|#|#|#|#|#|#| THEN  H With Confidence=1.0 and Coverage=1.0
2:IF 010000|#|#|#|#|#|#|#|#|#|#| THEN  B With Confidence=1.0 and Coverage=0.9848485
3:IF 011100|#|#|#|#|#|#|10|#|#|#| THEN  F With Confidence=1.0 and Coverage=0.051282052
4:IF 100100|0001|#|#|#|#|#|01|11001001|#|#| THEN  E With Confidence=1.0 and Coverage=0.03529412
5:IF #|#|#|#|#|#|#|#|#|000011|#| THEN  E With Confidence=1.0 and Coverage=0.023529412
6:IF 001100|1000|#|#|#|01|#|#|10011011|#|#| THEN  D With Confidence=1.0 and Coverage=0.018604651
7:IF 101000|1001|#|#|#|01|#|#|11011011|#|#| THEN  D With Confidence=0.8947368 and Coverage=0.07906977
8:IF 001000|1001|#|#|#|01|#|#|11111011|#|#| THEN  D With Confidence=0.8636364 and Coverage=0.0883721
9:IF 101001|0101|#|001|#|01|#|#|#|#|#| THEN  C With Confidence=0.8333333 and Coverage=0.02631579
10:IF 001001|1000|#|#|#|01|#|#|11011011|#|#| THEN  D With Confidence=0.82758623 and Coverage=0.11162791
11:IF 101100|1001|#|#|#|01|#|#|#|#|#| THEN  D With Confidence=0.82608694 and Coverage=0.0883721
12:IF 001001|1001|#|#|#|01|#|#|11011011|#|#| THEN  D With Confidence=0.8064516 and Coverage=0.11627907
13:IF 100010|1101|#|010|#|01|#|#|11010010|#|#| THEN  C With Confidence=0.78125 and Coverage=0.13157895
14:IF 101111|0101|#|001|#|01|#|#|#|#|#| THEN  C With Confidence=0.7777778 and Coverage=0.036842104
15:IF 101001|1000|#|#|#|01|#|#|11111001|#|#| THEN  D With Confidence=0.7647059 and Coverage=0.12093023
16:IF 100100|0001|#|#|#|#|#|#|01101010|#|#| THEN  E With Confidence=0.75 and Coverage=0.14117648
17:IF 000100|1001|#|#|#|#|#|#|#|#|#| THEN  E With Confidence=0.75 and Coverage=0.03529412
18:IF #|#|#|#|#|#|#|#|#|001100|#| THEN  D With Confidence=0.75 and Coverage=0.013953488
19:IF 100011|0100|#|011|#|01|#|#|11001011|#|#| THEN  C With Confidence=0.74647886 and Coverage=0.27894738
20:IF 001000|1100|#|#|#|01|#|#|11011011|#|#| THEN  D With Confidence=0.74358976 and Coverage=0.13488372
21:IF 001011|1000|#|101|#|01|#|#|11001101|#|#| THEN  D With Confidence=0.73170733 and Coverage=0.13953489
22:IF 101001|1000|#|100|#|#|#|01|11001000|#|#| THEN  D With Confidence=0.73015875 and Coverage=0.2139535
23:IF 101001|1000|#|100|#|#|#|01|11101000|#|#| THEN  D With Confidence=0.72602737 and Coverage=0.24651162
24:IF 101001|1001|#|100|#|#|#|01|11101001|#|#| THEN  D With Confidence=0.7125 and Coverage=0.26511627
25:IF 100011|0101|#|#|#|01|#|#|01001000|#|#| THEN  C With Confidence=0.71153843 and Coverage=0.5842105
26:IF 101001|1000|#|100|#|#|#|01|#|#|#| THEN  D With Confidence=0.7105263 and Coverage=0.2511628
27:IF 001000|1101|#|#|#|01|#|#|#|#|#| THEN  D With Confidence=0.70454544 and Coverage=0.14418605
28:IF 100011|0100|#|#|#|01|#|#|11001100|#|#| THEN  C With Confidence=0.69005847 and Coverage=0.6210526
29:IF 000111|0100|#|#|#|01|#|#|11011001|#|#| THEN  C With Confidence=0.6857143 and Coverage=0.6315789
30:IF 101011|1000|#|100|#|#|#|01|11101000|#|#| THEN  D With Confidence=0.68 and Coverage=0.31627908
31:IF 000001|1001|#|#|#|#|#|#|#|#|#| THEN  D With Confidence=0.6785714 and Coverage=0.0883721
32:IF 101011|1000|#|101|#|#|#|01|11101000|#|#| THEN  D With Confidence=0.6730769 and Coverage=0.3255814
33:IF #|0001|#|#|#|#|#|#|01011001|#|#| THEN  E With Confidence=0.6666667 and Coverage=0.16470589
34:IF #|1000|#|#|#|#|#|10|#|#|#| THEN  F With Confidence=0.6666667 and Coverage=0.102564104
35:IF 100011|0100|#|#|#|#|#|#|01101000|#|#| THEN  C With Confidence=0.65876776 and Coverage=0.73157895
36:IF 000011|0100|#|#|#|#|#|01|11011000|#|#| THEN  C With Confidence=0.6434783 and Coverage=0.77894735
37:IF 101101|1000|#|#|#|#|#|01|11101001|#|#| THEN  D With Confidence=0.6148148 and Coverage=0.3860465
38:IF 101001|1000|#|#|#|#|#|01|11111001|#|#| THEN  D With Confidence=0.6131387 and Coverage=0.3906977
39:IF 101011|1000|#|#|#|#|#|01|11000001|#|#| THEN  D With Confidence=0.60958904 and Coverage=0.41395348
40:IF 101011|0100|#|#|#|#|#|01|01101100|#|#| THEN  C With Confidence=0.60700387 and Coverage=0.8210526
41:IF 101011|1000|#|#|#|#|#|01|11001001|#|#| THEN  D With Confidence=0.6025641 and Coverage=0.4372093
42:IF 101100|0001|#|#|#|#|#|#|#|#|#| THEN  E With Confidence=0.6 and Coverage=0.21176471
43:IF 101011|0100|#|#|#|#|#|01|11001000|#|#| THEN  C With Confidence=0.58450705 and Coverage=0.8736842
44:IF 101011|0100|#|#|#|#|#|#|#|#|#| THEN  C With Confidence=0.5714286 and Coverage=0.8842105
45:IF 101111|1101|#|100|#|#|#|01|11101000|#|#| THEN  D With Confidence=0.5095057 and Coverage=0.6232558
46:IF 101101|1100|#|#|#|#|#|01|11101001|#|#| THEN  D With Confidence=0.47619048 and Coverage=0.6976744

1:IF #|0010|#|#|#|#|#|#|#|#|#| THEN  H With Confidence=1.0 and Coverage=1.0
2:IF 010000|#|#|#|#|#|#|#|#|#|#| THEN  B With Confidence=1.0 and Coverage=0.99242425
3:IF 101100|#|#|#|#|#|#|#|00000111|#|#| THEN  E With Confidence=1.0 and Coverage=0.08235294
4:IF 011101|#|#|#|#|#|#|10|#|#|#| THEN  F With Confidence=1.0 and Coverage=0.07692308
5:IF 001010|1000|#|#|#|01|#|#|10001010|#|#| THEN  D With Confidence=1.0 and Coverage=0.027906977
6:IF 100011|0100|#|#|#|#|#|#|00101101|#|#| THEN  C With Confidence=1.0 and Coverage=0.015789473
7:IF #|#|01|#|#|#|#|#|#|00110|#| THEN  D With Confidence=1.0 and Coverage=0.013953488
8:IF #|#|#|#|#|#|#|#|#|#|001| THEN  D With Confidence=1.0 and Coverage=0.004651163
9:IF 001001|1000|#|#|#|01|#|#|11001000|#|#| THEN  D With Confidence=0.95 and Coverage=0.0883721
10:IF 101011|1000|#|100|#|01|#|#|11011101|#|#| THEN  D With Confidence=0.875 and Coverage=0.09767442
11:IF 101000|1001|#|#|#|01|#|#|11101011|#|#| THEN  D With Confidence=0.8695652 and Coverage=0.093023255
12:IF 101011|1000|#|#|#|01|#|#|11011000|#|#| THEN  D With Confidence=0.8666667 and Coverage=0.12093023
13:IF 101010|1001|#|#|#|01|#|#|11011011|#|#| THEN  D With Confidence=0.8181818 and Coverage=0.1255814
14:IF 000010|#|#|#|#|#|#|#|00101001|#|#| THEN  C With Confidence=0.8 and Coverage=0.021052632
15:IF 001101|1000|#|#|#|01|#|#|11011001|#|#| THEN  D With Confidence=0.7777778 and Coverage=0.13023256
16:IF 100110|0100|#|010|#|01|#|#|01101000|#|#| THEN  C With Confidence=0.7758621 and Coverage=0.23684211
17:IF 100110|0101|#|011|#|01|#|#|01100101|#|#| THEN  C With Confidence=0.7741935 and Coverage=0.25263157
18:IF 101010|1000|#|100|110|#|#|01|11001100|#|#| THEN  D With Confidence=0.75438595 and Coverage=0.2
19:IF 101010|1000|#|100|#|#|#|01|11001100|#|#| THEN  D With Confidence=0.7457627 and Coverage=0.20465116
20:IF 101010|1000|#|100|#|#|#|01|11101000|#|#| THEN  D With Confidence=0.7352941 and Coverage=0.23255815
21:IF 101100|#|#|#|#|#|#|#|00010111|#|#| THEN  E With Confidence=0.73333335 and Coverage=0.12941177
22:IF 001000|1100|#|#|#|01|#|#|#|#|#| THEN  D With Confidence=0.7209302 and Coverage=0.14418605
23:IF 100110|0100|#|010|#|#|#|#|01100000|#|#| THEN  C With Confidence=0.7176471 and Coverage=0.32105264
24:IF 000110|0100|#|#|110|01|#|#|01011001|#|#| THEN  C With Confidence=0.70886075 and Coverage=0.58947366
25:IF 100110|0100|#|#|#|01|#|#|01001001|#|#| THEN  C With Confidence=0.70625 and Coverage=0.5947368
26:IF 100111|0100|#|#|#|01|#|#|01001001|#|#| THEN  C With Confidence=0.6993865 and Coverage=0.6
27:IF 100010|0100|#|#|#|#|#|#|01111001|#|#| THEN  C With Confidence=0.69158876 and Coverage=0.38947368
28:IF 100110|0100|#|#|110|01|#|#|11011101|#|#| THEN  C With Confidence=0.68 and Coverage=0.6263158
29:IF 101011|1001|#|100|#|#|#|01|#|#|#| THEN  D With Confidence=0.67901236 and Coverage=0.25581396
30:IF 101111|1000|#|100|#|#|#|01|11101000|#|#| THEN  D With Confidence=0.6770833 and Coverage=0.30232558
31:IF 100111|0100|#|#|110|01|#|#|11011001|#|#| THEN  C With Confidence=0.67597765 and Coverage=0.63684213
32:IF 100110|0100|#|110|#|#|#|01|01001000|#|#| THEN  C With Confidence=0.6701031 and Coverage=0.68421054
33:IF 100111|0100|#|#|#|01|#|#|11101001|#|#| THEN  C With Confidence=0.66847825 and Coverage=0.64736843
34:IF 100110|0100|#|110|#|#|#|01|01101000|#|#| THEN  C With Confidence=0.6666667 and Coverage=0.69473684
35:IF 100110|0100|#|#|#|#|#|01|01001000|#|#| THEN  C With Confidence=0.6540284 and Coverage=0.7263158
36:IF 001010|1000|01|#|#|#|#|#|#|#|#| THEN  D With Confidence=0.65 and Coverage=0.24186046
37:IF 101010|1000|#|#|#|#|#|01|11001000|#|#| THEN  D With Confidence=0.62931037 and Coverage=0.33953488
38:IF 101010|1000|#|#|#|#|#|01|11100000|#|#| THEN  D With Confidence=0.625 and Coverage=0.3488372
39:IF #|1000|#|#|#|#|#|10|#|#|#| THEN  F With Confidence=0.625 and Coverage=0.12820514
40:IF 001110|1000|01|#|#|#|#|#|#|#|#| THEN  D With Confidence=0.6168224 and Coverage=0.30697674
41:IF 001110|1001|01|#|#|#|#|#|#|#|#| THEN  D With Confidence=0.6126126 and Coverage=0.31627908
42:IF 101110|0100|#|#|110|#|#|01|01001001|#|#| THEN  C With Confidence=0.6086956 and Coverage=0.8105263
43:IF #|0001|#|#|#|#|#|#|01101111|#|#| THEN  E With Confidence=0.6086956 and Coverage=0.16470589
44:IF 101110|1000|#|#|110|#|#|01|11001010|#|#| THEN  D With Confidence=0.6081081 and Coverage=0.41860464
45:IF 101110|0100|#|#|#|#|#|01|01001000|#|#| THEN  C With Confidence=0.60465115 and Coverage=0.8210526
46:IF 001011|1001|#|#|#|#|#|#|11100000|#|#| THEN  D With Confidence=0.60162604 and Coverage=0.34418604
47:IF 101110|1000|#|#|#|#|#|01|11100000|#|#| THEN  D With Confidence=0.5949367 and Coverage=0.4372093
48:IF 001110|0100|#|#|110|#|#|01|11001000|#|#| THEN  C With Confidence=0.58064514 and Coverage=0.85263157
49:IF #|#|#|#|#|#|#|10|#|#|#| THEN  E With Confidence=0.52 and Coverage=0.15294118

1:IF #|0010|#|#|#|#|#|#|#|#|#| THEN  H With Confidence=1.0 and Coverage=1.0
2:IF 010000|#|#|#|#|#|#|#|#|#|#| THEN  B With Confidence=1.0 and Coverage=0.9848485
3:IF 101101|0100|10|110|110|10|#|#|#|#|#| THEN  E With Confidence=1.0 and Coverage=0.10465116
4:IF 011000|#|#|#|#|#|#|10|#|#|#| THEN  F With Confidence=1.0 and Coverage=0.078947365
5:IF 101010|#|#|#|#|#|#|#|#|001100|#| THEN  D With Confidence=1.0 and Coverage=0.018604651
6:IF 100001|0100|#|#|#|#|#|#|00111111|#|#| THEN  C With Confidence=1.0 and Coverage=0.010526316
7:IF 101100|1000|#|#|#|01|#|#|11010000|#|#| THEN  D With Confidence=0.8947368 and Coverage=0.07906977
8:IF 001110|#|#|#|#|#|#|#|00010111|#|#| THEN  E With Confidence=0.8888889 and Coverage=0.093023255
9:IF 101000|1001|#|#|#|01|#|#|11110000|#|#| THEN  D With Confidence=0.8636364 and Coverage=0.0883721
10:IF 000011|0100|10|#|110|01|#|#|#|#|#| THEN  C With Confidence=0.8125 and Coverage=0.06842105
11:IF 101001|1000|#|#|#|01|#|#|01010001|#|#| THEN  D With Confidence=0.8 and Coverage=0.093023255
12:IF 001001|1000|#|#|#|01|#|#|11010000|#|#| THEN  D With Confidence=0.79310346 and Coverage=0.10697675
13:IF 100010|1101|#|010|#|01|#|#|01000100|#|#| THEN  C With Confidence=0.78571427 and Coverage=0.11578947
14:IF 101000|1000|#|100|110|#|#|01|11001001|#|#| THEN  D With Confidence=0.7826087 and Coverage=0.16744186
15:IF 000010|1100|#|010|#|01|#|#|11010101|#|#| THEN  C With Confidence=0.78125 and Coverage=0.13157895
16:IF 101101|1001|#|#|#|01|#|#|11000001|#|#| THEN  D With Confidence=0.7741935 and Coverage=0.11162791
17:IF 000010|1101|#|011|#|01|#|#|11000001|#|#| THEN  C With Confidence=0.7714286 and Coverage=0.14210527
18:IF 100001|0101|#|011|#|01|#|#|01110011|#|#| THEN  C With Confidence=0.7714286 and Coverage=0.14210527
19:IF 101111|0101|10|010|100|10|#|#|#|#|#| THEN  E With Confidence=0.7692308 and Coverage=0.11627907
