5.1, 3.4, 1.5, 0.2, Iris-setosa
4.5, 2.3, 1.3, 0.3, Iris-setosa
6.8, 2.8, 4.8, 1.4, Iris-versicolor
6.0, 2.7, 5.1, 1.6, Iris-versicolor
6.2, 2.9, 4.3, 1.3, Iris-versicolor
5.7, 2.8, 4.1, 1.3, Iris-versicolor
7.1, 3.0, 5.9, 2.1, Iris-virginica
7.3, 2.9, 6.3, 1.8, Iris-virginica
7.7, 3.8, 6.7, 2.2, Iris-virginica
7.9, 3.8, 6.4, 2.0, Iris-virginica
5.9, 3.0, 5.1, 1.8, Iris-virginica
5.7, 2.8, 4.5, 1.3, Iris-versicolor
5.2, 3.5, 1.5, 0.2, Iris-setosa
5.2, 3.4, 1.4, 0.2, Iris-setosa
5.0, 3.4, 1.6, 0.4, Iris-setosa

