1:IF #|1000|#|#|#|#|#|#|#|#|#| THEN  H With Confidence=1.0 and Coverage=1.0
2:IF 010000|#|#|#|#|#|#|#|#|#|#| THEN  B With Confidence=1.0 and Coverage=0.99248123
3:IF 101011|0111|#|#|#|#|#|#|00001011|#|#| THEN  E With Confidence=1.0 and Coverage=0.08235294
4:IF 101000|0111|#|#|#|#|#|01|#|#|#| THEN  F With Confidence=1.0 and Coverage=0.07692308
5:IF 101110|0010|#|#|#|#|#|10|11110100|01110|#| THEN  D With Confidence=1.0 and Coverage=0.041666668
6:IF #|#|#|#|#|#|#|#|#|01100|#| THEN  D With Confidence=1.0 and Coverage=0.018518519
7:IF 100011|0100|#|#|#|#|#|#|#|00011|#| THEN  C With Confidence=1.0 and Coverage=0.015873017
8:IF 000111|0100|#|#|#|#|#|#|00111101|#|#| THEN  C With Confidence=1.0 and Coverage=0.015873017
9:IF 000110|0010|#|010|#|#|#|10|#|#|#| THEN  D With Confidence=0.88 and Coverage=0.10185185
10:IF 001111|0010|#|#|#|10|#|#|11011100|#|#| THEN  D With Confidence=0.8333333 and Coverage=0.11574074
11:IF 001010|0010|#|#|#|10|#|#|#|#|#| THEN  D With Confidence=0.8333333 and Coverage=0.09259259
12:IF #|0001|#|#|#|#|#|10|10011001|#|#| THEN  E With Confidence=0.8181818 and Coverage=0.105882354
13:IF 000110|0110|#|100|#|10|#|#|10111101|#|#| THEN  C With Confidence=0.8 and Coverage=0.12698413
14:IF 110100|0101|#|#|#|#|#|#|#|00011|#| THEN  C With Confidence=0.8 and Coverage=0.02116402
15:IF 001111|0011|#|#|#|10|#|#|11111100|#|#| THEN  D With Confidence=0.7777778 and Coverage=0.12962963
16:IF 000111|0111|#|001|#|#|#|#|#|#|#| THEN  C With Confidence=0.7777778 and Coverage=0.037037037
17:IF 001110|0010|#|010|101|#|#|10|#|10010|#| THEN  D With Confidence=0.7714286 and Coverage=0.25
18:IF 000111|0100|#|101|#|10|#|#|10111000|#|#| THEN  C With Confidence=0.7714286 and Coverage=0.14285715
