1:IF #|0100|#|#|#|#|#|#|#|#|#| THEN  H With Confidence=1.0 and Coverage=1.0
2:IF 000010|#|#|#|#|#|#|#|#|#|#| THEN  B With Confidence=1.0 and Coverage=0.9849624
3:IF 000110|#|#|#|#|#|#|01|#|#|#| THEN  F With Confidence=1.0 and Coverage=0.07692308
4:IF 001100|#|#|#|#|#|#|#|00001011|#|#| THEN  E With Confidence=1.0 and Coverage=0.05882353
5:IF 100101|#|01|#|#|01|#|#|11010110|#|#| THEN  D With Confidence=1.0 and Coverage=0.032407407
6:IF 110010|#|#|#|#|#|#|#|00001001|#|#| THEN  C With Confidence=1.0 and Coverage=0.005291005
7:IF 111000|0001|01|101|#|01|#|#|#|#|#| THEN  C With Confidence=0.90909094 and Coverage=0.052910052
8:IF 100100|1000|#|#|#|01|#|#|11000111|#|#| THEN  D With Confidence=0.9 and Coverage=0.083333336
9:IF 100101|1010|#|#|#|01|#|#|11110011|#|#| THEN  D With Confidence=0.8636364 and Coverage=0.08796296
10:IF 111000|#|#|#|#|#|#|01|10111000|#|#| THEN  E With Confidence=0.85714287 and Coverage=0.07058824
11:IF 011001|0001|01|#|#|01|#|#|01011010|#|#| THEN  C With Confidence=0.85714287 and Coverage=0.06349207
12:IF 110101|1000|#|#|#|01|#|#|01000111|#|#| THEN  D With Confidence=0.84 and Coverage=0.097222224
13:IF 010100|1000|#|#|#|01|#|#|11010110|#|#| THEN  D With Confidence=0.8333333 and Coverage=0.11574074
14:IF 010000|1001|#|001|#|#|#|#|#|#|#| THEN  C With Confidence=0.8333333 and Coverage=0.026455026
15:IF 111000|0001|01|#|#|01|#|#|#|#|#| THEN  C With Confidence=0.8235294 and Coverage=0.074074075
16:IF 010101|1010|#|#|#|01|#|#|11000111|#|#| THEN  D With Confidence=0.7878788 and Coverage=0.12037037
17:IF 011000|0001|#|101|#|01|#|#|01011001|#|#| THEN  C With Confidence=0.779661 and Coverage=0.24338624
18:IF 011000|1011|#|101|#|01|#|#|01000001|#|#| THEN  C With Confidence=0.7741935 and Coverage=0.25396827
19:IF 010100|1000|#|#|#|01|#|#|11110110|#|#| THEN  D With Confidence=0.7714286 and Coverage=0.125
20:IF 111000|1011|#|101|#|01|#|#|01100000|#|#| THEN  C With Confidence=0.7692308 and Coverage=0.26455027
21:IF 111000|1001|#|101|#|01|#|#|01110100|#|#| THEN  C With Confidence=0.76119405 and Coverage=0.26984128
22:IF 110100|1000|#|010|#|#|#|10|11010101|#|#| THEN  D With Confidence=0.75 and Coverage=0.22222222
23:IF 011101|1000|#|#|#|01|#|#|11010100|#|#| THEN  D With Confidence=0.75 and Coverage=0.15277778
24:IF 110100|1000|#|010|#|#|#|10|11110101|#|#| THEN  D With Confidence=0.739726 and Coverage=0.25
25:IF 110101|#|01|#|#|#|#|01|01111000|#|#| THEN  E With Confidence=0.72727275 and Coverage=0.09411765
26:IF 011000|0001|#|#|#|01|#|#|01011001|#|#| THEN  C With Confidence=0.72 and Coverage=0.5714286
27:IF 111000|0001|#|#|#|01|#|#|01010101|#|#| THEN  C With Confidence=0.71895427 and Coverage=0.58201057
28:IF 111000|0011|#|#|#|#|#|01|01110000|#|#| THEN  E With Confidence=0.71428573 and Coverage=0.11764706
29:IF 111001|0001|#|#|#|01|#|#|01011101|#|#| THEN  C With Confidence=0.71153843 and Coverage=0.5873016
30:IF 111100|1000|#|010|#|#|#|10|11010100|#|#| THEN  D With Confidence=0.7058824 and Coverage=0.2777778
31:IF 000100|1001|#|#|#|01|#|#|#|#|#| THEN  D With Confidence=0.70454544 and Coverage=0.14351852
32:IF 111001|0001|#|#|#|01|#|#|01100101|#|#| THEN  C With Confidence=0.7 and Coverage=0.5925926
33:IF 011000|0001|#|#|#|01|#|#|11001001|#|#| THEN  C With Confidence=0.6904762 and Coverage=0.6137566
34:IF 111011|#|#|#|#|#|#|01|01110010|#|#| THEN  E With Confidence=0.6875 and Coverage=0.12941177
35:IF 011001|0001|#|#|#|01|#|#|11000101|#|#| THEN  C With Confidence=0.6857143 and Coverage=0.63492066
36:IF 110100|1000|#|010|#|#|#|#|#|#|#| THEN  D With Confidence=0.6835443 and Coverage=0.25
37:IF 111000|0001|#|110|#|#|#|10|01000000|#|#| THEN  C With Confidence=0.6719577 and Coverage=0.6719577
38:IF 111000|0001|#|110|#|#|#|10|01000100|#|#| THEN  C With Confidence=0.6683938 and Coverage=0.6825397
39:IF 111100|1010|#|011|#|#|#|10|#|#|#| THEN  D With Confidence=0.6635514 and Coverage=0.3287037
40:IF 011000|0001|#|#|#|#|#|10|01000000|#|#| THEN  C With Confidence=0.6600985 and Coverage=0.7089947
41:IF 110100|1000|#|110|#|#|#|10|11000100|#|#| THEN  D With Confidence=0.6465517 and Coverage=0.3472222
42:IF 011000|0001|#|110|#|#|#|10|11010000|#|#| THEN  C With Confidence=0.6465116 and Coverage=0.73544973
43:IF 110100|1000|#|110|#|#|#|10|11100101|#|#| THEN  D With Confidence=0.63076925 and Coverage=0.37962964
44:IF 110101|1000|#|110|#|#|#|10|11110100|#|#| THEN  D With Confidence=0.620438 and Coverage=0.3935185
45:IF 110100|1010|#|110|#|#|#|10|11100100|#|#| THEN  D With Confidence=0.6197183 and Coverage=0.4074074
46:IF 011100|0001|#|#|#|#|#|10|01000000|#|#| THEN  C With Confidence=0.61044174 and Coverage=0.8042328
47:IF #|0010|#|#|#|10|#|#|01110101|#|#| THEN  E With Confidence=0.6086956 and Coverage=0.16470589
48:IF 111100|1000|#|110|#|#|#|10|11000100|#|#| THEN  D With Confidence=0.6066667 and Coverage=0.4212963
49:IF 011100|0001|#|#|#|#|#|10|01001100|#|#| THEN  C With Confidence=0.6062992 and Coverage=0.8148148
50:IF 111100|1000|#|110|#|#|#|10|11100101|#|#| THEN  D With Confidence=0.5903614 and Coverage=0.4537037
51:IF 011100|0001|#|110|#|#|#|10|11000000|#|#| THEN  C With Confidence=0.5864662 and Coverage=0.82539684
52:IF 111101|1001|#|010|#|#|#|#|#|#|#| THEN  D With Confidence=0.49433962 and Coverage=0.6064815
53:IF 110100|1011|#|#|#|#|#|10|11100100|#|#| THEN  D With Confidence=0.47435898 and Coverage=0.6851852

1:IF #|0100|#|#|#|#|#|#|#|#|#| THEN  H With Confidence=1.0 and Coverage=1.0
