24.0, 43.0, 48.0, 5.0, 54.0, 52.0, 59.0, cp
41.0, 48.0, 48.0, 5.0, 51.0, 44.0, 51.0, cp
41.0, 43.0, 48.0, 5.0, 45.0, 31.0, 41.0, cp
33.0, 47.0, 48.0, 5.0, 53.0, 18.0, 29.0, cp
34.0, 35.0, 48.0, 5.0, 51.0, 49.0, 56.0, cp
28.0, 33.0, 48.0, 5.0, 45.0, 22.0, 33.0, cp
6.0, 61.0, 48.0, 5.0, 49.0, 92.0, 37.0, im
12.0, 67.0, 48.0, 5.0, 74.0, 58.0, 63.0, im
72.0, 46.0, 48.0, 5.0, 51.0, 66.0, 7.0, im
7.0, 4.0, 48.0, 5.0, 56.0, 86.0, 83.0, im
16.0, 51.0, 48.0, 5.0, 33.0, 39.0, 48.0, im
48.0, 49.0, 48.0, 5.0, 52.0, 77.0, 71.0, im
69.0, 39.0, 48.0, 5.0, 57.0, 76.0, 79.0, im
63.0, 49.0, 48.0, 5.0, 54.0, 76.0, 79.0, imS
78.0, 33.0, 48.0, 5.0, 57.0, 77.0, 79.0, imU
76.0, 71.0, 48.0, 5.0, 5.0, 71.0, 75.0, imU
88.0, 42.0, 48.0, 5.0, 52.0, 73.0, 75.0, imU
78.0, 68.0, 48.0, 5.0, 83.0, 4.0, 29.0, om
52.0, 81.0, 48.0, 5.0, 72.0, 38.0, 38.0, om
66.0, 49.0, 1.0, 5.0, 54.0, 56.0, 36.0, omL
7.0, 61.0, 48.0, 5.0, 56.0, 52.0, 43.0, pp
67.0, 61.0, 48.0, 5.0, 51.0, 37.0, 38.0, pp
64.0, 72.0, 48.0, 5.0, 49.0, 42.0, 19.0, pp
74.0, 47.0, 48.0, 5.0, 5.0, 57.0, 42.0, pp
63.0, 65.0, 48.0, 5.0, 39.0, 44.0, 35.0, pp
7.0, 4.0, 48.0, 5.0, 54.0, 35.0, 44.0, cp
23.0, 32.0, 48.0, 5.0, 55.0, 25.0, 35.0, cp
2.0, 44.0, 48.0, 5.0, 46.0, 51.0, 57.0, cp
42.0, 24.0, 48.0, 5.0, 57.0, 27.0, 37.0, cp
51.0, 54.0, 48.0, 5.0, 41.0, 34.0, 43.0, cp
43.0, 37.0, 48.0, 5.0, 53.0, 35.0, 44.0, cp
65.0, 47.0, 48.0, 5.0, 59.0, 3.0, 4.0, cp
32.0, 42.0, 48.0, 5.0, 35.0, 28.0, 38.0, cp
42.0, 35.0, 48.0, 5.0, 58.0, 15.0, 27.0, cp

