47.0, 29.0, 48.0, 5.0, 51.0, 33.0, 43.0, cp
41.0, 43.0, 48.0, 5.0, 5.0, 24.0, 25.0, cp
3.0, 45.0, 48.0, 5.0, 36.0, 21.0, 32.0, cp
35.0, 37.0, 48.0, 5.0, 3.0, 34.0, 43.0, cp
24.0, 57.0, 48.0, 5.0, 63.0, 34.0, 43.0, cp
17.0, 39.0, 48.0, 5.0, 53.0, 3.0, 39.0, cp
63.0, 47.0, 48.0, 5.0, 51.0, 82.0, 84.0, im
54.0, 57.0, 48.0, 5.0, 56.0, 81.0, 83.0, im
49.0, 42.0, 48.0, 5.0, 53.0, 79.0, 81.0, im
83.0, 37.0, 48.0, 5.0, 61.0, 71.0, 74.0, im
34.0, 51.0, 48.0, 5.0, 67.0, 9.0, 9.0, im
36.0, 45.0, 48.0, 5.0, 38.0, 79.0, 17.0, im
3.0, 51.0, 48.0, 5.0, 42.0, 61.0, 34.0, im
85.0, 53.0, 48.0, 5.0, 53.0, 52.0, 35.0, imS
84.0, 49.0, 48.0, 5.0, 55.0, 78.0, 74.0, imU
64.0, 45.0, 48.0, 5.0, 67.0, 61.0, 66.0, imU
86.0, 55.0, 48.0, 5.0, 63.0, 81.0, 83.0, imU
74.0, 9.0, 48.0, 5.0, 57.0, 53.0, 29.0, om
64.0, 57.0, 48.0, 5.0, 7.0, 33.0, 26.0, om
67.0, 55.0, 1.0, 5.0, 66.0, 58.0, 16.0, omL
74.0, 49.0, 48.0, 5.0, 42.0, 54.0, 36.0, pp
63.0, 71.0, 48.0, 5.0, 6.0, 4.0, 39.0, pp
71.0, 86.0, 48.0, 5.0, 4.0, 54.0, 32.0, pp
62.0, 78.0, 48.0, 5.0, 47.0, 49.0, 54.0, pp
59.0, 61.0, 48.0, 5.0, 42.0, 42.0, 37.0, pp
34.0, 45.0, 48.0, 5.0, 38.0, 24.0, 35.0, cp
21.0, 51.0, 48.0, 5.0, 5.0, 32.0, 41.0, cp
24.0, 35.0, 48.0, 5.0, 31.0, 19.0, 31.0, cp
33.0, 45.0, 48.0, 5.0, 52.0, 32.0, 41.0, cp
61.0, 45.0, 48.0, 5.0, 48.0, 35.0, 41.0, cp
43.0, 4.0, 48.0, 5.0, 39.0, 28.0, 39.0, cp
29.0, 3.0, 48.0, 5.0, 45.0, 3.0, 17.0, cp
4.0, 35.0, 48.0, 5.0, 45.0, 33.0, 42.0, cp
42.0, 38.0, 48.0, 5.0, 54.0, 34.0, 43.0, cp

